condition,phase,family,metric_horizon,alpha,c_upd,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,total_timesteps,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_CSR_pre,eval_dbar_post_mean,eval_dbar_pre_mean,eval_occupied_post_mean,eval_occupied_pre_mean,eval_max_tilde_post_mean,eval_max_tilde_pre_mean,eval_episodes_per_env,eval_t_eval,eval_done_per_env_min,eval_done_per_env_max,mean_update_fraction,final_executed_updates,final_energy,total_support_injected,total_debt_charge,max_debt_level,final_vartd,train_final_return_end_mean,I_R_full_anchor_compat,above_R_THRESH_FULL_anchor
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,30,23.320826160999786,none,0.0,0.6,0.02,4000000,100.0,-24.530590057373047,26.0,0.0,0.0,0.6559393405914307,0.6461217999458313,0.22999998927116394,0.25,0.97690749168396,0.9717309474945068,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.18776682019233704,-27.305448532104492,1.10052917562672,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,31,11.119539847999476,none,0.0,0.6,0.02,4000000,100.0,-26.52880859375,26.0,0.0,0.0,0.6588844060897827,0.64910888671875,0.2199999988079071,0.23999999463558197,0.9724162220954895,0.9575220942497253,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.12338422238826752,-28.137231826782227,0.29380440406192754,0.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,32,11.276693940999394,none,0.0,0.6,0.02,4000000,100.0,-24.10341453552246,26.0,0.009999999776482582,0.009999999776482582,0.5153884291648865,0.5130742788314819,0.3999999761581421,0.429999977350235,0.7770257592201233,0.773815929889679,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1305973082780838,-26.21761703491211,1.2729893290130536,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,33,11.180206292001458,none,0.0,0.6,0.02,4000000,100.0,-24.697547912597656,26.0,0.009999999776482582,0.0,0.549315333366394,0.5525737404823303,0.4099999964237213,0.32999998331069946,0.8130110502243042,0.8092695474624634,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.11761131882667542,-26.56307601928711,1.0331246174339856,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,34,11.417915348998577,none,0.0,0.6,0.02,4000000,100.0,-25.280658721923828,26.0,0.0,0.0,0.6060818433761597,0.6056712865829468,0.2199999988079071,0.25999999046325684,0.873756468296051,0.8606928586959839,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.12303551286458969,-26.269454956054688,0.797709958883407,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,35,11.54930067299938,none,0.0,0.6,0.02,4000000,100.0,-24.672794342041016,26.0,0.0,0.0,0.6111329197883606,0.6034177541732788,0.29999998211860657,0.28999999165534973,0.9011214375495911,0.8865089416503906,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1492186039686203,-27.529972076416016,1.0431181782929124,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,36,10.966508491999775,none,0.0,0.6,0.02,4000000,100.0,-24.77195930480957,26.0,0.009999999776482582,0.0,0.6172674298286438,0.6199584603309631,0.2199999988079071,0.17999999225139618,0.8667892217636108,0.8665995001792908,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.17725719511508942,-29.06494903564453,1.0030831018083641,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,37,11.130913270999372,none,0.0,0.6,0.02,4000000,100.0,-25.33892059326172,26.0,0.0,0.0,0.5873555541038513,0.5830428004264832,0.429999977350235,0.35999998450279236,0.8571352958679199,0.8524609208106995,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1995331048965454,-26.794519424438477,0.7741883600240466,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,38,11.051040763000856,none,0.0,0.6,0.02,4000000,100.0,-22.34294891357422,26.0,0.0,0.0,0.5519514083862305,0.5582497715950012,0.22999998927116394,0.22999998927116394,0.7825027108192444,0.7925434112548828,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.2186214178800583,-27.997100830078125,1.9837280199316683,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,39,11.288558820999242,none,0.0,0.6,0.02,4000000,100.0,-23.469717025756836,26.0,0.0,0.0,0.5867339968681335,0.5873774886131287,0.25999999046325684,0.3100000023841858,0.8487858176231384,0.8448168039321899,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1403455138206482,-26.622894287109375,1.5288269511250792,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,40,11.06409499899928,none,0.0,0.6,0.02,4000000,100.0,-25.02562141418457,26.0,0.0,0.0,0.6312657594680786,0.6250824928283691,0.22999998927116394,0.2199999988079071,0.914454460144043,0.908558189868927,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.17097577452659607,-27.86324119567871,0.9006741292586335,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,41,11.054156370000783,none,0.0,0.6,0.02,4000000,100.0,-25.229522705078125,26.0,0.0,0.0,0.5949341058731079,0.5921415686607361,0.2800000011920929,0.25999999046325684,0.857100784778595,0.8559671640396118,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.16098706424236298,-27.908580780029297,0.8183546935596152,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,42,11.3224968909999,none,0.0,0.6,0.02,4000000,100.0,-23.120521545410156,26.0,0.0,0.009999999776482582,0.5243728756904602,0.5206940174102783,0.3999999761581421,0.4099999964237213,0.7838179469108582,0.785526692867279,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.14171862602233887,-27.57470703125,1.6698048466784368,1.0
