alpha,seed,runtime_sec,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,final_energy_E_post,final_update_counter,final_funding_g,final_funding_g_raw,final_funding_alpha_eff,final_depr_F_post,final_episode_return_end_mean,final_vartd_VarTD
0.05,30,23.717794406984467,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-21.81523323059082,26.0,0.0,0.49167487025260925,0.4399999976158142,4.0,104.0,0.18020877242088318,2.0,0.09130720794200897,0.09130720794200897,1.732780319230187e-08,11.910177230834961,-27.443599700927734,0.1904519498348236
0.05,31,10.671679246996064,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-27.759971618652344,26.0,0.0,0.7527188062667847,0.22999998927116394,4.0,104.0,0.14142033457756042,2.0,0.09251504391431808,0.09251504391431808,1.988200359903658e-08,11.800174713134766,-27.943857192993164,0.12086980789899826
0.05,32,10.674922465987038,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-23.015859603881836,26.0,0.0,0.5019744634628296,0.41999998688697815,4.0,104.0,0.19777289032936096,2.0,0.0958663746714592,0.0958663746714592,1.5484031834489542e-08,12.000179290771484,-26.425905227661133,0.13758234679698944
0.05,33,10.656904192001093,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-24.1099796295166,26.0,0.0,0.5986784100532532,0.35999998450279236,4.0,104.0,0.1784335970878601,2.0,0.10469301044940948,0.10469301044940948,1.711254071778967e-08,11.920177459716797,-26.937915802001953,0.12362688779830933
0.05,34,10.648714378010482,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-25.18638801574707,26.0,0.009999999776482582,0.6242687702178955,0.3400000035762787,4.0,104.0,0.18592651188373566,2.0,0.09304622560739517,0.09304622560739517,1.577711472577903e-08,11.98517894744873,-26.51641273498535,0.12277399748563766
0.05,35,10.681098239962012,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-25.022008895874023,26.0,0.0,0.6065101623535156,0.3799999952316284,4.0,104.0,0.2271561324596405,2.0,0.10393394529819489,0.10393394529819489,1.3750247163102358e-08,12.095181465148926,-27.408655166625977,0.1434668004512787
0.05,36,10.644903898995835,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-23.417814254760742,26.0,0.0,0.5389741659164429,0.38999998569488525,4.0,104.0,0.05303386226296425,2.0,0.0,0.0734114944934845,5.014090476151978e-08,11.060157775878906,-29.211666107177734,0.17689016461372375
0.05,37,10.646966833039187,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-25.16518211364746,26.0,0.029999999329447746,0.6029350161552429,0.41999998688697815,4.0,104.0,0.20977655053138733,2.0,0.09622364491224289,0.09622364491224289,1.4455252994594048e-08,12.055180549621582,-27.00244903564453,0.20486831665039062
0.05,38,10.681655222026166,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-25.508657455444336,26.0,0.0,0.7220081090927124,0.19999998807907104,4.0,104.0,0.05323382467031479,2.0,0.09165200591087341,0.09165200591087341,4.622797078468466e-08,11.12515926361084,-27.99382972717285,0.21411027014255524
0.05,39,10.637694948003627,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-24.929105758666992,26.0,0.0,0.6274515986442566,0.17000000178813934,4.0,104.0,0.14167369902133942,2.0,0.09380917996168137,0.09380917996168137,1.743644695295643e-08,11.905177116394043,-26.79755973815918,0.1409270018339157
0.05,40,10.647778792947065,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-24.136930465698242,26.0,0.0,0.5404412746429443,0.28999999165534973,4.0,104.0,0.20371486246585846,2.0,0.09091155230998993,0.09091155230998993,1.4821198490722054e-08,12.03518009185791,-27.882888793945312,0.17328909039497375
0.05,41,10.675256805028766,hardzero_plus_depr,hardzero_plus_depr__c0p60__z1p05__lam0p010__nu0p50__psi1p25,0.6,1.05,0.01,0.5,1.25,100.0,-25.800546646118164,26.0,0.0,0.6788355708122253,0.1899999976158142,4.0,104.0,0.17462579905986786,2.0,0.09628236293792725,0.09628236293792725,1.689996764753232e-08,11.930177688598633,-27.79810905456543,0.16209273040294647
