condition,phase,family,metric_horizon,alpha,c_upd,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,total_timesteps,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_CSR_pre,eval_dbar_post_mean,eval_dbar_pre_mean,eval_occupied_post_mean,eval_occupied_pre_mean,eval_max_tilde_post_mean,eval_max_tilde_pre_mean,eval_episodes_per_env,eval_t_eval,eval_done_per_env_min,eval_done_per_env_max,mean_update_fraction,final_executed_updates,final_energy,total_support_injected,total_debt_charge,max_debt_level,final_vartd,train_final_return_end_mean,I_R_full,learned_R_full_0p5
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,40,2.6830527000001894,none,0.0,0.6,0.02,1000000,100.0,-24.66887664794922,26.0,0.0,0.0,0.5723728537559509,0.5790164470672607,0.3400000035762787,0.3199999928474426,0.8606030344963074,0.8595874309539795,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2030527591705322,0.6000000238418579,0.12956909835338593,-26.84282684326172,1.0446998375627718,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,41,2.8886632429985184,none,0.0,0.6,0.02,1000000,100.0,-26.459623336791992,26.0,0.009999999776482582,0.0,0.6925927996635437,0.6959652900695801,0.25999999046325684,0.17000000178813934,1.017936110496521,1.010732889175415,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2033514976501465,0.6000000238418579,0.15618741512298584,-27.028310775756836,0.32173601394294576,0.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,42,2.8993519920004474,none,0.0,0.6,0.02,1000000,100.0,-24.195268630981445,26.0,0.0,0.0,0.6854240298271179,0.6756057143211365,0.2199999988079071,0.25,1.0115126371383667,0.9958968758583069,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.20223331451416,0.6000000238418579,0.16793744266033173,-27.565372467041016,1.235905810455171,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,43,2.8909989109997696,none,0.0,0.6,0.02,1000000,100.0,-26.30513572692871,26.0,0.0,0.0,0.746884286403656,0.7400834560394287,0.17000000178813934,0.20999999344348907,1.1046720743179321,1.1019232273101807,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.203322410583496,0.6000000238418579,0.1587497442960739,-27.16937828063965,0.3841060598151635,0.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,44,2.888784189999569,none,0.0,0.6,0.02,1000000,100.0,-25.12867546081543,26.0,0.0,0.0,0.522631049156189,0.5209786891937256,0.32999998331069946,0.3499999940395355,0.7562389969825745,0.7628019452095032,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.201714038848877,0.6000000238418579,0.13828136026859283,-26.311220169067383,0.8590689440831196,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,45,2.870752763001292,none,0.0,0.6,0.02,1000000,100.0,-24.84341049194336,26.0,0.0,0.0,0.636059045791626,0.6263458728790283,0.22999998927116394,0.2800000011920929,0.9279599785804749,0.9277079701423645,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.214372158050537,0.6000000238418579,0.12517191469669342,-26.349660873413086,0.974236686078956,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,46,2.685454080999989,none,0.0,0.6,0.02,1000000,100.0,-26.17347526550293,26.0,0.0,0.0,0.6608985662460327,0.6518948078155518,0.19999998807907104,0.23999999463558197,0.9862960577011108,0.9939562678337097,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2153031826019287,0.6000000238418579,0.15021830797195435,-26.9368896484375,0.43726028380730436,0.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,47,2.6903265560013097,none,0.0,0.6,0.02,1000000,100.0,-23.1136474609375,26.0,0.0,0.0,0.5249195098876953,0.5263434648513794,0.3700000047683716,0.3100000023841858,0.7507985234260559,0.756264328956604,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.202509880065918,0.6000000238418579,0.1972985565662384,-28.183635711669922,1.6725800657673235,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,48,2.88373025600049,none,0.0,0.6,0.02,1000000,100.0,-24.143295288085938,26.0,0.0,0.0,0.5768933296203613,0.580696702003479,0.25,0.19999998807907104,0.838969886302948,0.8344944715499878,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2034616470336914,0.6000000238418579,0.1876237988471985,-27.7782039642334,1.2568885920736714,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,49,2.7415092359988193,none,0.0,0.6,0.02,1000000,100.0,-23.75834083557129,26.0,0.0,0.0,0.5744631290435791,0.5735804438591003,0.3199999928474426,0.3199999928474426,0.8741883635520935,0.87253737449646,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2016725540161133,0.6000000238418579,0.1738915741443634,-26.410917282104492,1.4123031711671092,1.0
