seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha
30,313,0.012779552715654952,1,4.0,4,1,0,0.26147101898722047,0.38910165,0.0,0.0,0.1311505152939297,0.13658671,-25.42770243769968,-25.372915,14.201277955271566,16.0,0.05
31,313,0.01597444089456869,1,5.0,4,1,0,0.24879735593929708,0.22787398,0.0,0.0,0.14502924474121404,0.13547775,-24.848299287539934,-25.818003,14.680511182108626,17.0,0.05
32,313,0.012779552715654952,1,4.0,4,1,0,0.25135925708466456,0.32425115,0.0,0.0,0.1446636361948882,0.15669464,-24.856817747603834,-23.904762,14.856230031948881,17.0,0.05
33,313,0.01597444089456869,1,5.0,4,1,0,0.2583436486629393,0.24382827,0.0,0.0,0.15300937961661343,0.16479667,-24.53138082428115,-23.845114,15.575079872204473,18.0,0.05
34,313,0.012779552715654952,1,4.0,4,1,0,0.2551426389520767,0.38048643,0.0,0.0,0.14809149884984024,0.15266196,-24.77218199680511,-23.948565,14.910543130990416,17.0,0.05
35,313,0.01597444089456869,1,5.0,4,1,0,0.2516845672428115,0.1928926,0.0,0.0,0.1451553415463259,0.14873354,-24.85591551118211,-24.997488,14.594249201277956,17.0,0.05
36,313,0.012779552715654952,1,4.0,4,1,0,0.2553771914696486,0.41306126,0.0,0.0,0.15092387498402557,0.14718693,-24.61002024600639,-24.946632,14.904153354632587,17.0,0.05
37,313,0.01597444089456869,1,5.0,4,1,0,0.24327229896645367,0.24213493,0.0,0.0,0.1429631769680511,0.13933793,-24.926237258785942,-24.904406,14.73482428115016,17.0,0.05
38,313,0.01597444089456869,1,5.0,4,1,0,0.24304701876837062,0.25387046,0.0,0.0,0.1439021426198083,0.1595663,-24.89161460063898,-24.698679,14.741214057507987,17.0,0.05
39,313,0.012779552715654952,1,4.0,4,1,0,0.260407373115016,0.45932436,0.0,0.0,0.15257642424920126,0.16396149,-24.46804778913738,-23.996138,14.952076677316294,17.0,0.05
40,313,0.01597444089456869,1,5.0,4,1,0,0.2520712584057508,0.2500024,0.0,0.0,0.1504567516453674,0.15244883,-24.645349910543132,-24.56497,14.60702875399361,17.0,0.05
41,313,0.01597444089456869,1,5.0,4,1,0,0.26568975799840255,0.042256694,0.0,0.0,0.13812019246645366,0.14798023,-25.17376019488818,-25.361126,14.345047923322683,17.0,0.05
