alpha,seed,runtime_sec,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,final_energy_E_post,final_update_counter,final_funding_g,final_funding_g_raw,final_funding_alpha_eff,final_depr_F_post,final_episode_return_end_mean,final_vartd_VarTD
0.05,30,20.22902146697743,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-22.731412887573242,26.0,0.0,0.5237088203430176,0.32999998331069946,4.0,104.0,0.38910165429115295,16.0,0.13658671081066132,0.13658671081066132,0.05000000074505806,0.0,-25.372915267944336,0.3922063708305359
0.05,31,9.839822451001965,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-24.044477462768555,26.0,0.0,0.501815915107727,0.3999999761581421,4.0,104.0,0.22787398099899292,17.0,0.13547775149345398,0.13547775149345398,0.05000000074505806,0.0,-25.818002700805664,0.3747027516365051
0.05,32,10.059236366010737,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-23.51593780517578,26.0,0.0,0.5152210593223572,0.38999998569488525,4.0,104.0,0.3242511451244354,17.0,0.15669463574886322,0.15669463574886322,0.05000000074505806,0.0,-23.904762268066406,0.40036624670028687
0.05,33,9.914236228039954,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-23.82256317138672,26.0,0.0,0.5046343803405762,0.32999998331069946,4.0,104.0,0.24382826685905457,18.0,0.16479666531085968,0.16479666531085968,0.05000000074505806,0.0,-23.84511375427246,0.46899130940437317
0.05,34,9.909653208043892,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-24.63603973388672,26.0,0.0,0.5247280597686768,0.35999998450279236,4.0,104.0,0.3804864287376404,17.0,0.15266196429729462,0.15266196429729462,0.05000000074505806,0.0,-23.948564529418945,0.3684106767177582
0.05,35,9.926456130982842,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-24.13262176513672,26.0,0.0,0.5107333660125732,0.38999998569488525,4.0,104.0,0.19289259612560272,17.0,0.14873354136943817,0.14873354136943817,0.05000000074505806,0.0,-24.997488021850586,0.40072333812713623
0.05,36,9.927999078005087,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-23.74913787841797,26.0,0.009999999776482582,0.4802715480327606,0.47999998927116394,4.0,104.0,0.413061261177063,17.0,0.14718693494796753,0.14718693494796753,0.05000000074505806,0.0,-24.946632385253906,0.3932667076587677
0.05,37,9.922572733019479,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-23.858720779418945,26.0,0.0,0.5010802149772644,0.3199999928474426,4.0,104.0,0.2421349287033081,17.0,0.1393379271030426,0.1393379271030426,0.05000000074505806,0.0,-24.90440559387207,0.41334396600723267
0.05,38,9.905129125982057,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-22.443994522094727,26.0,0.0,0.497451514005661,0.5,4.0,104.0,0.2538704574108124,17.0,0.15956629812717438,0.15956629812717438,0.05000000074505806,0.0,-24.698678970336914,0.4493418335914612
0.05,39,9.910134027944878,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-24.937347412109375,26.0,0.0,0.5309717655181885,0.35999998450279236,4.0,104.0,0.45932435989379883,17.0,0.1639614850282669,0.1639614850282669,0.05000000074505806,0.0,-23.996137619018555,0.46772080659866333
0.05,40,9.91226067399839,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-23.77218246459961,26.0,0.0,0.5219007730484009,0.3199999928474426,4.0,104.0,0.2500024139881134,17.0,0.152448832988739,0.152448832988739,0.05000000074505806,0.0,-24.564970016479492,0.4208289682865143
0.05,41,9.90057399997022,hardzero_only,hardzero_only__c0p50__z1p10__lam0p000__nu0p50__psi0p00,0.5,1.1,0.0,0.5,0.0,100.0,-23.779804229736328,26.0,0.009999999776482582,0.49218297004699707,0.38999998569488525,4.0,104.0,0.04225669428706169,17.0,0.1479802280664444,0.1479802280664444,0.05000000074505806,0.0,-25.361125946044922,0.43645548820495605
