alpha,seed,runtime_sec,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,final_energy_E_post,final_update_counter,final_funding_g,final_funding_g_raw,final_funding_alpha_eff,final_depr_F_post,final_episode_return_end_mean,final_vartd_VarTD
0.06,30,20.13340922095813,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-23.1467227935791,26.0,0.009999999776482582,0.49921953678131104,0.4899999797344208,4.0,104.0,0.45641380548477173,16.0,0.13258802890777588,0.13258802890777588,0.05999999865889549,0.0,-25.790185928344727,0.40085336565971375
0.06,31,9.88342512602685,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-23.982086181640625,26.0,0.0,0.5094612240791321,0.38999998569488525,4.0,104.0,0.3503451347351074,15.0,0.11611912399530411,0.11611912399530411,0.05999999865889549,0.0,-26.673891067504883,0.2638157904148102
0.06,32,10.16549171495717,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-24.09505844116211,26.0,0.0,0.5375436544418335,0.3100000023841858,4.0,104.0,0.34095922112464905,17.0,0.14811335504055023,0.14811335504055023,0.05999999865889549,0.0,-24.165891647338867,0.40030235052108765
0.06,33,9.91324020200409,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-24.145315170288086,26.0,0.0,0.5503168106079102,0.3499999940395355,4.0,104.0,0.3697167932987213,18.0,0.15796610713005066,0.15796610713005066,0.05999999865889549,0.0,-24.03257942199707,0.453482985496521
0.06,34,9.90975852200063,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-24.71872329711914,26.0,0.0,0.4949503540992737,0.35999998450279236,4.0,104.0,0.3355265259742737,17.0,0.149286150932312,0.149286150932312,0.05999999865889549,0.0,-24.063980102539062,0.3946363925933838
0.06,35,10.145102203998249,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-24.527177810668945,26.0,0.009999999776482582,0.48269450664520264,0.4099999964237213,4.0,104.0,0.48977455496788025,17.0,0.15285277366638184,0.15285277366638184,0.05999999865889549,0.0,-24.921430587768555,0.43188339471817017
0.06,36,9.921096189005766,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-24.09934425354004,26.0,0.019999999552965164,0.48707807064056396,0.47999998927116394,4.0,104.0,0.5292386412620544,15.0,0.12134535610675812,0.12134535610675812,0.05999999865889549,0.0,-26.349132537841797,0.30072781443595886
0.06,37,9.907490738958586,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-23.088024139404297,26.0,0.0,0.5022305846214294,0.3400000035762787,4.0,104.0,0.016999399289488792,18.0,0.15061059594154358,0.15061059594154358,0.05999999865889549,0.0,-24.517942428588867,0.3901897966861725
0.06,38,10.116238887014333,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-23.26248550415039,26.0,0.0,0.47585350275039673,0.35999998450279236,4.0,104.0,0.04096824303269386,17.0,0.1666899025440216,0.1666899025440216,0.05999999865889549,0.0,-24.4273738861084,0.4729287922382355
0.06,39,9.897278468008153,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-24.16538429260254,26.0,0.009999999776482582,0.5127108097076416,0.35999998450279236,4.0,104.0,0.22994080185890198,17.0,0.1365000307559967,0.1365000307559967,0.05999999865889549,0.0,-24.350696563720703,0.4463171064853668
0.06,40,9.88823844800936,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-24.659725189208984,26.0,0.009999999776482582,0.5093085765838623,0.32999998331069946,4.0,104.0,0.30607202649116516,17.0,0.13781453669071198,0.13781453669071198,0.05999999865889549,0.0,-25.246383666992188,0.37868237495422363
0.06,41,10.139847720973194,hardzero_only,hardzero_only__c0p56__z1p05__lam0p000__nu0p50__psi0p00,0.56,1.05,0.0,0.5,0.0,100.0,-23.368059158325195,26.0,0.009999999776482582,0.4796615242958069,0.41999998688697815,4.0,104.0,0.4170287251472473,17.0,0.1489023119211197,0.1489023119211197,0.05999999865889549,0.0,-25.040239334106445,0.41534510254859924
