seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha,family
30,313,0.0,0,0.0,0,0,0,-0.5994623323003195,-0.6,0.0,0.0,0.037470664581469644,0.0,-27.070977645367403,-27.15273,3.0,3.0,0.067,borrow
31,313,0.0,0,0.0,0,0,0,-0.5983613028434505,-0.6,0.0,0.0,0.05792192925878595,0.0,-26.888799025559102,-27.809877,3.0,3.0,0.067,borrow
32,313,0.0,0,0.0,0,0,0,-0.5944868760383387,-0.59877163,0.0,0.0,0.0791410489744409,0.10788645,-26.698435961661342,-25.884739,3.0,3.0,0.067,borrow
33,313,0.009584664536741214,1,3.0,3,1,0,-0.35561335523961657,-0.56837404,0.0,0.0,0.11578856430031949,0.13196547,-26.081421552715653,-25.41366,7.437699680511182,9.0,0.067,borrow
34,313,0.0,0,0.0,0,0,0,-0.5986792469009584,-0.59833854,0.0,0.0,0.05691646237060702,0.10180123,-26.91199665814697,-26.13011,3.0,3.0,0.067,borrow
35,313,0.0,0,0.0,0,0,0,-0.5936138323642172,-0.59918207,0.0,0.0,0.07630203607028753,0.1017599,-26.762774367412142,-27.457243,3.0,3.0,0.067,borrow
36,313,0.0,0,0.0,0,0,0,-0.5996462280511181,-0.6,0.0,0.0,0.027660857801916933,0.0,-27.185618463258784,-29.064949,2.0,2.0,0.067,borrow
37,313,0.0,0,0.0,0,0,0,-0.5975813991373802,-0.5926856,0.0,0.0,0.06749679685623003,0.100015834,-26.83365230031949,-26.76351,3.0,3.0,0.067,borrow
38,313,0.0,0,0.0,0,0,0,-0.5997576657188497,-0.6,0.0,0.0,0.02197250208626198,0.0,-27.284598338658142,-27.9971,2.0,2.0,0.067,borrow
39,313,0.0,0,0.0,0,0,0,-0.598915676741214,-0.6,0.0,0.0,0.051445864127795525,0.0,-26.84011190734824,-26.592102,3.0,3.0,0.067,borrow
40,313,0.0,0,0.0,0,0,0,-0.5981852851118211,-0.6,0.0,0.0,0.06484775355271566,0.0,-26.88977600958467,-27.223883,3.0,3.0,0.067,borrow
41,313,0.0,0,0.0,0,0,0,-0.5959116092012778,-0.5900797,0.0,0.0,0.07311701174760384,0.0,-26.828076728434507,-27.671268,3.0,3.0,0.067,borrow
