seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha,family
30,313,0.03514376996805112,1,11.0,4,1,0,-0.004613804114057509,-0.12997355,0.0,0.0,0.15855240434504791,0.17920245,-24.277298763578273,-23.465574,26.492012779552716,32.0,0.132,borrow
31,313,0.03194888178913738,1,10.0,4,1,0,-0.0040343713106709275,-0.21072266,0.0,0.0,0.14649438195207667,0.16059357,-24.742541191693288,-24.930496,20.747603833865814,26.0,0.132,borrow
32,313,0.03514376996805112,1,11.0,4,1,0,0.001916407953993612,0.03549081,0.0,0.0,0.17036860309904153,0.17857876,-23.718308766773163,-22.909336,32.30031948881789,38.0,0.132,borrow
33,313,0.038338658146964855,1,12.0,4,1,0,0.0005724872210862627,0.09406264,0.0,0.0,0.1788976141853035,0.18743414,-23.412977031948884,-22.77568,34.1629392971246,40.0,0.132,borrow
34,313,0.038338658146964855,1,12.0,4,1,0,-0.001239697342492013,-0.07355467,0.0,0.0,0.17136422214057506,0.17726,-23.724384635782748,-23.019403,31.17891373801917,37.0,0.132,borrow
35,313,0.03514376996805112,1,11.0,4,1,0,0.0010079569153354625,0.11769972,0.0,0.0,0.168520776485623,0.16434397,-23.85542814057508,-24.368622,30.55591054313099,36.0,0.132,borrow
36,313,0.0,0,0.0,0,0,0,-0.2942792436741214,-0.2940063,0.0,0.0,0.027660857801916933,0.0,-27.185618463258784,-29.064949,2.0,2.0,0.132,borrow
37,313,0.03514376996805112,1,11.0,4,1,0,0.00016531612332907345,0.029308952,0.0,0.0,0.16730386584664536,0.16492629,-23.853097233226837,-23.89419,29.50479233226837,35.0,0.132,borrow
38,313,0.0,0,0.0,0,0,0,-0.29698410792332264,-0.3,0.0,0.0,0.02197250208626198,0.0,-27.284598338658142,-27.9971,2.0,2.0,0.132,borrow
39,313,0.03514376996805112,1,11.0,4,1,0,-0.005996760798498402,0.11486101,0.0,0.0,0.1631986961341853,0.1644088,-23.972271476038337,-23.320034,24.750798722044728,30.0,0.132,borrow
40,313,0.038338658146964855,1,12.0,4,1,0,0.0007430645808306708,-0.23934117,0.0,0.0,0.17108723047923322,0.17976205,-23.744136073482426,-23.952047,27.875399361022364,34.0,0.132,borrow
41,313,0.038338658146964855,1,12.0,4,1,0,0.0014538927626198085,0.2644563,0.0,0.0,0.17922361619808305,0.19082098,-23.465143428115013,-23.560219,30.399361022364218,36.0,0.132,borrow
