seed,late_g_eff_mean,late_g_raw_mean,late_alpha_g_eff_mean,late_debt_charge_mean,late_margin_mean,late_break_even_alpha_est,late_debt_floor_frac,late_negative_energy_frac,late_debt_level_mean,late_update_u_mean,late_cut_active_frac,late_window_updates
30,0.037975268628205126,0.09770904286858975,0.003417774176538461,0.005975078007692308,-0.0025573038311538466,0.1573412966789253,0.5256410256410257,1.0,0.5975078055448717,0.0,0.36217948717948717,312
31,0.047433958727564104,0.09937105245192307,0.0042690562854807695,0.005947415824679487,-0.0016783595391987177,0.1253830796379096,0.36538461538461536,1.0,0.5947415906730769,0.0,0.44871794871794873,312
32,0.14053207046153846,0.14053207046153846,0.012647886341538461,0.0032940258931089747,0.009353860448429487,0.023439673821716737,0.0,1.0,0.32934360756730774,0.016025641025641024,1.0,312
33,0.15905182474358975,0.15905182474358975,0.014314664226923077,0.0031901150314935897,0.011124549195429488,0.02005707911013552,0.0,1.0,0.31904080616346153,0.019230769230769232,1.0,312
34,0.15072420791666666,0.15072420791666666,0.013565178712499999,0.0031063819427916664,0.010458796769708333,0.020609708193053782,0.0,1.0,0.3113332492589744,0.019230769230769232,1.0,312
35,0.10629039402243591,0.11215712417307692,0.009566135462019232,0.0035794665092628206,0.005986668952756411,0.03367629353699886,0.0,1.0,0.35939588727564103,0.01282051282051282,0.9391025641025641,312
36,0.05403494018589743,0.10012892032051282,0.004863144616730769,0.005929087143910256,-0.001065942527179487,0.10972691231844256,0.2467948717948718,1.0,0.5929072714423077,0.0,0.5096153846153846,312
37,0.11599988245192308,0.11756254968910258,0.010439989420673076,0.0034188627185256413,0.007021126702147435,0.029472984336364406,0.0,1.0,0.34230104802884614,0.01282051282051282,0.9839743589743589,312
38,0.04981324248076924,0.09982988704487179,0.0044831918232692315,0.005937975298076922,-0.0014547834748076909,0.1192047536429559,0.3269230769230769,1.0,0.5937808904807691,0.0,0.47115384615384615,312
39,0.057788907532051285,0.1007294558974359,0.005201001677884616,0.005828079212179488,-0.0006270775342948724,0.10085117475091701,0.1282051282051282,1.0,0.5828712014102564,0.0,0.5448717948717948,312
40,0.13635206661858973,0.13635206661858973,0.012271685995673074,0.0032359597338621794,0.009035726261810895,0.023732384951039683,0.0,1.0,0.32385512683333334,0.016025641025641024,1.0,312
41,0.14611685373076924,0.14611685373076924,0.01315051683576923,0.0031497474055256413,0.01000076943024359,0.021556359345988083,0.0,1.0,0.31612782476923074,0.019230769230769232,1.0,312
