condition,phase,family,metric_horizon,alpha,c_upd,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,total_timesteps,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_CSR_pre,eval_dbar_post_mean,eval_dbar_pre_mean,eval_occupied_post_mean,eval_occupied_pre_mean,eval_max_tilde_post_mean,eval_max_tilde_pre_mean,eval_episodes_per_env,eval_t_eval,eval_done_per_env_min,eval_done_per_env_max,mean_update_fraction,final_executed_updates,final_energy,total_support_injected,total_debt_charge,max_debt_level,final_vartd,train_final_return_end_mean,I_R_full,learned_R_full_0p5,I_R_full_anchor_compat,above_R_THRESH_FULL_anchor
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,50,11.720158523999999,frontload,0.6,0.0,0.0,4000000,100.0,-24.764745712280273,26.0,0.0,0.0,0.6434659361839294,0.6346839070320129,0.26999998092651367,0.22999998927116394,0.9481837153434753,0.9386014938354492,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.1669124960899353,-27.70783805847168,,,1.0059953877667909,1.0
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,51,11.21812619299999,frontload,0.6,0.0,0.0,4000000,100.0,-24.875368118286133,26.0,0.0,0.0,0.6187978982925415,0.6189452409744263,0.2199999988079071,0.23999999463558197,0.9411490559577942,0.9372430443763733,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.15244191884994507,-27.76540184020996,,,0.961334689454567,1.0
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,52,11.068576971998482,frontload,0.6,0.0,0.0,4000000,100.0,-25.69231414794922,26.0,0.0,0.0,0.6752684116363525,0.6670932173728943,0.25999999046325684,0.28999999165534973,0.9939203262329102,0.9908831715583801,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.15708239376544952,-27.268009185791016,,,0.6315156095276702,1.0
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,53,11.525608934000047,frontload,0.6,0.0,0.0,4000000,100.0,-23.869550704956055,26.0,0.0,0.0,0.5419061183929443,0.5398129224777222,0.28999999165534973,0.4099999964237213,0.8010216951370239,0.8031541109085083,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.1585698276758194,-28.134708404541016,,,1.3674053009682658,1.0
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,54,11.211959383001158,frontload,0.6,0.0,0.0,4000000,100.0,-24.67778968811035,26.0,0.0,0.0,0.6199720501899719,0.6145272254943848,0.3700000047683716,0.2800000011920929,0.9074130058288574,0.9019978642463684,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.16240516304969788,-27.100263595581055,,,1.0411014472180526,1.0
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,55,10.966117058998861,frontload,0.6,0.0,0.0,4000000,100.0,-24.555089950561523,26.0,0.0,0.0,0.5444187521934509,0.549942135810852,0.25999999046325684,0.3499999940395355,0.7936620712280273,0.7984994053840637,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.13148833811283112,-27.49139976501465,,,1.0906380299006515,1.0
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,56,10.930094440000175,frontload,0.6,0.0,0.0,4000000,100.0,-22.958532333374023,26.0,0.0,0.0,0.5449897050857544,0.5441321134567261,0.2800000011920929,0.35999998450279236,0.8327125906944275,0.8435543775558472,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.13898959755897522,-27.677257537841797,,,1.7352034543366122,1.0
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,57,11.584056863999649,frontload,0.6,0.0,0.0,4000000,100.0,-25.120372772216797,26.0,0.0,0.009999999776482582,0.6754786372184753,0.6677021980285645,0.2199999988079071,0.1899999976158142,0.9563596844673157,0.9499562382698059,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.13300395011901855,-27.128143310546875,,,0.8624209220781042,1.0
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,58,11.64571763999993,frontload,0.6,0.0,0.0,4000000,100.0,-23.833436965942383,26.0,0.009999999776482582,0.0,0.5250762104988098,0.5240508317947388,0.3400000035762787,0.35999998450279236,0.7521769404411316,0.753707230091095,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.16307573020458221,-27.090917587280273,,,1.3819852116866294,1.0
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,59,11.029008358998908,frontload,0.6,0.0,0.0,4000000,100.0,-23.4239444732666,26.0,0.0,0.0,0.5518635511398315,0.5557360649108887,0.38999998569488525,0.35999998450279236,0.8196427822113037,0.8171572685241699,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.15961243212223053,-27.127761840820312,,,1.5473063372779938,1.0
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,60,10.821987274001003,frontload,0.6,0.0,0.0,4000000,100.0,-28.503507614135742,26.0,0.0,0.0,0.880621075630188,0.8639111518859863,0.05999999865889549,0.08999999612569809,1.1998789310455322,1.1830244064331055,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.14772245287895203,-26.83026123046875,,,-0.5034250216135577,0.0
fragile_full__support__t4m__a0p00__c0p58,extension_full,support,long4m,0.0,0.58,61,10.816184713999974,frontload,0.6,0.0,0.0,4000000,100.0,-23.984188079833984,26.0,0.0,0.009999999776482582,0.5639954209327698,0.5595567226409912,0.29999998211860657,0.3400000035762787,0.8461841344833374,0.8359959125518799,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,0.44000014662742615,0.5999999642372131,0.0,0.0,0.14542193710803986,-26.541122436523438,,,1.3211236714179435,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,30,23.320826160999786,none,0.0,0.6,0.02,4000000,100.0,-24.530590057373047,26.0,0.0,0.0,0.6559393405914307,0.6461217999458313,0.22999998927116394,0.25,0.97690749168396,0.9717309474945068,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.18776682019233704,-27.305448532104492,,,1.10052917562672,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,31,11.119539847999476,none,0.0,0.6,0.02,4000000,100.0,-26.52880859375,26.0,0.0,0.0,0.6588844060897827,0.64910888671875,0.2199999988079071,0.23999999463558197,0.9724162220954895,0.9575220942497253,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.12338422238826752,-28.137231826782227,,,0.29380440406192754,0.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,32,11.276693940999394,none,0.0,0.6,0.02,4000000,100.0,-24.10341453552246,26.0,0.009999999776482582,0.009999999776482582,0.5153884291648865,0.5130742788314819,0.3999999761581421,0.429999977350235,0.7770257592201233,0.773815929889679,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1305973082780838,-26.21761703491211,,,1.2729893290130536,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,33,11.180206292001458,none,0.0,0.6,0.02,4000000,100.0,-24.697547912597656,26.0,0.009999999776482582,0.0,0.549315333366394,0.5525737404823303,0.4099999964237213,0.32999998331069946,0.8130110502243042,0.8092695474624634,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.11761131882667542,-26.56307601928711,,,1.0331246174339856,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,34,11.417915348998577,none,0.0,0.6,0.02,4000000,100.0,-25.280658721923828,26.0,0.0,0.0,0.6060818433761597,0.6056712865829468,0.2199999988079071,0.25999999046325684,0.873756468296051,0.8606928586959839,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.12303551286458969,-26.269454956054688,,,0.797709958883407,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,35,11.54930067299938,none,0.0,0.6,0.02,4000000,100.0,-24.672794342041016,26.0,0.0,0.0,0.6111329197883606,0.6034177541732788,0.29999998211860657,0.28999999165534973,0.9011214375495911,0.8865089416503906,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1492186039686203,-27.529972076416016,,,1.0431181782929124,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,36,10.966508491999775,none,0.0,0.6,0.02,4000000,100.0,-24.77195930480957,26.0,0.009999999776482582,0.0,0.6172674298286438,0.6199584603309631,0.2199999988079071,0.17999999225139618,0.8667892217636108,0.8665995001792908,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.17725719511508942,-29.06494903564453,,,1.0030831018083641,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,37,11.130913270999372,none,0.0,0.6,0.02,4000000,100.0,-25.33892059326172,26.0,0.0,0.0,0.5873555541038513,0.5830428004264832,0.429999977350235,0.35999998450279236,0.8571352958679199,0.8524609208106995,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1995331048965454,-26.794519424438477,,,0.7741883600240466,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,38,11.051040763000856,none,0.0,0.6,0.02,4000000,100.0,-22.34294891357422,26.0,0.0,0.0,0.5519514083862305,0.5582497715950012,0.22999998927116394,0.22999998927116394,0.7825027108192444,0.7925434112548828,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.2186214178800583,-27.997100830078125,,,1.9837280199316683,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,39,11.288558820999242,none,0.0,0.6,0.02,4000000,100.0,-23.469717025756836,26.0,0.0,0.0,0.5867339968681335,0.5873774886131287,0.25999999046325684,0.3100000023841858,0.8487858176231384,0.8448168039321899,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1403455138206482,-26.622894287109375,,,1.5288269511250792,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,40,11.06409499899928,none,0.0,0.6,0.02,4000000,100.0,-25.02562141418457,26.0,0.0,0.0,0.6312657594680786,0.6250824928283691,0.22999998927116394,0.2199999988079071,0.914454460144043,0.908558189868927,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.17097577452659607,-27.86324119567871,,,0.9006741292586335,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,41,11.054156370000783,none,0.0,0.6,0.02,4000000,100.0,-25.229522705078125,26.0,0.0,0.0,0.5949341058731079,0.5921415686607361,0.2800000011920929,0.25999999046325684,0.857100784778595,0.8559671640396118,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.16098706424236298,-27.908580780029297,,,0.8183546935596152,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,42,11.3224968909999,none,0.0,0.6,0.02,4000000,100.0,-23.120521545410156,26.0,0.0,0.009999999776482582,0.5243728756904602,0.5206940174102783,0.3999999761581421,0.4099999964237213,0.7838179469108582,0.785526692867279,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.14171862602233887,-27.57470703125,,,1.6698048466784368,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,43,11.25165540099988,none,0.0,0.6,0.02,4000000,100.0,-29.52857780456543,26.0,0.0,0.0,0.9080862402915955,0.9001573920249939,0.07999999821186066,0.07000000029802322,1.3101966381072998,1.303613305091858,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1382390409708023,-26.920671463012695,,,-0.9172684026841996,0.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,44,11.266576607000388,none,0.0,0.6,0.02,4000000,100.0,-24.01357078552246,26.0,0.0,0.0,0.5461456179618835,0.5459685325622559,0.26999998092651367,0.23999999463558197,0.7936225533485413,0.796326220035553,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.12650200724601746,-25.84458351135254,,,1.3092612268939978,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,45,11.15548721199957,none,0.0,0.6,0.02,4000000,100.0,-25.51998519897461,26.0,0.0,0.0,0.644209623336792,0.6405132412910461,0.23999999463558197,0.28999999165534973,0.9392968416213989,0.942595899105072,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.11703450977802277,-26.457046508789062,,,0.7010885963980696,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,46,11.408860386000015,none,0.0,0.6,0.02,4000000,100.0,-25.455541610717773,26.0,0.0,0.0,0.6502017378807068,0.6421427130699158,0.23999999463558197,0.14999999105930328,0.9452787041664124,0.9387027621269226,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.15972624719142914,-27.41221809387207,,,0.7271058903370866,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,47,11.117283260999102,none,0.0,0.6,0.02,4000000,100.0,-23.464916229248047,26.0,0.019999999552965164,0.009999999776482582,0.5150274634361267,0.5158389806747437,0.4099999964237213,0.35999998450279236,0.7537972331047058,0.760589063167572,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1543431580066681,-28.25883674621582,,,1.530765138263461,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,48,11.38958025699867,none,0.0,0.6,0.02,4000000,100.0,-28.748510360717773,26.0,0.0,0.0,0.9048564434051514,0.897662878036499,0.09999999403953552,0.09999999403953552,1.228990912437439,1.2171289920806885,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.17521484196186066,-27.127517700195312,,,-0.6023380189514276,0.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,49,10.956078717999844,none,0.0,0.6,0.02,4000000,100.0,-23.649269104003906,26.0,0.0,0.0,0.5395451784133911,0.5289051532745361,0.3799999952316284,0.3499999940395355,0.7977867126464844,0.783374011516571,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.17799445986747742,-27.629138946533203,,,1.4563378281032884,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,50,11.029895114999817,none,0.0,0.6,0.02,4000000,100.0,-23.75260353088379,26.0,0.0,0.009999999776482582,0.5488826632499695,0.5417582988739014,0.35999998450279236,0.38999998569488525,0.8224138617515564,0.8098888993263245,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.16362333297729492,-27.42296600341797,,,1.4146194472546152,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,51,11.23102476799977,none,0.0,0.6,0.02,4000000,100.0,-23.90998077392578,26.0,0.0,0.0,0.5585325956344604,0.5594497919082642,0.3100000023841858,0.3199999928474426,0.8136546015739441,0.8123589754104614,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.15177811682224274,-27.68776512145996,,,1.3510827929141225,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,52,11.090607355999964,none,0.0,0.6,0.02,4000000,100.0,-26.973312377929688,26.0,0.0,0.0,0.7567708492279053,0.7523943185806274,0.14999999105930328,0.09999999403953552,1.0616856813430786,1.0551989078521729,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1606340855360031,-27.45692253112793,,,0.11434845005890767,0.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,53,11.00567259499985,none,0.0,0.6,0.02,4000000,100.0,-25.161855697631836,26.0,0.0,0.0,0.6330252289772034,0.6268014907836914,0.3199999928474426,0.23999999463558197,0.9303148984909058,0.918289065361023,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.16183434426784515,-28.05902099609375,,,0.8456733527206685,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,54,11.010392575999504,none,0.0,0.6,0.02,4000000,100.0,-23.715572357177734,26.0,0.0,0.0,0.5691482424736023,0.5625526309013367,0.25,0.25999999046325684,0.8131533861160278,0.8062136173248291,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1649005115032196,-27.077232360839844,,,1.4295697465361736,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,55,11.310720953000782,none,0.0,0.6,0.02,4000000,100.0,-25.064228057861328,26.0,0.0,0.0,0.5855398774147034,0.5785049200057983,0.3199999928474426,0.2800000011920929,0.8602685928344727,0.8447659611701965,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.12970995903015137,-27.371736526489258,,,0.8850877780993225,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,56,11.294078302000344,none,0.0,0.6,0.02,4000000,100.0,-24.315359115600586,26.0,0.0,0.0,0.5724561810493469,0.5741208791732788,0.28999999165534973,0.3100000023841858,0.8927184343338013,0.9000620245933533,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.13626347482204437,-27.73218536376953,,,1.187422640567688,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,57,10.974950183001056,none,0.0,0.6,0.02,4000000,100.0,-23.4676456451416,26.0,0.0,0.0,0.5687202215194702,0.5634573698043823,0.35999998450279236,0.29999998211860657,0.8556429147720337,0.8522018790245056,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.13076749444007874,-26.992280960083008,,,1.5296632130369912,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,58,11.405777873998886,none,0.0,0.6,0.02,4000000,100.0,-24.77615737915039,26.0,0.0,0.0,0.5447907447814941,0.5451618432998657,0.32999998331069946,0.32999998331069946,0.8214919567108154,0.8204182982444763,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.16644923388957977,-27.097557067871094,,,1.0013882468653454,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,59,10.772543052000401,none,0.0,0.6,0.02,4000000,100.0,-23.555988311767578,26.0,0.0,0.0,0.5689709186553955,0.566681981086731,0.2800000011920929,0.26999998092651367,0.8205668330192566,0.8149926662445068,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.15957775712013245,-27.21479606628418,,,1.493997335528676,1.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,60,10.894790115000433,none,0.0,0.6,0.02,4000000,100.0,-31.73512840270996,26.0,0.0,0.0,1.0666056871414185,1.0483773946762085,0.07000000029802322,0.05999999865889549,1.436836838722229,1.4164727926254272,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1503915637731552,-26.85011863708496,,,-1.8081014095993655,0.0
fragile_full__borrow__t4m__a0p00__c0p58,extension_full,borrow,long4m,0.0,0.58,61,11.051210673000242,none,0.0,0.6,0.02,4000000,100.0,-23.512264251708984,26.0,0.0,0.0,0.5467685461044312,0.5457288026809692,0.41999998688697815,0.3799999952316284,0.8248506784439087,0.8234686255455017,4.0,104.0,4.0,4.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,14.615020751953125,0.6000000238418579,0.1447463035583496,-26.835901260375977,,,1.5116497002327935,1.0
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,30,15.137024688998281,none,0.0,0.0,0.0,1000000,100.0,-24.24519157409668,26.0,0.0,0.0,0.5998764634132385,0.6066733002662659,0.3499999940395355,0.3199999928474426,0.8833268284797668,0.8932182788848877,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.03233533352613449,0.0,0.0,0.0,0.14699473977088928,-27.060068130493164,1.2157508203240606,1.0,,
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,31,2.925070990999302,none,0.0,0.0,0.0,1000000,100.0,-26.87867546081543,26.0,0.0,0.0,0.6803926825523376,0.6650097370147705,0.22999998927116394,0.23999999463558197,1.047999620437622,1.0151736736297607,4.0,104.0,4.0,4.0,0.009615384973585606,3.0,0.9747944474220276,0.0,0.0,0.0,0.1560223400592804,-26.901742935180664,0.15255545492386183,0.0,,
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,32,2.7844832450009562,none,0.0,0.0,0.0,1000000,100.0,-24.260400772094727,26.0,0.0,0.0,0.5083674788475037,0.5140557885169983,0.41999998688697815,0.4399999976158142,0.7560207843780518,0.7626522779464722,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.06330055743455887,0.0,0.0,0.0,0.1638546735048294,-26.925323486328125,1.2096105325841096,1.0,,
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,33,2.691344240000035,none,0.0,0.0,0.0,1000000,100.0,-24.301166534423828,26.0,0.0,0.0,0.5973201990127563,0.5883349776268005,0.3100000023841858,0.3700000047683716,0.8845928907394409,0.880183219909668,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.07252612709999084,0.0,0.0,0.0,0.14500120282173157,-27.168657302856445,1.1931524977376122,1.0,,
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,34,2.681861029999709,none,0.0,0.0,0.0,1000000,100.0,-25.593448638916016,26.0,0.0,0.0,0.6719786524772644,0.6616706848144531,0.23999999463558197,0.25999999046325684,0.9728797674179077,0.9687358140945435,4.0,104.0,4.0,4.0,0.009615384973585606,3.0,1.0,0.0,0.0,0.0,0.17090632021427155,-27.5670108795166,0.6714297899531299,1.0,,
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,35,2.6855221599998913,none,0.0,0.0,0.0,1000000,100.0,-24.266870498657227,26.0,0.0,0.0,0.5379146933555603,0.5407953858375549,0.29999998211860657,0.3700000047683716,0.8046604990959167,0.8155130743980408,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.05184274911880493,0.0,0.0,0.0,0.16159740090370178,-26.656091690063477,1.206998561676922,1.0,,
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,36,2.8678922330000205,none,0.0,0.0,0.0,1000000,100.0,-24.073627471923828,26.0,0.0,0.0,0.6268042922019958,0.6207975745201111,0.17999999225139618,0.17999999225139618,0.883361279964447,0.8679788708686829,4.0,104.0,4.0,4.0,0.009615384973585606,3.0,0.906699538230896,0.0,0.0,0.0,0.15613029897212982,-27.555320739746094,1.2850150217186986,1.0,,
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,37,2.688179165999827,none,0.0,0.0,0.0,1000000,100.0,-24.062997817993164,26.0,0.0,0.0,0.5275887250900269,0.5271388292312622,0.3799999952316284,0.3400000035762787,0.7834263443946838,0.7755991220474243,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.07492178678512573,0.0,0.0,0.0,0.15493011474609375,-26.850297927856445,1.2893064467970465,1.0,,
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,38,2.8790065409993986,none,0.0,0.0,0.0,1000000,100.0,-21.244043350219727,26.0,0.0,0.0,0.517393946647644,0.5138614177703857,0.3400000035762787,0.3799999952316284,0.7419986724853516,0.7335318326950073,4.0,104.0,4.0,4.0,0.009615384973585606,3.0,0.9360422492027283,0.0,0.0,0.0,0.1506441980600357,-26.572433471679688,2.4273803649728696,1.0,,
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,39,2.704745004999495,none,0.0,0.0,0.0,1000000,100.0,-24.550256729125977,26.0,0.0,0.0,0.5371819138526917,0.5347010493278503,0.32999998331069946,0.32999998331069946,0.7880080342292786,0.7802338004112244,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.011450178921222687,0.0,0.0,0.0,0.12305168807506561,-25.603565216064453,1.092589307695113,1.0,,
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,40,2.827391916000124,none,0.0,0.0,0.0,1000000,100.0,-24.12654685974121,26.0,0.0,0.0,0.5205835103988647,0.5259166359901428,0.38999998569488525,0.3199999928474426,0.7550814151763916,0.7661018371582031,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.06543805450201035,0.0,0.0,0.0,0.13389313220977783,-26.505380630493164,1.2636503009581095,1.0,,
edge_full__base__t1m__a0p10__c1p00,extension_full,base,full,0.1,1.0,41,2.715006567999808,none,0.0,0.0,0.0,1000000,100.0,-23.819982528686523,26.0,0.0,0.0,0.4901968240737915,0.4840570092201233,0.29999998211860657,0.38999998569488525,0.6926870346069336,0.695206880569458,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.06451944261789322,0.0,0.0,0.0,0.1515716016292572,-26.157670974731445,1.387417063921093,1.0,,
