seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha
30,313,0.003194888178913738,1,1.0,1,0,1,0.280253114500639,0.36265618,0.0,0.0,0.1205732599488818,0.12305507,-25.962111076677317,-26.128004,5.4696485623003195,6.0,0.02
31,313,0.003194888178913738,1,1.0,1,0,1,0.25099500663706065,0.10453822,0.0,0.0,0.10505700384025558,0.10447109,-26.639059447284342,-27.285223,5.15335463258786,6.0,0.02
32,313,0.003194888178913738,1,1.0,1,0,1,0.27319603272140575,0.2985997,0.0,0.0,0.1120244949968051,0.11450621,-26.337502568690095,-25.552588,5.4185303514377,6.0,0.02
33,313,0.003194888178913738,1,1.0,1,0,1,0.2576839113827476,0.20441927,0.0,0.0,0.10920632425239614,0.12712112,-26.500255300319488,-25.807362,5.293929712460064,6.0,0.02
34,313,0.003194888178913738,1,1.0,1,0,1,0.26841496504984025,0.27093232,0.0,0.0,0.11175790561022365,0.11590516,-26.375515642172523,-25.410242,5.376996805111821,6.0,0.02
35,313,0.003194888178913738,1,1.0,1,0,1,0.268913366915016,0.2744349,0.0,0.0,0.11141097433546328,0.11972374,-26.40530326198083,-26.412941,5.383386581469648,6.0,0.02
36,313,0.003194888178913738,1,1.0,1,0,1,0.2505981449364217,0.17867179,0.0,0.0,0.11069176100319489,0.09905424,-26.43044698402556,-27.687325,5.252396166134186,6.0,0.02
37,313,0.003194888178913738,1,1.0,1,0,1,0.26936670726230033,0.27714476,0.0,0.0,0.11107306696166135,0.11060797,-26.375254645367413,-26.229261,5.389776357827476,6.0,0.02
38,313,0.006389776357827476,1,2.0,2,0,1,0.29434720274408943,0.01168348,0.0,0.0,0.09737264589456869,0.0952766,-27.089607718849837,-27.75893,4.952076677316294,6.0,0.02
39,313,0.003194888178913738,1,1.0,1,0,1,0.2523056620041534,0.16720408,0.0,0.0,0.10906188725878595,0.113676384,-26.37572972204473,-25.79947,5.233226837060703,6.0,0.02
40,313,0.003194888178913738,1,1.0,1,0,1,0.25663940423865816,0.18659452,0.0,0.0,0.10813089530031948,0.10558598,-26.5621978115016,-26.9451,5.268370607028754,6.0,0.02
41,313,0.003194888178913738,1,1.0,1,0,1,0.25933043170990416,0.17723764,0.0,0.0,0.10689479526517573,0.10932797,-26.64025449201278,-27.001598,5.252396166134186,6.0,0.02
