condition,phase,family,metric_horizon,alpha,c_upd,seed,update,update_u,update_counter,opt_step,energy_E_pre,energy_E_raw,energy_E_post,funding_z,funding_g,funding_income,support_s,debt_charge,debt_level_pre,debt_level_post,episode_return_end_mean,episode_len_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,terminal_done_count_end,vartd_VarTD,actor_loss,critic_loss,entropy,total_loss,ratio0,eval_return_end_mean_cp,eval_csr_cp,eval_dbar_end_cp,eval_checkpoint_flag
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,0,1.0,1,16,1.0,0.19129777,0.19129777,1.0395399,0.09129775,0.09129775,0.0,0.0,0.0,0.0,-27.116371,26.0,2.2870336,0.76234454,0.22,0.0,100,0.1777802,-0.0006358597,55.429344,1.6093068,27.697943,1.0,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,1,0.0,1,16,0.19129777,0.28255802,0.28255802,1.0397183,0.09126026,0.09126026,0.0,0.0,0.0,0.0,-27.429218,26.000002,2.2874258,0.76247525,0.16000001,0.008,125,0.14767799,,,,,,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,2,0.0,1,16,0.28255802,0.3683288,0.3683288,1.0666606,0.08577078,0.08577078,0.0,0.0,0.0,0.0,-27.675877,26.000002,2.3467002,0.7822334,0.112,0.0,125,0.16399941,,,,,,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,3,1.0,2,32,0.3683288,-0.4320347,-0.4320347,1.0015817,0.09963647,0.09963647,0.0,0.0,0.0,0.4320347,-26.01581,26.000002,2.2035236,0.7345079,0.23200001,0.0,125,0.14573318,-0.00070356624,46.035164,1.6086451,23.000793,1.0,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,4,0.0,2,32,-0.4320347,-0.34612083,-0.34612083,1.0243174,0.09455459,0.09455459,0.0,0.0086406935,0.4320347,0.34612083,-28.365236,26.000002,2.2535431,0.75118107,0.14400001,0.0,125,0.18524557,,,,,,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,5,0.0,2,32,-0.34612083,-0.25239155,-0.25239155,0.9971788,0.100651704,0.100651704,0.0,0.0069224164,0.34612083,0.25239155,-27.014557,26.000002,2.1938372,0.7312791,0.16000001,0.0,125,0.14224516,,,,,,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,6,0.0,2,32,-0.25239155,-0.16444027,-0.16444027,1.0315212,0.0929991,0.0929991,0.0,0.0050478308,0.25239155,0.16444027,-26.622292,26.000002,2.269392,0.756464,0.120000005,0.0,125,0.15407278,,,,,,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,7,0.0,2,32,-0.16444027,-0.06385602,-0.06385602,0.9834971,0.10387306,0.10387306,0.0,0.0032888055,0.16444027,0.06385602,-26.351122,26.000002,2.1637368,0.72124565,0.16000001,0.0,125,0.18088509,,,,,,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,8,0.0,2,32,-0.06385602,0.029775908,0.029775908,1.0226923,0.09490905,0.09490905,0.0,0.0012771204,0.06385602,0.0,-27.443668,26.000002,2.249968,0.7499894,0.15200001,0.0,125,0.16811539,,,,,,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,9,0.0,2,32,0.029775908,0.122936636,0.122936636,1.0307671,0.093160726,0.093160726,0.0,0.0,0.0,0.0,-27.12602,26.000002,2.2677329,0.755911,0.16800001,0.0,125,0.18086511,,,,,,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,10,0.0,2,32,0.122936636,0.21400401,0.21400401,1.0406371,0.09106738,0.09106738,0.0,0.0,0.0,0.0,-27.381754,26.000002,2.2894473,0.76314914,0.112,0.0,125,0.16550606,,,,,,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,11,0.0,2,32,0.21400401,0.31132346,0.31132346,1.0118003,0.09731947,0.09731947,0.0,0.0,0.0,0.0,-27.485916,26.000002,2.226005,0.7420017,0.23200001,0.0,125,0.16846368,,,,,,,,,0
enabled_full__borrow__t4m__a1p00__c0p90,extension_full,borrow,long4m,1.0,0.9,52,12,1.0,3,48,0.31132346,-0.49056974,-0.49056974,1.008301,0.09810677,0.09810677,0.0,0.0,0.0,0.49056974,-27.123112,26.000002,2.2183065,0.73943555,0.17600001,0.0,125,0.15144199,-0.00047281286,52.323303,1.6075149,26.145103,1.0,,,,0
