seed,late_g_eff_mean,late_g_raw_mean,late_alpha_g_eff_mean,late_debt_charge_mean,late_margin_mean,late_break_even_alpha_est,late_debt_floor_frac,late_negative_energy_frac,late_debt_level_mean,late_update_u_mean,late_cut_active_frac,late_window_updates
30,0.030610177157051284,0.09644136066346154,0.002479424349721154,0.011999999999999999,-0.009520575650278845,0.3920264799001893,1.0,1.0,0.6,0.0,0.2916666666666667,312
31,0.029283069442307692,0.09629339496153846,0.002371928624826923,0.011999999999999999,-0.009628071375173075,0.4097931066837754,1.0,1.0,0.6,0.0,0.27884615384615385,312
32,0.08319130078846154,0.10539193716346154,0.0067384953638653855,0.011999999999999999,-0.005261504636134613,0.14424585126410686,1.0,1.0,0.6,0.0,0.7692307692307693,312
33,0.09448919577243589,0.10720803936538463,0.0076536248575673075,0.011999999999999999,-0.004346375142432691,0.12699864679661718,1.0,1.0,0.6,0.0,0.8685897435897436,312
34,0.06435740155128206,0.10216070474679487,0.0052129495256538465,0.011999999999999999,-0.006787050474346152,0.1864587399545336,1.0,1.0,0.6,0.0,0.6025641025641025,312
35,0.07927448830128206,0.10424310079487181,0.006421233552403847,0.011999999999999999,-0.005578766447596152,0.1513727840713912,1.0,1.0,0.6,0.0,0.7371794871794872,312
36,0.027428173467948718,0.09554043376923078,0.0022216820509038462,0.011999999999999999,-0.009778317949096152,0.43750634777130304,1.0,1.0,0.6,0.0,0.26282051282051283,312
37,0.06994054342628205,0.10255478311858975,0.005665184017528846,0.011999999999999999,-0.006334815982471153,0.17157430314575844,1.0,1.0,0.6,0.0,0.6538461538461539,312
38,0.022042926772435897,0.09452055481089744,0.0017854770685673078,0.011999999999999999,-0.010214522931432692,0.5443923179478001,1.0,1.0,0.6,0.0,0.21153846153846154,312
39,0.04804760118910256,0.09913937272115386,0.0038918556963173077,0.011999999999999999,-0.008108144303682691,0.24975232275949,1.0,1.0,0.6,0.0,0.4551282051282051,312
40,0.03433064306730769,0.09704184150641025,0.0027807820884519227,0.011999999999999999,-0.009219217911548075,0.3495419522574377,1.0,1.0,0.6,0.0,0.3269230769230769,312
41,0.039605367657051284,0.09807996821474359,0.003208034780221154,0.011999999999999999,-0.008791965219778845,0.3029892337803746,1.0,1.0,0.6,0.0,0.375,312
42,0.07253272814102564,0.1034719885224359,0.005875150979423077,0.011999999999999999,-0.006124849020576921,0.16544255686437653,1.0,1.0,0.6,0.0,0.6762820512820513,312
43,0.02380425959294872,0.09454139725,0.0019281450270288462,0.011999999999999999,-0.010071854972971153,0.5041114575794086,1.0,1.0,0.6,0.0,0.22756410256410256,312
44,0.0799169901025641,0.10543825072435897,0.006473276198307692,0.011999999999999999,-0.005526723801692306,0.150155805224889,1.0,1.0,0.6,0.0,0.7339743589743589,312
45,0.08192564486217949,0.10528568078205129,0.006635977233836538,0.011999999999999999,-0.00536402276616346,0.1464742818953352,1.0,1.0,0.6,0.0,0.7564102564102564,312
46,0.05614397136217949,0.10081259660897436,0.0045476616803365386,0.011999999999999999,-0.00745233831966346,0.21373621617518157,1.0,1.0,0.6,0.0,0.5288461538461539,312
47,0.041391156403846156,0.09781300716025641,0.003352683668711539,0.011999999999999999,-0.00864731633128846,0.28991700263017856,1.0,1.0,0.6,0.0,0.3942307692307692,312
48,0.027170821679487183,0.09548044042948718,0.002200836556038462,0.011999999999999999,-0.009799163443961537,0.44165024310102075,1.0,1.0,0.6,0.0,0.25961538461538464,312
49,0.08396658795833334,0.10574433573076925,0.006801293624625001,0.011999999999999999,-0.0051987063753749976,0.14291398866838256,1.0,1.0,0.6,0.0,0.7724358974358975,312
50,0.07667394092307693,0.1046989480673077,0.006210589214769232,0.011999999999999999,-0.005789410785230767,0.15650688950550995,1.0,1.0,0.6,0.0,0.7083333333333334,312
51,0.026372059983974357,0.0947321815,0.002136136858701923,0.011999999999999999,-0.009863863141298076,0.45502702508989057,1.0,1.0,0.6,0.0,0.2532051282051282,312
52,0.03804647828525641,0.09689964567948718,0.0030817647411057695,0.011999999999999999,-0.008918235258894229,0.3154036993918089,1.0,1.0,0.6,0.0,0.36217948717948717,312
53,0.09391742519230768,0.10790492737820512,0.0076073114405769224,0.011999999999999999,-0.004392688559423076,0.12777181631021609,1.0,1.0,0.6,0.0,0.8557692307692307,312
54,0.030431491118589744,0.09582873121153845,0.0024649507806057693,0.011999999999999999,-0.009535049219394229,0.3943283604880451,1.0,1.0,0.6,0.0,0.2916666666666667,312
55,0.07245566797115384,0.10361884562500001,0.005868909105663461,0.011999999999999999,-0.006131090894336538,0.1656185131683205,1.0,1.0,0.6,0.0,0.6730769230769231,312
56,0.06068435769230769,0.1015040028974359,0.004915432973076923,0.011999999999999999,-0.007084567026923076,0.197744533456949,1.0,1.0,0.6,0.0,0.5705128205128205,312
57,0.0609223645224359,0.10147897659615385,0.004934711526317308,0.011999999999999999,-0.007065288473682691,0.19697200025092187,1.0,1.0,0.6,0.0,0.5737179487179487,312
58,0.07124329876282051,0.10354745891987181,0.005770707199788462,0.011999999999999999,-0.006229292800211537,0.16843689453445684,1.0,1.0,0.6,0.0,0.6634615384615384,312
59,0.06202985871153846,0.10158746323076923,0.005024418555634616,0.011999999999999999,-0.006975581444365383,0.19345522058665957,1.0,1.0,0.6,0.0,0.5833333333333334,312
60,0.010589306118589744,0.09151608915064102,0.0008577337956057693,0.011999999999999999,-0.011142266204394229,1.1332187270451795,1.0,1.0,0.6,0.0,0.10256410256410256,312
61,0.03538819059294872,0.09665703340384615,0.002866443438028846,0.011999999999999999,-0.009133556561971153,0.3390961730151601,1.0,1.0,0.6,0.0,0.33974358974358976,312
