seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha,family
30,313,0.0670926517571885,1,21.0,4,1,0,-0.27207523844408943,-0.34011272,0.0,0.0,0.17529437150159743,0.17457952,-23.216706795527156,-22.751724,63.49201277955272,74.0,0.24,borrow
31,313,0.07028753993610223,1,22.0,4,1,0,-0.2692127778551757,0.00021781301,0.0,0.0,0.18646726674121405,0.18479759,-22.728881539936104,-23.115948,66.05111821086263,77.0,0.24,borrow
32,313,0.07028753993610223,1,22.0,4,1,0,-0.27520240146,-0.08839142,0.0,0.0,0.1831930462939297,0.18072681,-22.817757760383387,-22.57013,66.17571884984025,77.0,0.24,borrow
33,313,0.07028753993610223,1,22.0,4,1,0,-0.2726185950498402,-0.38003892,0.0,0.0,0.17978718798722046,0.18368946,-22.915384769968053,-22.241655,68.9520766773163,80.0,0.24,borrow
34,313,0.07667731629392971,1,24.0,4,1,0,-0.2685142658863258,-0.2702518,0.0,0.0,0.19456037143769966,0.22790945,-22.48606601597444,-21.164131,67.84025559105432,80.0,0.24,borrow
35,313,0.06070287539936102,1,19.0,4,1,0,-0.2739145581690096,0.011782864,0.0,0.0,0.16458258811501597,0.16623582,-23.494167364217255,-23.670399,65.41533546325878,75.0,0.24,borrow
36,313,0.06389776357827476,1,20.0,4,1,0,-0.27625476903674123,-0.05991023,0.0,0.0,0.1713213342172524,0.17806989,-23.363385817891373,-23.046429,58.98402555910543,69.0,0.24,borrow
37,313,0.07028753993610223,1,22.0,4,1,0,-0.2724262927073482,-0.087805554,0.0,0.0,0.1836236438338658,0.17173307,-22.812876763578277,-23.07389,69.14696485623003,80.0,0.24,borrow
38,313,0.0670926517571885,1,21.0,4,1,0,-0.27132343089776356,-0.1682862,0.0,0.0,0.17498326361022362,0.17014661,-23.43442068370607,-23.72725,52.77316293929712,63.0,0.24,borrow
39,313,0.07348242811501597,1,23.0,4,1,0,-0.26935623589488816,-0.38327536,0.0,0.0,0.18426644766773162,0.16958964,-22.73601965175719,-22.365057,65.65175718849841,77.0,0.24,borrow
40,313,0.0670926517571885,1,21.0,4,1,0,-0.2693334443348243,-0.022817446,0.0,0.0,0.17527741862619808,0.17377122,-23.195334731629394,-23.527266,64.75718849840256,75.0,0.24,borrow
