run_dir,alpha,c_upd,roles,notes,seed,eval_return_end_mean,I_R_short,learned_0p5,eval_dbar_post,eval_occupied_post_mean,eval_CSR_mean,mean_update_fraction,final_VarTD,wall_seconds
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed30,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,30,-23.230383,0.814886636022302,1,0.499215,0.41,0.0,0.072,0.156269,18.1
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed31,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,31,-24.024643,0.6541302190530335,1,0.483382,0.42,0.0,0.072,0.177541,20.4
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed32,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,32,-23.724422,0.7148942664165301,1,0.496734,0.38,0.0,0.072,0.138346,18.15
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed33,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,33,-23.61458,0.7371260373136398,1,0.499343,0.36,0.01,0.072,0.138085,20.25
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed34,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,34,-24.473688,0.5632445326808572,1,0.533876,0.33,0.0,0.072,0.155803,20.1
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed35,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,35,-24.13348,0.6321018578694364,1,0.529668,0.36,0.0,0.072,0.14357,18.59
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed36,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,36,-24.254642,0.607578944726598,1,0.493773,0.48,0.01,0.072,0.174441,20.53
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed37,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,37,-24.577011,0.5423321925522901,1,0.504139,0.32,0.0,0.072,0.168391,18.61
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed38,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,38,-23.577211,0.744689437894967,1,0.473264,0.52,0.01,0.072,0.144355,24.35
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed39,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,39,-23.896156,0.6801356955306735,1,0.52615,0.35,0.0,0.072,0.13554,17.74
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed40,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,40,-24.155107,0.6277246022732906,1,0.548547,0.34,0.0,0.072,0.146536,20.66
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed41,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,41,-24.115892,0.6356616290547604,1,0.498052,0.32,0.0,0.072,0.172976,17.53
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed42,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,42,-22.935356,0.8745994296027322,1,0.50189,0.43,0.0,0.072,0.171127,20.87
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed43,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,43,-24.220284,0.6145329257582883,1,0.508757,0.44,0.01,0.072,0.184761,17.84
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed44,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,44,-24.724226,0.5125362114829536,1,0.503841,0.34,0.0,0.072,0.181517,20.79
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed45,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,45,-23.599403,0.74019782758426,1,0.538676,0.31,0.0,0.072,0.146729,17.65
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed46,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,46,-25.179399,0.42041023185266574,0,0.522598,0.29,0.0,0.072,0.133613,21.34
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed47,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,47,-23.473396,0.7657013577041782,1,0.534536,0.4,0.0,0.072,0.154882,20.69
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed48,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,48,-24.88106,0.4807933666979233,0,0.575005,0.21,0.0,0.072,0.164719,17.56
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed49,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,49,-23.699579,0.7199224330959142,1,0.48879,0.33,0.01,0.072,0.154948,21.02
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed50,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,50,-23.484936,0.7633656879589746,1,0.488983,0.4,0.0,0.072,0.152483,17.99
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed51,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,51,-24.52771,0.5523106027869764,1,0.604514,0.2,0.0,0.072,0.160706,20.54
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed52,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,52,-22.876255,0.886561337541317,1,0.501142,0.36,0.0,0.072,0.167184,17.6
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed53,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,53,-24.192705,0.6201148526129647,1,0.501115,0.36,0.0,0.072,0.155722,20.69
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed54,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,54,-23.715162,0.71676846934899,1,0.508584,0.47,0.0,0.072,0.165359,17.87
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed55,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,55,-23.951023,0.669030739559263,1,0.491768,0.33,0.0,0.072,0.17494,20.68
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed56,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,56,-23.291889,0.8024379615553616,1,0.483795,0.44,0.0,0.072,0.180485,17.99
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed57,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,57,-23.709625,0.7178891455516929,1,0.510581,0.42,0.01,0.072,0.137555,20.62
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed58,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,58,-23.723019,0.7151782304245474,1,0.544892,0.31,0.0,0.072,0.18225,20.66
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed59,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,59,-24.239187,0.6107070015647367,1,0.508077,0.41,0.0,0.072,0.194796,17.79
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed60,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,60,-22.940517,0.8735548549445867,1,0.486397,0.41,0.0,0.072,0.159137,20.82
runs/stageB_completion_bridge_32seed/a0p0_c0p1_seed61,0.0,0.1,enabled_anchor,highest 8-seed P=1 point,61,-23.468754,0.7666408879431068,1,0.505043,0.38,0.0,0.072,0.138823,17.67
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed30,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,30,-24.588858,0.5399343867055463,1,0.653583,0.23,0.0,0.016,0.155645,17.76
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed31,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,31,-26.557138,0.14155899276367429,0,0.651541,0.21,0.0,0.016,0.162936,20.72
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed32,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,32,-24.095812,0.6397257753705046,1,0.518651,0.39,0.01,0.016,0.138574,17.75
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed33,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,33,-24.705679,0.5162900820864453,1,0.542162,0.4,0.01,0.016,0.139999,20.95
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed34,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,34,-25.282099,0.3996239855067039,0,0.608611,0.22,0.0,0.016,0.162229,20.14
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed35,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,35,-24.715258,0.5143513142797467,1,0.61005,0.29,0.0,0.016,0.130256,18.13
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed36,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,36,-24.668081,0.5238998317467711,1,0.616646,0.21,0.01,0.016,0.1668,20.2
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed37,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,37,-25.320045,0.39194380143811663,0,0.582328,0.43,0.0,0.016,0.185653,18.05
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed38,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,38,-22.378159,0.9873748347169581,1,0.548282,0.23,0.0,0.016,0.154376,20.78
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed39,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,39,-23.465044,0.7673917835024403,1,0.591809,0.26,0.0,0.016,0.131383,17.79
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed40,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,40,-24.978107,0.4611512746907511,0,0.62918,0.24,0.0,0.016,0.144638,20.97
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed41,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,41,-25.256865,0.40473128969651845,0,0.60472,0.28,0.0,0.016,0.173317,17.51
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed42,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,42,-23.045673,0.8522715197863004,1,0.519709,0.41,0.0,0.016,0.174479,20.57
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed43,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,43,-29.570478,-0.4683341675492902,0,0.910474,0.08,0.0,0.016,0.18912,17.69
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed44,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,44,-24.013252,0.6564357315372287,1,0.544538,0.29,0.0,0.016,0.167821,21.05
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed45,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,45,-25.580751,0.3391775001735561,0,0.644933,0.27,0.0,0.016,0.15124,20.93
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed46,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,46,-25.457014,0.36422158745797945,0,0.652661,0.24,0.0,0.016,0.142693,17.78
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed47,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,47,-23.454792,0.7694667649779882,1,0.51426,0.41,0.02,0.016,0.171213,20.87
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed48,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,48,-28.84621,-0.32174397214035827,0,0.904822,0.1,0.0,0.016,0.169208,18.39
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed49,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,49,-23.587772,0.7425519155224279,1,0.533933,0.41,0.0,0.016,0.16428,20.06
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed50,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,50,-23.762764,0.7071339328488876,1,0.549601,0.38,0.0,0.016,0.158725,17.74
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed51,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,51,-23.91939,0.675433186790634,1,0.559552,0.32,0.0,0.016,0.172734,20.91
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed52,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,52,-26.963964,0.059218335938529,0,0.753622,0.16,0.0,0.016,0.164271,17.59
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed53,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,53,-25.176088,0.4210803707197688,0,0.627855,0.36,0.0,0.016,0.120984,20.36
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed54,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,54,-23.737509,0.7122454873909255,1,0.576193,0.25,0.0,0.016,0.139268,20.54
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed55,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,55,-25.104111,0.4356483517640075,0,0.586793,0.33,0.0,0.016,0.190273,18.19
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed56,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,56,-24.305223,0.5973414654040554,1,0.572279,0.29,0.0,0.016,0.171181,20.69
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed57,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,57,-23.510986,0.7580932272256518,1,0.57181,0.34,0.0,0.016,0.142806,17.94
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed58,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,58,-24.727983,0.5117758032305514,1,0.54379,0.29,0.0,0.016,0.164874,20.26
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed59,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,59,-23.509058,0.758483450039235,1,0.567635,0.27,0.0,0.016,0.204606,17.82
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed60,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,60,-31.791113,-0.9177856393551858,0,1.071822,0.07,0.0,0.016,0.182012,20.88
runs/stageB_completion_bridge_32seed/a0p0_c0p5_seed61,0.0,0.5,boundary_proxy,closest current point above the 0.5 crossing,61,-23.576731,0.7447865888029129,1,0.552137,0.41,0.0,0.016,0.132696,17.61
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed30,0.0,0.6,below_proxy,first current in-domain point below 0.5,30,-25.200226,0.41619489443643043,0,0.67245,0.18,0.0,0.008,0.156011,20.35
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed31,0.0,0.6,below_proxy,first current in-domain point below 0.5,31,-28.074459,-0.1655433255605866,0,0.778742,0.17,0.0,0.008,0.161808,17.92
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed32,0.0,0.6,below_proxy,first current in-domain point below 0.5,32,-23.693556,0.7211414745929123,1,0.522487,0.38,0.0,0.008,0.147214,20.07
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed33,0.0,0.6,below_proxy,first current in-domain point below 0.5,33,-25.313137,0.3933419649216404,0,0.67821,0.22,0.0,0.008,0.142615,18.04
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed34,0.0,0.6,below_proxy,first current in-domain point below 0.5,34,-25.095242,0.43744341718603624,0,0.635235,0.26,0.0,0.008,0.164659,20.46
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed35,0.0,0.6,below_proxy,first current in-domain point below 0.5,35,-25.02706,0.45124329886432635,0,0.63455,0.29,0.0,0.008,0.132357,20.23
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed36,0.0,0.6,below_proxy,first current in-domain point below 0.5,36,-29.639109,-0.48222492580605475,0,0.943182,0.12,0.0,0.008,0.164659,17.99
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed37,0.0,0.6,below_proxy,first current in-domain point below 0.5,37,-25.096781,0.4371319270874339,0,0.593634,0.34,0.0,0.008,0.189363,20.25
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed38,0.0,0.6,below_proxy,first current in-domain point below 0.5,38,-24.877289,0.4815566085184747,0,0.68459,0.19,0.0,0.008,0.153215,20.67
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed39,0.0,0.6,below_proxy,first current in-domain point below 0.5,39,-25.976641,0.2590502648677824,0,0.706573,0.25,0.0,0.008,0.139999,20.32
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed40,0.0,0.6,below_proxy,first current in-domain point below 0.5,40,-26.17737,0.21842317194880864,0,0.702827,0.2,0.0,0.008,0.146859,18.21
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed41,0.0,0.6,below_proxy,first current in-domain point below 0.5,41,-26.574673,0.1380099486577688,0,0.66982,0.24,0.0,0.008,0.179648,20.68
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed42,0.0,0.6,below_proxy,first current in-domain point below 0.5,42,-24.19523,0.6196037983576237,1,0.653425,0.26,0.0,0.008,0.184971,17.75
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed43,0.0,0.6,below_proxy,first current in-domain point below 0.5,43,-29.750072,-0.5046835845527632,0,0.93333,0.04,0.0,0.008,0.192953,20.47
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed44,0.0,0.6,below_proxy,first current in-domain point below 0.5,44,-24.145353,0.629698789681845,1,0.554091,0.26,0.0,0.008,0.171108,17.8
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed45,0.0,0.6,below_proxy,first current in-domain point below 0.5,45,-26.317577,0.19004559413548527,0,0.691945,0.16,0.0,0.008,0.156318,17.92
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed46,0.0,0.6,below_proxy,first current in-domain point below 0.5,46,-28.051998,-0.160997270261885,0,0.801128,0.25,0.0,0.008,0.146235,22.08
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed47,0.0,0.6,below_proxy,first current in-domain point below 0.5,47,-24.031342,0.6527743566940116,1,0.542726,0.27,0.0,0.008,0.181489,17.77
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed48,0.0,0.6,below_proxy,first current in-domain point below 0.5,48,-31.453136,-0.8493798634908313,0,1.044795,0.15,0.0,0.008,0.177645,20.51
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed49,0.0,0.6,below_proxy,first current in-domain point below 0.5,49,-24.142195,0.63033796169704,1,0.628998,0.23,0.0,0.008,0.174478,20.57
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed50,0.0,0.6,below_proxy,first current in-domain point below 0.5,50,-24.887733,0.4794427666797481,0,0.568347,0.37,0.0,0.008,0.162768,18.01
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed51,0.0,0.6,below_proxy,first current in-domain point below 0.5,51,-25.716953,0.31161052524840765,0,0.659322,0.19,0.01,0.008,0.184429,20.77
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed52,0.0,0.6,below_proxy,first current in-domain point below 0.5,52,-25.97551,0.2592791766946305,0,0.739611,0.15,0.0,0.008,0.167406,18.07
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed53,0.0,0.6,below_proxy,first current in-domain point below 0.5,53,-24.036224,0.6517862510011097,1,0.548215,0.31,0.01,0.008,0.122501,20.62
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed54,0.0,0.6,below_proxy,first current in-domain point below 0.5,54,-24.373903,0.5834407896587719,1,0.613781,0.3,0.02,0.008,0.144684,17.94
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed55,0.0,0.6,below_proxy,first current in-domain point below 0.5,55,-25.549818,0.34543826899750607,0,0.589931,0.27,0.0,0.008,0.199056,20.66
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed56,0.0,0.6,below_proxy,first current in-domain point below 0.5,56,-23.205069,0.8200101320301076,1,0.573247,0.28,0.0,0.008,0.17549,17.88
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed57,0.0,0.6,below_proxy,first current in-domain point below 0.5,57,-24.288401,0.6007461999321158,1,0.610295,0.34,0.0,0.008,0.141354,20.21
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed58,0.0,0.6,below_proxy,first current in-domain point below 0.5,58,-23.813358,0.6968938223559216,1,0.517587,0.42,0.02,0.008,0.169078,20.64
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed59,0.0,0.6,below_proxy,first current in-domain point below 0.5,59,-24.065752,0.6458098509806272,1,0.613349,0.24,0.0,0.008,0.208845,17.88
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed60,0.0,0.6,below_proxy,first current in-domain point below 0.5,60,-35.292194,-1.6263964684025796,0,1.181441,0.03,0.0,0.008,0.18516,20.6
runs/stageB_completion_bridge_32seed/a0p0_c0p6_seed61,0.0,0.6,below_proxy,first current in-domain point below 0.5,61,-24.407141,0.5767134940789559,1,0.613476,0.29,0.0,0.008,0.143126,17.75
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed30,0.0,1.0,edge_max,top of physical c_upd domain,30,-25.200226,0.41619489443643043,0,0.67245,0.18,0.0,0.008,0.156011,17.79
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed31,0.0,1.0,edge_max,top of physical c_upd domain,31,-28.074459,-0.1655433255605866,0,0.778742,0.17,0.0,0.008,0.161808,20.35
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed32,0.0,1.0,edge_max,top of physical c_upd domain,32,-23.693556,0.7211414745929123,1,0.522487,0.38,0.0,0.008,0.147215,20.55
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed33,0.0,1.0,edge_max,top of physical c_upd domain,33,-25.313137,0.3933419649216404,0,0.67821,0.22,0.0,0.008,0.142615,17.49
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed34,0.0,1.0,edge_max,top of physical c_upd domain,34,-25.095242,0.43744341718603624,0,0.635235,0.26,0.0,0.008,0.164659,20.79
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed35,0.0,1.0,edge_max,top of physical c_upd domain,35,-25.02706,0.45124329886432635,0,0.63455,0.29,0.0,0.008,0.132357,17.57
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed36,0.0,1.0,edge_max,top of physical c_upd domain,36,-29.639109,-0.48222492580605475,0,0.943182,0.12,0.0,0.008,0.164659,20.64
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed37,0.0,1.0,edge_max,top of physical c_upd domain,37,-25.096781,0.4371319270874339,0,0.593634,0.34,0.0,0.008,0.189363,17.75
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed38,0.0,1.0,edge_max,top of physical c_upd domain,38,-24.877289,0.4815566085184747,0,0.68459,0.19,0.0,0.008,0.153215,20.77
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed39,0.0,1.0,edge_max,top of physical c_upd domain,39,-25.976641,0.2590502648677824,0,0.706573,0.25,0.0,0.008,0.139999,17.73
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed40,0.0,1.0,edge_max,top of physical c_upd domain,40,-26.17737,0.21842317194880864,0,0.702827,0.2,0.0,0.008,0.146859,20.56
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed41,0.0,1.0,edge_max,top of physical c_upd domain,41,-26.574673,0.1380099486577688,0,0.66982,0.24,0.0,0.008,0.179648,17.76
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed42,0.0,1.0,edge_max,top of physical c_upd domain,42,-24.19523,0.6196037983576237,1,0.653425,0.26,0.0,0.008,0.184971,21.02
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed43,0.0,1.0,edge_max,top of physical c_upd domain,43,-29.750072,-0.5046835845527632,0,0.93333,0.04,0.0,0.008,0.192953,17.65
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed44,0.0,1.0,edge_max,top of physical c_upd domain,44,-24.145353,0.629698789681845,1,0.554091,0.26,0.0,0.008,0.171108,20.79
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed45,0.0,1.0,edge_max,top of physical c_upd domain,45,-26.317577,0.19004559413548527,0,0.691945,0.16,0.0,0.008,0.156318,20.36
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed46,0.0,1.0,edge_max,top of physical c_upd domain,46,-28.051998,-0.160997270261885,0,0.801128,0.25,0.0,0.008,0.146235,17.87
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed47,0.0,1.0,edge_max,top of physical c_upd domain,47,-24.031342,0.6527743566940116,1,0.542726,0.27,0.0,0.008,0.181489,20.26
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed48,0.0,1.0,edge_max,top of physical c_upd domain,48,-31.453136,-0.8493798634908313,0,1.044795,0.15,0.0,0.008,0.177645,17.94
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed49,0.0,1.0,edge_max,top of physical c_upd domain,49,-24.142195,0.63033796169704,1,0.628998,0.23,0.0,0.008,0.174478,20.74
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed50,0.0,1.0,edge_max,top of physical c_upd domain,50,-24.887733,0.4794427666797481,0,0.568347,0.37,0.0,0.008,0.162768,17.64
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed51,0.0,1.0,edge_max,top of physical c_upd domain,51,-25.716953,0.31161052524840765,0,0.659322,0.19,0.01,0.008,0.184429,20.93
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed52,0.0,1.0,edge_max,top of physical c_upd domain,52,-25.97551,0.2592791766946305,0,0.739611,0.15,0.0,0.008,0.167406,17.8
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed53,0.0,1.0,edge_max,top of physical c_upd domain,53,-24.036224,0.6517862510011097,1,0.548215,0.31,0.01,0.008,0.122501,18.04
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed54,0.0,1.0,edge_max,top of physical c_upd domain,54,-24.373903,0.5834407896587719,1,0.613781,0.3,0.02,0.008,0.144684,22.44
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed55,0.0,1.0,edge_max,top of physical c_upd domain,55,-25.549818,0.34543826899750607,0,0.589931,0.27,0.0,0.008,0.199056,20.17
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed56,0.0,1.0,edge_max,top of physical c_upd domain,56,-23.205069,0.8200101320301076,1,0.573247,0.28,0.0,0.008,0.17549,17.89
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed57,0.0,1.0,edge_max,top of physical c_upd domain,57,-24.288401,0.6007461999321158,1,0.610295,0.34,0.0,0.008,0.141354,20.97
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed58,0.0,1.0,edge_max,top of physical c_upd domain,58,-23.813358,0.6968938223559216,1,0.517587,0.42,0.02,0.008,0.169078,17.7
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed59,0.0,1.0,edge_max,top of physical c_upd domain,59,-24.065752,0.6458098509806272,1,0.613349,0.24,0.0,0.008,0.208845,21.1
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed60,0.0,1.0,edge_max,top of physical c_upd domain,60,-35.292194,-1.6263964684025796,0,1.181441,0.03,0.0,0.008,0.18516,17.65
runs/stageB_completion_bridge_32seed/a0p0_c1p0_seed61,0.0,1.0,edge_max,top of physical c_upd domain,61,-24.407141,0.5767134940789559,1,0.613476,0.29,0.0,0.008,0.143126,21.01
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed30,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,30,-31.533842,-0.8657145742756142,0,1.090769,0.18,0.0,0.0,0.160021,17.83
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed31,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,31,-40.789528,-2.739044362950126,0,1.674736,0.06,0.0,0.0,0.167437,20.79
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed32,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,32,-54.874275,-5.589765111368338,0,2.593673,0.01,0.0,0.0,0.157527,20.62
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed33,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,33,-45.084736,-3.6083846900693777,0,1.913378,0.02,0.0,0.0,0.149455,17.66
