run_dir,alpha,c_upd,roles,notes,seed,eval_return_end_mean,I_R_short,learned_0p5,eval_dbar_post,eval_occupied_post_mean,eval_CSR_mean,mean_update_fraction,final_VarTD,wall_seconds
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed41,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,41,-24.10951,0.6369533313349931,1,0.476379,0.41,0.01,0.088,0.18713,21.26
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed42,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,42,-22.350288,0.9930158617073022,1,0.474052,0.43,0.01,0.088,0.178728,17.6
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed43,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,43,-23.274189,0.8060204012858734,1,0.556613,0.35,0.0,0.08,0.202291,21.22
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed44,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,44,-24.370932,0.5840421132994129,1,0.508667,0.29,0.0,0.088,0.2009,17.35
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed45,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,45,-23.698095,0.7202227913196477,1,0.486256,0.41,0.01,0.088,0.173584,21.25
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed46,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,46,-24.523233,0.553216737401298,1,0.513191,0.41,0.0,0.088,0.146528,17.53
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed47,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,47,-23.590393,0.7420214310854978,1,0.499922,0.37,0.01,0.088,0.166474,21.3
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed48,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,48,-23.709629,0.7178883359607933,1,0.495937,0.38,0.0,0.088,0.186892,17.63
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed49,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,49,-23.223841,0.816210721938517,1,0.472592,0.32,0.0,0.08,0.17057,21.04
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed50,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,50,-23.977505,0.6636708430087879,1,0.506058,0.43,0.0,0.096,0.198532,17.47
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed51,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,51,-23.414448,0.7776322987908558,1,0.488789,0.38,0.0,0.088,0.181965,21.12
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed52,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,52,-23.709469,0.7179207195967755,1,0.481938,0.43,0.0,0.088,0.188892,17.58
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed53,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,53,-24.105421,0.6377809356320588,1,0.531976,0.32,0.0,0.088,0.163333,21.39
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed54,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,54,-24.09853,0.6391756583542596,1,0.498219,0.35,0.0,0.088,0.174592,21.12
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed55,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,55,-23.82238,0.6950677900819855,1,0.493072,0.31,0.0,0.088,0.203135,17.61
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed56,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,56,-23.255762,0.809749984162378,1,0.47659,0.42,0.01,0.088,0.186979,21.26
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed57,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,57,-23.823111,0.6949198373450923,1,0.490067,0.45,0.0,0.088,0.175058,17.48
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed58,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,58,-24.072933,0.6443564329182091,1,0.515595,0.35,0.0,0.096,0.211624,21.25
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed59,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,59,-23.822357,0.6950724452296577,1,0.513764,0.31,0.0,0.088,0.207685,17.46
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed60,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,60,-23.128395,0.8355287751881438,1,0.560673,0.27,0.0,0.08,0.180803,21.31
runs/stageB_completion_bridge_32seed/a0p8_c1p0_seed61,0.8,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,61,-23.583374,0.7434420607164842,1,0.502198,0.48,0.01,0.08,0.149783,17.66
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed30,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,30,-31.533842,-0.8657145742756142,0,1.090769,0.18,0.0,0.0,0.160021,21.15
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed31,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,31,-40.789528,-2.739044362950126,0,1.674736,0.06,0.0,0.0,0.167437,18.01
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed32,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,32,-54.874275,-5.589765111368338,0,2.593673,0.01,0.0,0.0,0.157527,21.09
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed33,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,33,-45.084736,-3.6083846900693777,0,1.913378,0.02,0.0,0.0,0.149455,21.17
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed34,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,34,-46.062859,-3.8063545599296655,0,1.997356,0.04,0.0,0.0,0.169821,17.57
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed35,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,35,-39.52478,-2.4830622451939157,0,1.573191,0.01,0.0,0.0,0.134089,21.12
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed36,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,36,-48.696552,-4.339408031182205,0,2.191283,0.06,0.0,0.0,0.167604,17.66
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed37,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,37,-37.935829,-2.1614621778359524,0,1.482905,0.05,0.0,0.0,0.199721,21.26
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed38,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,38,-48.859032,-4.3722936135219514,0,2.236364,0.02,0.0,0.0,0.155888,17.54
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed39,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,39,-41.403404,-2.8632914687132605,0,1.83769,0.05,0.0,0.0,0.144562,21.17
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed40,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,40,-47.791695,-4.1562670330335365,0,2.034608,0.01,0.0,0.0,0.15311,17.5
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed41,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,41,-52.002693,-5.008563447739999,0,2.090013,0.09,0.0,0.0,0.177212,21.22
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed42,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,42,-32.929668,-1.1482265810146488,0,1.301915,0.12,0.0,0.0,0.188973,17.72
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed43,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,43,-45.941101,-3.781711017742795,0,1.901342,0.06,0.0,0.0,0.196734,21.35
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed44,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,44,-24.116262,0.635586741896552,1,0.587377,0.27,0.01,0.0,0.176125,21.33
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed45,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,45,-55.764484,-5.769941387642854,0,2.620531,0.05,0.0,0.0,0.159497,17.74
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed46,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,46,-48.82795,-4.3660026874369935,0,2.170199,0.03,0.0,0.0,0.149333,21.2
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed47,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,47,-48.206333,-4.240188820885505,0,2.149366,0.04,0.0,0.0,0.189548,17.38
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed48,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,48,-33.90836,-1.3463116151803973,0,1.181868,0.1,0.0,0.0,0.187309,21.49
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed49,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,49,-31.333796,-0.8252257190027384,0,0.944922,0.15,0.0,0.0,0.183311,17.67
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed50,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,50,-45.43737,-3.6797570093874112,0,2.003045,0.06,0.0,0.0,0.171124,21.08
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed51,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,51,-58.260506,-6.275130561712385,0,2.756351,0.04,0.0,0.0,0.192866,17.53
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed52,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,52,-32.18895,-0.9983069430313153,0,1.018505,0.11,0.0,0.0,0.169527,21.14
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed53,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,53,-42.496536,-3.0845388985151514,0,1.63671,0.09,0.0,0.0,0.131115,17.58
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed54,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,54,-40.854145,-2.7521226967391925,0,1.738216,0.07,0.0,0.0,0.159803,21.08
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed55,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,55,-33.998787,-1.364613834248813,0,1.248932,0.14,0.0,0.0,0.215461,17.39
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed56,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,56,-51.697968,-4.9468878010236095,0,2.368411,0.05,0.0,0.0,0.176114,21.25
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed57,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,57,-30.175451,-0.5907793263677485,0,0.97155,0.13,0.0,0.0,0.143594,21.1
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed58,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,58,-38.305313,-2.2362448988183425,0,1.522644,0.05,0.0,0.0,0.175874,17.79
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed59,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,59,-34.526134,-1.4713476672751424,0,1.219258,0.11,0.0,0.0,0.219154,21.3
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed60,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,60,-49.602921,-4.522855054690904,0,2.066565,0.03,0.0,0.0,0.187593,17.78
runs/stageB_completion_bridge_32seed/a0p8_c1p05_seed61,0.8,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,61,-34.865734,-1.5400819346469907,0,1.297794,0.1,0.0,0.0,0.147507,20.94
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed30,0.9,0.8,boundary_proxy,closest current point to 0.5,30,-23.046831,0.8520371432208804,1,0.474705,0.43,0.0,0.144,0.407423,21.35
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed31,0.9,0.8,boundary_proxy,closest current point to 0.5,31,-24.556515,0.5464805363215871,1,0.52012,0.32,0.0,0.144,0.475648,17.89
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed32,0.9,0.8,boundary_proxy,closest current point to 0.5,32,-24.346321,0.589023323706623,1,0.500739,0.52,0.01,0.136,0.325294,20.95
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed33,0.9,0.8,boundary_proxy,closest current point to 0.5,33,-24.345873,0.5891139978873724,1,0.511084,0.29,0.0,0.144,0.363756,20.76
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed34,0.9,0.8,boundary_proxy,closest current point to 0.5,34,-24.853638,0.48634351710979284,0,0.520878,0.28,0.0,0.136,0.331144,18.15
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed35,0.9,0.8,boundary_proxy,closest current point to 0.5,35,-24.105532,0.6377584694845962,1,0.509758,0.32,0.0,0.136,0.316377,20.76
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed36,0.9,0.8,boundary_proxy,closest current point to 0.5,36,-24.249575,0.6086044939986038,1,0.504929,0.41,0.02,0.136,0.417683,18.18
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed37,0.9,0.8,boundary_proxy,closest current point to 0.5,37,-23.810085,0.6975562701094788,1,0.464579,0.47,0.0,0.136,0.330592,20.6
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed38,0.9,0.8,boundary_proxy,closest current point to 0.5,38,-22.929296,0.8758259598155509,1,0.477016,0.47,0.0,0.136,0.330574,17.84
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed39,0.9,0.8,boundary_proxy,closest current point to 0.5,39,-23.639849,0.7320116492034534,1,0.481505,0.43,0.02,0.136,0.337834,21.22
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed40,0.9,0.8,boundary_proxy,closest current point to 0.5,40,-23.971476,0.6648910988921358,1,0.48852,0.36,0.0,0.136,0.372742,17.46
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed41,0.9,0.8,boundary_proxy,closest current point to 0.5,41,-24.013979,0.6562885883912358,1,0.455959,0.52,0.01,0.144,0.461392,21.17
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed42,0.9,0.8,boundary_proxy,closest current point to 0.5,42,-23.184584,0.8241562494244314,1,0.45956,0.44,0.0,0.136,0.336908,17.71
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed43,0.9,0.8,boundary_proxy,closest current point to 0.5,43,-24.586727,0.5403656962572816,1,0.535493,0.32,0.0,0.136,0.400138,21.14
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed44,0.9,0.8,boundary_proxy,closest current point to 0.5,44,-25.102697,0.4359345421469988,0,0.515523,0.38,0.0,0.136,0.385681,21.34
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed45,0.9,0.8,boundary_proxy,closest current point to 0.5,45,-22.471977,0.9683862849634484,1,0.457158,0.45,0.0,0.144,0.36664,17.73
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed46,0.9,0.8,boundary_proxy,closest current point to 0.5,46,-24.907698,0.4754018961023663,0,0.496211,0.35,0.0,0.144,0.38298,21.16
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed47,0.9,0.8,boundary_proxy,closest current point to 0.5,47,-23.277597,0.8053306298394562,1,0.494077,0.38,0.01,0.136,0.333792,17.53
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed48,0.9,0.8,boundary_proxy,closest current point to 0.5,48,-23.820051,0.6955391743832487,1,0.495278,0.45,0.0,0.136,0.345198,21.05
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed49,0.9,0.8,boundary_proxy,closest current point to 0.5,49,-22.680588,0.9261638931769097,1,0.456593,0.42,0.0,0.136,0.331632,17.65
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed50,0.9,0.8,boundary_proxy,closest current point to 0.5,50,-24.360807,0.5860913902639001,1,0.496839,0.42,0.01,0.136,0.358626,21.48
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed51,0.9,0.8,boundary_proxy,closest current point to 0.5,51,-24.434729,0.571129745644755,1,0.522476,0.34,0.0,0.136,0.347732,17.76
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed52,0.9,0.8,boundary_proxy,closest current point to 0.5,52,-22.875689,0.8866758946536033,1,0.489688,0.29,0.0,0.136,0.329036,21.42
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed53,0.9,0.8,boundary_proxy,closest current point to 0.5,53,-24.164907,0.6257411045693919,1,0.487449,0.38,0.0,0.144,0.433196,17.6
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed54,0.9,0.8,boundary_proxy,closest current point to 0.5,54,-22.551481,0.9522948562439804,1,0.502908,0.39,0.02,0.128,0.297162,21.08
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed55,0.9,0.8,boundary_proxy,closest current point to 0.5,55,-24.081051,0.6427133681875712,1,0.5014,0.4,0.01,0.136,0.37723,21.14
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed56,0.9,0.8,boundary_proxy,closest current point to 0.5,56,-24.177197,0.6232536365305226,1,0.496822,0.41,0.01,0.136,0.363754,17.95
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed57,0.9,0.8,boundary_proxy,closest current point to 0.5,57,-23.493361,0.7616604871267963,1,0.506805,0.37,0.0,0.136,0.334192,21.29
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed58,0.9,0.8,boundary_proxy,closest current point to 0.5,58,-23.964386,0.6663260987615889,1,0.489501,0.38,0.0,0.144,0.397401,17.49
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed59,0.9,0.8,boundary_proxy,closest current point to 0.5,59,-24.400438,0.5780701660288775,1,0.496721,0.31,0.0,0.144,0.419866,21.3
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed60,0.9,0.8,boundary_proxy,closest current point to 0.5,60,-24.11533,0.635775376576147,1,0.471269,0.39,0.01,0.136,0.362787,17.56
runs/stageB_completion_bridge_32seed/a0p9_c0p8_seed61,0.9,0.8,boundary_proxy,closest current point to 0.5,61,-23.74341,0.7110511384163632,1,0.48535,0.42,0.0,0.128,0.280202,20.94
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed30,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,30,-24.09083,0.6407341208358945,1,0.5112,0.38,0.0,0.096,0.199622,20.83
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed31,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,31,-24.559467,0.5458830582377187,1,0.509375,0.31,0.0,0.104,0.207041,17.6
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed32,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,32,-23.462999,0.7678056868498354,1,0.483364,0.5,0.0,0.104,0.199875,21.42
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed33,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,33,-24.034304,0.6521748546328944,1,0.480795,0.48,0.01,0.104,0.22759,17.59
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed34,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,34,-24.762856,0.5047175873705441,1,0.511079,0.38,0.0,0.096,0.184486,20.95
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed35,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,35,-23.544931,0.7512228364543404,1,0.536064,0.41,0.0,0.104,0.170805,17.63
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed36,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,36,-23.670498,0.7258083613333723,1,0.540233,0.39,0.0,0.096,0.213169,21.01
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed37,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,37,-24.19784,0.6190755402956668,1,0.502434,0.36,0.01,0.104,0.195187,20.97
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed38,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,38,-21.692247,1.1262018629900992,1,0.504648,0.34,0.01,0.096,0.174529,17.9
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed39,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,39,-25.001556,0.4564052504398607,0,0.513887,0.33,0.0,0.104,0.215921,20.96
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed40,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,40,-24.471348,0.5637181433570944,1,0.484405,0.38,0.0,0.104,0.210228,17.27
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed41,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,41,-24.187138,0.6212416007474142,1,0.47924,0.36,0.0,0.104,0.207173,21.17
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed42,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,42,-23.276928,0.8054660339174058,1,0.553423,0.26,0.0,0.096,0.203255,17.69
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed43,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,43,-23.394819,0.781605163732676,1,0.506078,0.35,0.0,0.096,0.215736,21.08
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed44,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,44,-24.361763,0.5858978980389078,1,0.495892,0.45,0.02,0.096,0.207869,21.23
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed45,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,45,-24.147907,0.6291818658924819,1,0.500691,0.42,0.01,0.104,0.208829,17.57
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed46,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,46,-25.475977,0.360383519400935,0,0.550619,0.33,0.0,0.104,0.187923,21.24
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed47,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,47,-23.540863,0.7520461903991827,1,0.496844,0.41,0.01,0.104,0.214882,17.39
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed48,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,48,-24.4356,0.5709534572263778,1,0.490142,0.37,0.0,0.104,0.207325,21.17
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed49,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,49,-22.77944,0.9061564732763152,1,0.476218,0.45,0.01,0.096,0.195121,17.5
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed50,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,50,-24.709948,0.5154260461988998,1,0.488926,0.47,0.0,0.096,0.192222,21.41
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed51,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,51,-24.363594,0.5855273078046387,1,0.517972,0.36,0.01,0.096,0.204585,17.77
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed52,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,52,-24.024504,0.6541583523367931,1,0.577921,0.24,0.0,0.096,0.203344,21.32
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed53,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,53,-23.681681,0.7235449475759532,1,0.496874,0.5,0.01,0.104,0.190971,17.45
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed54,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,54,-24.65204,0.5271464936516943,1,0.49954,0.48,0.02,0.096,0.193189,21.51
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed55,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,55,-24.317299,0.5948973104783127,1,0.476648,0.42,0.0,0.104,0.219677,21.12
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed56,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,56,-23.399157,0.7807271624021133,1,0.495474,0.35,0.0,0.096,0.210773,17.64
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed57,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,57,-24.386049,0.5809824668922862,1,0.515037,0.38,0.0,0.104,0.206555,21.41
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed58,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,58,-23.659784,0.7279768505578187,1,0.499883,0.43,0.01,0.096,0.194507,17.46
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed59,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,59,-24.635231,0.5305485970093305,1,0.503906,0.36,0.0,0.096,0.199201,21.14
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed60,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,60,-23.882616,0.6828761607256528,1,0.515532,0.35,0.0,0.096,0.207668,17.67
runs/stageB_completion_bridge_32seed/a0p9_c1p0_seed61,0.9,1.0,enabled_anchor;edge_max,highest 8-seed P=1 point and top of physical domain,61,-24.096437,0.6395992767924491,1,0.477018,0.36,0.0,0.104,0.21213,21.46
runs/stageB_completion_bridge_32seed/a0p9_c1p05_seed30,0.9,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,30,-31.533842,-0.8657145742756142,0,1.090769,0.18,0.0,0.0,0.160021,17.48
runs/stageB_completion_bridge_32seed/a0p9_c1p05_seed31,0.9,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,31,-40.789528,-2.739044362950126,0,1.674736,0.06,0.0,0.0,0.167437,21.32
runs/stageB_completion_bridge_32seed/a0p9_c1p05_seed32,0.9,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,32,-54.874275,-5.589765111368338,0,2.593673,0.01,0.0,0.0,0.157527,17.58
runs/stageB_completion_bridge_32seed/a0p9_c1p05_seed33,0.9,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,33,-45.084736,-3.6083846900693777,0,1.913378,0.02,0.0,0.0,0.149455,21.02
runs/stageB_completion_bridge_32seed/a0p9_c1p05_seed34,0.9,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,34,-46.062859,-3.8063545599296655,0,1.997356,0.04,0.0,0.0,0.169821,21.16
runs/stageB_completion_bridge_32seed/a0p9_c1p05_seed35,0.9,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,35,-39.52478,-2.4830622451939157,0,1.573191,0.01,0.0,0.0,0.134089,17.65
runs/stageB_completion_bridge_32seed/a0p9_c1p05_seed36,0.9,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,36,-48.696552,-4.339408031182205,0,2.191283,0.06,0.0,0.0,0.167604,21.34
