seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha,family
30,313,0.019169329073482427,1,6.0,4,1,0,0.0035974847654952073,0.20076478,0.0,0.0,0.1373644057539936,0.14719923,-25.14734466134185,-24.725805,18.29073482428115,21.0,0.082,borrow
31,313,0.022364217252396165,1,7.0,4,1,0,0.0016777162233226831,0.18523203,0.0,0.0,0.15679553591054313,0.15968795,-24.397774012779553,-25.015936,17.769968051118212,21.0,0.082,borrow
32,313,0.022364217252396165,1,7.0,4,1,0,0.006496689162300317,0.13874446,0.0,0.0,0.16822525054313098,0.16487847,-23.818804159744413,-23.624699,21.511182108626198,25.0,0.082,borrow
33,313,0.022364217252396165,1,7.0,4,1,0,-0.00012265394313098942,-0.15246232,0.0,0.0,0.16153130083067094,0.17001994,-24.050823929712458,-23.269426,21.121405750798722,25.0,0.082,borrow
34,313,0.025559105431309903,1,8.0,4,1,0,-2.2602879233223572e-05,-0.18086636,0.0,0.0,0.1640430909265176,0.17123242,-24.08284931948882,-23.228376,22.009584664536742,26.0,0.082,borrow
35,313,0.022364217252396165,1,7.0,4,1,0,0.006548533106709266,-0.20740664,0.0,0.0,0.14655817463258786,0.15554895,-24.783793619808304,-24.61919,17.33226837060703,21.0,0.082,borrow
36,313,0.019169329073482427,1,6.0,4,1,0,0.0025158120190734816,-0.02996181,0.0,0.0,0.1360080258115016,0.13257264,-25.25120975399361,-25.87018,14.859424920127795,18.0,0.082,borrow
37,313,0.019169329073482427,1,6.0,4,1,0,0.010187379271948882,0.21416053,0.0,0.0,0.141192183057508,0.13860099,-24.954978063897766,-24.914856,17.150159744408946,20.0,0.082,borrow
38,313,0.019169329073482427,1,6.0,4,1,0,-0.00010569094383386477,-0.19241437,0.0,0.0,0.12103795880191692,0.13786468,-25.88411592651757,-25.552507,10.884984025559106,14.0,0.082,borrow
39,313,0.01597444089456869,1,5.0,4,1,0,0.013675311048658148,0.28818154,0.0,0.0,0.13047215232587858,0.13158153,-25.346705830670928,-24.821693,14.559105431309904,17.0,0.082,borrow
40,313,0.022364217252396165,1,7.0,4,1,0,7.295167182108688e-05,0.16392729,0.0,0.0,0.15621601578274763,0.16472445,-24.407654539936104,-24.61231,18.817891373801917,22.0,0.082,borrow
41,313,0.022364217252396165,1,7.0,4,1,0,0.005938457169968051,-0.27113298,0.0,0.0,0.14145275063258786,0.14307827,-25.031378808306712,-25.119938,16.34185303514377,20.0,0.082,borrow
