alpha,seed,runtime_sec,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,final_energy_E_post,final_update_counter,final_funding_g,final_funding_g_raw,final_funding_alpha_eff,final_depr_F_post,final_episode_return_end_mean,final_vartd_VarTD
0.031,30,19.249039150075987,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.737369537353516,26.0,0.0,0.5893617868423462,0.26999998092651367,4.0,104.0,0.40260306000709534,2.0,0.0,0.09438080340623856,0.005280234385281801,3.5450336933135986,-27.315536499023438,0.18773692846298218
0.031,31,9.455268819932826,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-28.074459075927734,26.0,0.0,0.7787419557571411,0.17000000178813934,4.0,104.0,0.5729652643203735,1.0,0.0,0.08741680532693863,0.0013688071630895138,6.245095252990723,-28.243717193603516,0.12513062357902527
0.031,32,9.457287038094364,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.648616790771484,26.0,0.0,0.562353789806366,0.28999999165534973,4.0,104.0,0.4128762483596802,2.0,0.0,0.09358565509319305,0.004333891440182924,3.940042734146118,-26.488422393798828,0.13191698491573334
0.031,33,9.4668628819054,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.497325897216797,26.0,0.0,0.5409650206565857,0.26999998092651367,4.0,104.0,0.30564385652542114,3.0,0.11873061954975128,0.11873061954975128,0.021041303873062134,0.7799994349479675,-26.391145706176758,0.11243971437215805
0.031,34,9.466585992020555,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-25.23673439025879,26.0,0.0,0.6475620269775391,0.26999998092651367,4.0,104.0,0.35188156366348267,2.0,0.0,0.09413403272628784,0.007289812434464693,2.9000189304351807,-26.42977523803711,0.1232193186879158
0.031,35,9.463165760971606,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.30487060546875,26.0,0.0,0.5777793526649475,0.25999999046325684,4.0,104.0,0.5304871201515198,2.0,0.10209888964891434,0.10209888964891434,0.005060520954430103,3.630035638809204,-27.468074798583984,0.14787662029266357
0.031,36,9.462629351997748,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-29.639108657836914,26.0,0.0,0.9431816935539246,0.11999999731779099,4.0,104.0,0.5233933925628662,1.0,0.0,0.06990774720907211,0.0013688071630895138,6.245095252990723,-29.332767486572266,0.18153640627861023
0.031,37,9.46693638106808,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.149614334106445,26.0,0.0,0.5430740118026733,0.3199999928474426,4.0,104.0,0.4947408139705658,2.0,0.0,0.09811628609895706,0.004143185447901487,4.0300445556640625,-26.777786254882812,0.20596735179424286
0.031,38,9.462756932945922,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.877288818359375,26.0,0.0,0.6845898628234863,0.1899999976158142,4.0,104.0,0.5228139758110046,1.0,0.0,0.08699900656938553,0.0013688071630895138,6.245095252990723,-28.268869400024414,0.22033633291721344
0.031,39,9.456131357932463,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-28.373842239379883,26.0,0.0,0.849221408367157,0.1599999964237213,4.0,104.0,0.07162164896726608,2.0,0.0,0.09323838353157043,0.02384291961789131,0.5299996733665466,-26.8588809967041,0.14469994604587555
