mechanism_tag,alpha,family,seed,update,update_u,update_counter,energy_E_pre,energy_E_post,energy_E_raw,funding_z,funding_g,funding_g_raw,funding_cut_active,funding_income,funding_alpha_eff,support_s,debt_charge,debt_level_pre,debt_level_post,episode_return_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,vartd_VarTD,depr_F,depr_F_post
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,0,1.0,1,1.0,0.42000002,0.42000002,1.0589974,0.0,0.08729765,0.0,0.0,0.081,0.0,0.0,0.0,0.0,-27.979776,2.329841,0.77661365,0.13,0.0,0.16999096,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,1,1.0,2,0.42000002,-0.15999997,-0.15999997,1.0330085,0.0,0.09268118,0.0,0.0,0.081,0.0,0.0,0.0,0.15999997,-27.69807,2.272664,0.7575547,0.136,0.0,0.17679246,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,2,0.0,2,-0.15999997,-0.16319996,-0.16319996,1.0505148,0.0,0.08901951,0.0,0.0,0.081,0.0,0.0031999992,0.15999997,0.16319996,-27.952003,2.3111787,0.7703929,0.16800001,0.0,0.16731907,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,3,0.0,2,-0.16319996,-0.16646396,-0.16646396,1.0506083,0.0,0.089000344,0.0,0.0,0.081,0.0,0.0032639992,0.16319996,0.16646396,-27.443235,2.3113844,0.7704615,0.14400001,0.0,0.15314642,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,4,0.0,2,-0.16646396,-0.16112737,-0.16112737,0.970673,0.106985986,0.106985986,1.0,0.008665865,0.081,0.0,0.0033292791,0.16646396,0.16112737,-25.987635,2.1355233,0.7118411,0.14400001,0.0,0.15768075,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,5,0.0,2,-0.16112737,-0.1558241,-0.1558241,0.9777488,0.105257034,0.105257034,1.0,0.0085258195,0.081,0.0,0.0032225475,0.16112737,0.1558241,-26.947248,2.1510904,0.71703017,0.16800001,0.0,0.15154453,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,6,0.0,2,-0.1558241,-0.15070787,-0.15070787,0.9929424,0.10163836,0.10163836,1.0,0.008232707,0.081,0.0,0.003116482,0.1558241,0.15070787,-27.154848,2.184517,0.7281723,0.16800001,0.0,0.129731,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,7,0.0,2,-0.15070787,-0.15372203,-0.15372203,1.0088168,0.0,0.097990304,0.0,0.0,0.081,0.0,0.0030141573,0.15070787,0.15372203,-26.980923,2.2194414,0.7398138,0.2,0.0,0.1656778,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,8,0.0,2,-0.15372203,-0.15679647,-0.15679647,1.0043792,0.0,0.09899672,0.0,0.0,0.081,0.0,0.0030744406,0.15372203,0.15679647,-27.87745,2.2096782,0.7365594,0.224,0.0,0.18064265,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,9,0.0,2,-0.15679647,-0.15098363,-0.15098363,0.9567212,0.110478766,0.110478766,1.0,0.00894878,0.081,0.0,0.0031359293,0.15679647,0.15098363,-26.785126,2.1048286,0.70160955,0.192,0.0,0.15820369,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,10,0.0,2,-0.15098363,-0.14569478,-0.14569478,0.9889608,0.10257446,0.10257446,1.0,0.008308532,0.081,0.0,0.0030196726,0.15098363,0.14569478,-28.05503,2.1757572,0.7252524,0.17600001,0.0,0.1510921,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,11,0.0,2,-0.14569478,-0.1398461,-0.1398461,0.9658533,0.108179934,0.108179934,1.0,0.008762575,0.081,0.0,0.0029138955,0.14569478,0.1398461,-25.620966,2.1249197,0.70830655,0.17600001,0.0,0.14389063,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,12,0.0,2,-0.1398461,-0.14264302,-0.14264302,1.006638,0.0,0.09848314,0.0,0.0,0.081,0.0,0.0027969219,0.1398461,0.14264302,-26.899906,2.214648,0.73821604,0.17600001,0.0,0.1731246,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,13,0.0,2,-0.14264302,-0.14549588,-0.14549588,1.0166444,0.0,0.09624,0.0,0.0,0.081,0.0,0.0028528604,0.14264302,0.14549588,-27.059156,2.2366621,0.7455541,0.17,0.0,0.16333143,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,14,0.0,2,-0.14549588,-0.13957301,-0.13957301,0.9623874,0.10904672,0.10904672,1.0,0.008832784,0.081,0.0,0.0029099174,0.14549588,0.13957301,-26.250668,2.1172945,0.7057649,0.224,0.0,0.13203003,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,15,0.0,2,-0.13957301,-0.14236447,-0.14236447,1.0572994,0.0,0.08763964,0.0,0.0,0.081,0.0,0.0027914601,0.13957301,0.14236447,-27.63096,2.326105,0.7753684,0.096,0.0,0.13908991,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,16,0.0,2,-0.14236447,-0.13653155,-0.13653155,0.96995485,0.107163064,0.107163064,1.0,0.008680209,0.081,0.0,0.0028472894,0.14236447,0.13653155,-26.357967,2.1339433,0.71131444,0.17600001,0.0,0.17075779,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,17,0.0,2,-0.13653155,-0.13926218,-0.13926218,1.0442561,0.0,0.090311676,0.0,0.0,0.081,0.0,0.0027306308,0.13653155,0.13926218,-28.161463,2.2974093,0.7658031,0.120000005,0.0,0.17427196,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,18,0.0,2,-0.13926218,-0.14204744,-0.14204744,1.0481142,0.0,0.089512944,0.0,0.0,0.081,0.0,0.0027852436,0.13926218,0.14204744,-27.502838,2.3058972,0.7686324,0.18400002,0.0,0.13677971,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,19,0.0,2,-0.14204744,-0.13619648,-0.13619648,0.96937,0.107307486,0.107307486,1.0,0.008691906,0.081,0.0,0.0028409485,0.14204744,0.13619648,-26.137745,2.1326566,0.7108855,0.136,0.0,0.15169962,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,20,0.0,2,-0.13619648,-0.13004813,-0.13004813,0.9604495,0.109534375,0.109534375,1.0,0.008872285,0.081,0.0,0.0027239295,0.13619648,0.13004813,-25.192532,2.1130311,0.70434374,0.192,0.0,0.13617821,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,21,0.0,2,-0.13004813,-0.1326491,-0.1326491,1.0413675,0.0,0.090914354,0.0,0.0,0.081,0.0,0.0026009625,0.13004813,0.1326491,-27.731096,2.2910542,0.76368475,0.072000004,0.0,0.13718027,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,22,0.0,2,-0.1326491,-0.13530208,-0.13530208,1.0044003,0.0,0.0989919,0.0,0.0,0.081,0.0,0.0026529818,0.1326491,0.13530208,-26.584553,2.2097247,0.7365749,0.16800001,0.0,0.13905774,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,23,0.0,2,-0.13530208,-0.1295834,-0.1295834,0.98292965,0.10400886,0.10400886,1.0,0.008424718,0.081,0.0,0.0027060416,0.13530208,0.1295834,-25.895376,2.1624885,0.7208295,0.15200001,0.0,0.14075631,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,24,0.0,2,-0.1295834,-0.13217507,-0.13217507,1.0140855,0.0,0.09680872,0.0,0.0,0.081,0.0,0.002591668,0.1295834,0.13217507,-26.727448,2.2310326,0.74367756,0.2,0.0,0.13790822,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,25,0.0,2,-0.13217507,-0.1260019,-0.1260019,0.9631798,0.10884793,0.10884793,1.0,0.008816683,0.081,0.0,0.0026435014,0.13217507,0.1260019,-26.608364,2.1190379,0.706346,0.296,0.0,0.1509236,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,26,0.0,2,-0.1260019,-0.11940492,-0.11940492,0.9486323,0.11255575,0.11255575,1.0,0.009117016,0.081,0.0,0.0025200378,0.1260019,0.11940492,-26.000113,2.0870328,0.69567764,0.19,0.0,0.13929802,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,27,0.0,2,-0.11940492,-0.112904795,-0.112904795,0.95967025,0.10973109,0.10973109,1.0,0.008888219,0.081,0.0,0.0023880983,0.11940492,0.112904795,-26.502396,2.1113167,0.70377225,0.14400001,0.0,0.14926586,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,28,0.0,2,-0.112904795,-0.10607691,-0.10607691,0.95011353,0.11217253,0.11217253,1.0,0.009085975,0.081,0.0,0.002258096,0.112904795,0.10607691,-26.462494,2.0902915,0.6967639,0.15200001,0.0,0.11983779,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,29,0.0,2,-0.10607691,-0.09910652,-0.09910652,0.94982886,0.112246074,0.112246074,1.0,0.009091932,0.081,0.0,0.0021215382,0.10607691,0.09910652,-26.539717,2.0896652,0.6965551,0.15200001,0.0,0.1420845,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,30,0.0,2,-0.09910652,-0.0918229,-0.0918229,0.9416043,0.11439199,0.11439199,1.0,0.009265752,0.081,0.0,0.0019821303,0.09910652,0.0918229,-25.909138,2.0715709,0.6905236,0.23200001,0.0,0.11361922,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,31,0.0,2,-0.0918229,-0.084346615,-0.084346615,0.9394075,0.114972085,0.114972085,1.0,0.009312739,0.081,0.0,0.001836458,0.0918229,0.084346615,-26.26107,2.066738,0.68891263,0.17600001,0.008,0.114394486,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,32,0.0,2,-0.084346615,-0.07630333,-0.07630333,0.92036253,0.12012612,0.12012612,1.0,0.009730216,0.081,0.0,0.0016869323,0.084346615,0.07630333,-25.675499,2.024838,0.674946,0.208,0.0,0.1659257,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,33,0.0,2,-0.07630333,-0.06800088,-0.06800088,0.915997,0.12133971,0.12133971,1.0,0.009828516,0.081,0.0,0.0015260667,0.07630333,0.06800088,-25.217302,2.0152338,0.6717446,0.224,0.0,0.13206193,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,34,0.0,2,-0.06800088,-0.0693609,-0.0693609,1.0312667,0.0,0.09305362,0.0,0.0,0.081,0.0,0.0013600176,0.06800088,0.0693609,-27.23934,2.268832,0.7562773,0.14400001,0.0,0.13961966,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,35,0.0,2,-0.0693609,-0.07074811,-0.07074811,1.011132,0.0,0.09746933,0.0,0.0,0.081,0.0,0.0013872179,0.0693609,0.07074811,-27.223047,2.2245347,0.7415116,0.15200001,0.0,0.14423609,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.081,borrow,33,36,0.0,2,-0.07074811,-0.072163075,-0.072163075,1.0771605,0.0,0.08372198,0.0,0.0,0.081,0.0,0.0014149622,0.07074811,0.072163075,-28.980997,2.3698003,0.78993344,0.17600001,0.0,0.18518154,0.0,0.0
