seed,late_g_eff_mean,late_g_raw_mean,late_alpha_g_eff_mean,late_debt_charge_mean,late_margin_mean,late_break_even_alpha_est,late_debt_floor_frac,late_negative_energy_frac,late_debt_level_mean,late_update_u_mean,late_cut_active_frac,late_window_updates
30,0.20051443897435897,0.20051443897435897,0.06015433169230769,0.001017865160051282,0.059136466532256404,0.005076268648071987,0.0,0.4230769230769231,0.05124396765224358,0.10256410256410256,1.0,312
31,0.14873550003525643,0.14873550003525643,0.044620650010576926,0.0012038317826602563,0.04341681822791667,0.008093775745366094,0.0,0.46153846153846156,0.05953117946474359,0.07371794871794872,1.0,312
32,0.17155854131410256,0.17155854131410256,0.05146756239423077,0.0011156894672596156,0.05035187292697115,0.006503258064061792,0.0,0.44871794871794873,0.055784474618269235,0.08653846153846154,1.0,312
33,0.2010595614423077,0.2010595614423077,0.0603178684326923,0.0009879504525352563,0.05932991798015705,0.004913720319730927,0.0,0.41025641025641024,0.049554781116987176,0.10256410256410256,1.0,312
34,0.1678189442628205,0.1678189442628205,0.05034568327884615,0.0010717633403269232,0.04927391993851923,0.0063864264254245295,0.0,0.42948717948717946,0.053340176452243586,0.08333333333333333,1.0,312
35,0.1694569326602564,0.1694569326602564,0.050837079798076924,0.0010605591641346154,0.049776520633942306,0.006258576426972903,0.0,0.4326923076923077,0.05307078240653846,0.08653846153846154,1.0,312
36,0.14057974444871796,0.14057974444871796,0.042173923334615386,0.001169994791195513,0.041003928543419874,0.00832264132918747,0.0,0.4551282051282051,0.058499740606249996,0.07051282051282051,1.0,312
37,0.16925762669871797,0.16925762669871797,0.05077728800961539,0.0011700830234679487,0.04960720498614744,0.006913029836763104,0.0,0.4519230769230769,0.058504152537339746,0.08653846153846154,1.0,312
38,0.19961483740384617,0.19961483740384617,0.05988445122115385,0.0010525212138653844,0.058831930007288466,0.005272760419787835,0.0,0.42628205128205127,0.05303440661826924,0.10256410256410256,1.0,312
39,0.1918472280769231,0.1918472280769231,0.057554168423076923,0.0010402233363141027,0.05651394508676282,0.005422144206832191,0.0,0.4166666666666667,0.05201116766346153,0.09615384615384616,1.0,312
40,0.16345677875,0.16345677875,0.049037033625,0.001158465047195513,0.04787856857780448,0.007087286658005995,0.0,0.4551282051282051,0.0579232538725641,0.08333333333333333,1.0,312
41,0.17053206714743593,0.17053206714743593,0.051159620144230776,0.0010802903442435896,0.050079329799987186,0.006334822314149334,0.0,0.4326923076923077,0.053261057376282055,0.08333333333333333,1.0,312
