n_seeds,late_window_updates,rho_mean,rho_sd,p_active_mean,p_active_sd,p_sustained_mean,p_sustained_sd,p_bursty_mean,p_bursty_sd,late_update_count_mean,late_update_count_sd,active_blocks_mean,active_blocks_sd,chi_rho,eval_return_end_mean_mean,eval_return_end_mean_sd,eval_CSR_post_mean,eval_CSR_post_sd,eval_dbar_post_mean_mean,eval_dbar_post_mean_sd,final_update_counter_mean,final_update_counter_sd,final_energy_E_post_mean,final_energy_E_post_sd,final_depr_F_post_mean,final_depr_F_post_sd,final_vartd_VarTD_mean,final_vartd_VarTD_sd,alpha,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,total_timesteps
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.895461718241375,1.5968775846225,0.0,0.0,0.6851916313171387,0.10288665914548215,1.0,0.0,0.48000001907348633,0.0,37.470096588134766,0.0,0.1636954229325056,0.03382616136235675,0.0,hardzero_plus_depr,hardzero_plus_depr__c0p52__z1p00__lam0p030__nu0p50__psi1p25,0.52,1.0,0.03,0.5,1.25,4000000
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.895461718241375,1.5968775846225,0.0,0.0,0.6851916313171387,0.10288665914548215,1.0,0.0,0.4843500976761182,0.0022764800154724298,37.470096588134766,0.0,0.1636954229325056,0.03382616136235675,0.01,hardzero_plus_depr,hardzero_plus_depr__c0p52__z1p00__lam0p030__nu0p50__psi1p25,0.52,1.0,0.03,0.5,1.25,4000000
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.895461718241375,1.5968775846225,0.0,0.0,0.6851916313171387,0.10288665914548215,1.0,0.0,0.4887002905209859,0.004552979495318958,37.470096588134766,0.0,0.1636954229325056,0.03382616136235675,0.02,hardzero_plus_depr,hardzero_plus_depr__c0p52__z1p00__lam0p030__nu0p50__psi1p25,0.52,1.0,0.03,0.5,1.25,4000000
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.895461718241375,1.5968775846225,0.0,0.0,0.6851916313171387,0.10288665914548215,1.0,0.0,0.49305039644241333,0.0068294301241113775,37.470096588134766,0.0,0.1636954229325056,0.03382616136235675,0.03,hardzero_plus_depr,hardzero_plus_depr__c0p52__z1p00__lam0p030__nu0p50__psi1p25,0.52,1.0,0.03,0.5,1.25,4000000
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.895461718241375,1.5968775846225,0.0,0.0,0.6851916313171387,0.10288665914548215,1.0,0.0,0.49740055948495865,0.009105955093471738,37.470096588134766,0.0,0.1636954229325056,0.03382616136235675,0.04,hardzero_plus_depr,hardzero_plus_depr__c0p52__z1p00__lam0p030__nu0p50__psi1p25,0.52,1.0,0.03,0.5,1.25,4000000
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.895461718241375,1.5968775846225,0.0,0.0,0.6851916313171387,0.10288665914548215,1.0,0.0,0.5017507299780846,0.011382462584323075,37.470096588134766,0.0,0.1636954229325056,0.03382616136235675,0.05,hardzero_plus_depr,hardzero_plus_depr__c0p52__z1p00__lam0p030__nu0p50__psi1p25,0.52,1.0,0.03,0.5,1.25,4000000
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.917821248372395,1.5881203183730597,0.0,0.0,0.6829092800617218,0.10287990873091685,1.1666666666666667,0.38924947208076155,0.4235477560820679,0.18353559190109003,37.357601165771484,0.27198909939711496,0.16273456625640392,0.033861900277978356,0.06,hardzero_plus_depr,hardzero_plus_depr__c0p52__z1p00__lam0p030__nu0p50__psi1p25,0.52,1.0,0.03,0.5,1.25,4000000
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.889555772145588,1.6123454632715797,0.0008333333147068819,0.0028867512814242076,0.6753071794907252,0.10598711997520541,1.3333333333333333,0.49236596391733095,0.35270895638192695,0.2245428395948637,37.30260340372721,0.25316498788824204,0.16206219295660654,0.035081709768587384,0.08,hardzero_plus_depr,hardzero_plus_depr__c0p52__z1p00__lam0p030__nu0p50__psi1p25,0.52,1.0,0.03,0.5,1.25,4000000
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.7475798924764,1.5994345989134708,0.0008333333147068819,0.002886751281424208,0.6668779974182447,0.111578331179527,1.5,0.5222329678670935,0.2863033724327882,0.22865514301225923,37.25010553995768,0.2804913816311203,0.16146664010981718,0.03422630683300977,0.1,hardzero_plus_depr,hardzero_plus_depr__c0p52__z1p00__lam0p030__nu0p50__psi1p25,0.52,1.0,0.03,0.5,1.25,4000000
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.18290646870931,1.7355549650156101,0.0008333333147068819,0.0028867512814242076,0.6448027888933817,0.116089092946732,1.6666666666666667,0.49236596391733095,0.2294205594031761,0.20711061954853505,37.01886494954427,0.6402300223940668,0.16200818742314974,0.035250033026158444,0.12,hardzero_plus_depr,hardzero_plus_depr__c0p52__z1p00__lam0p030__nu0p50__psi1p25,0.52,1.0,0.03,0.5,1.25,4000000
