seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha
30,313,0.009584664536741214,1,3.0,3,1,0,0.3079704610367412,0.4947207,0.0,0.0,0.1254778683258786,0.13436404,-25.749550568690097,-26.043169,7.5718849840255595,9.0,0.051
31,313,0.006389776357827476,1,2.0,2,0,1,0.2823277571054313,0.34212774,0.0,0.0,0.09166800849840256,0.10372408,-26.505227456869004,-27.247808,5.8083067092651754,7.0,0.051
32,313,0.009584664536741214,1,3.0,3,1,0,0.3031343874089457,0.29965234,0.0,0.0,0.1039556807316294,0.11613513,-26.324890130990415,-25.42379,6.485623003194888,8.0,0.051
33,313,0.012779552715654952,1,4.0,4,1,0,0.2989711112236422,0.25391996,0.0,0.0,0.1437393305942492,0.16442227,-24.91746755591054,-23.956903,9.91373801916933,12.0,0.051
34,313,0.012779552715654952,1,4.0,4,1,0,0.2915982226277955,0.19423176,0.0,0.0,0.12723924904153355,0.13657106,-25.68525322683706,-24.843767,9.070287539936102,11.0,0.051
35,313,0.009584664536741214,1,3.0,3,1,0,0.30823812635623005,0.47837517,0.0,0.0,0.11598685600638978,0.13020982,-26.08358977635783,-25.887669,7.677316293929713,9.0,0.051
36,313,0.006389776357827476,1,2.0,2,0,1,0.3299568620178914,0.024463546,0.0,0.0,0.06335913699361022,0.0,-26.887636840255595,-28.848833,3.5399361022364215,5.0,0.051
37,313,0.012779552715654952,1,4.0,4,1,0,0.2880613435111821,0.23181254,0.0,0.0,0.12858084234824282,0.13007045,-25.548805220447285,-25.403412,9.105431309904153,11.0,0.051
38,313,0.006389776357827476,1,2.0,2,0,1,0.28998457681789136,0.484721,0.0,0.0,0.10147108652076678,0.11677929,-26.439588498402554,-26.715105,4.859424920127796,6.0,0.051
39,313,0.006389776357827476,1,2.0,2,0,1,0.31418842827936105,0.47794616,0.0,0.0,0.08373578005111822,0.109606266,-26.527753894568686,-25.97198,4.980830670926518,6.0,0.051
40,313,0.006389776357827476,1,2.0,2,0,1,0.31870888525047925,0.45958307,0.0,0.0,0.07232721169329072,0.10354704,-26.807217472843448,-26.893568,4.134185303514377,5.0,0.051
41,313,0.009584664536741214,1,3.0,3,1,0,0.2803184999121406,0.33094487,0.0,0.0,0.12785768672523962,0.12909025,-25.62924299680511,-26.005615,8.297124600638977,10.0,0.051
42,313,0.009584664536741214,1,3.0,3,1,0,0.3017698245766773,0.50415623,0.0,0.0,0.13067647395207665,0.13244806,-25.536426549520765,-26.083242,9.54632587859425,11.0,0.051
43,313,0.009584664536741214,1,3.0,3,1,0,0.29796253405910544,0.36652344,0.0,0.0,0.12007998705111823,0.14097978,-25.96159338338658,-24.869936,7.437699680511182,9.0,0.051
44,313,0.012779552715654952,1,4.0,4,1,0,0.28223770619808314,0.09917731,0.0,0.0,0.11500354108306708,0.13304006,-26.09392885303514,-24.923332,8.063897763578275,10.0,0.051
45,313,0.009584664536741214,1,3.0,3,1,0,0.303878347084345,0.46703756,0.0,0.0,0.12234326825559105,0.13834721,-25.872406092651758,-25.07767,8.575079872204473,10.0,0.051
46,313,0.006389776357827476,1,2.0,2,0,1,0.2897576021102236,0.5084847,0.0,0.0,0.10333181931309905,0.103506245,-26.448967702875397,-26.756887,5.920127795527157,7.0,0.051
