seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha
30,313,0.0,0,0.0,0,0,0,0.44789615428115015,0.4771185,3.62503546198083,4.405053,0.036193319268370605,0.0,-27.123437150159745,-27.419842,2.0,2.0,0.037
31,313,0.0,0,0.0,0,0,0,0.1844873681916933,0.23174083,1.8100011869009585,2.5900118,0.024061260626198084,0.0,-27.204004338658148,-28.143106,2.0,2.0,0.037
32,313,0.006389776357827476,1,2.0,2,0,1,0.33906159738562297,0.11498758,0.5580507408434505,0.15499999,0.09837681559424921,0.11200272,-26.502224130990413,-25.708563,3.8274760383386583,5.0,0.037
33,313,0.0,0,0.0,0,0,0,0.5212707849840256,0.54368126,4.130046943450479,4.9100647,0.0361092889456869,0.10870413,-27.060052431309902,-26.709585,2.0,2.0,0.037
34,313,0.0,0,0.0,0,0,0,0.37053275817891373,0.39915457,3.375029777955272,4.1550474,0.030113778380191695,0.0,-27.19330296166134,-26.458277,2.0,2.0,0.037
35,313,0.003194888178913738,1,1.0,1,0,1,0.35840017083514375,0.5140729,1.1758358430415337,1.2049991,0.06975765001597445,0.106927164,-26.805658642172524,-27.160616,2.7731629392971247,3.0,0.037
36,313,0.0,0,0.0,0,0,0,0.5399362747923322,0.54340506,5.465077401277955,6.2450953,0.009875934121405751,0.0,-27.473348594249202,-29.332767,1.0,1.0,0.037
37,313,0.0,0,0.0,0,0,0,0.49557862613418524,0.5261716,4.000043987539937,4.7800617,0.042662959047923325,0.0,-27.05328087220447,-26.748493,2.0,2.0,0.037
38,313,0.0,0,0.0,0,0,0,0.5391084741853035,0.5427135,5.465077401277955,6.2450953,0.00994320298083067,0.0,-27.50445204792332,-28.26887,1.0,1.0,0.037
39,313,0.0,0,0.0,0,0,0,0.2977646138338659,0.3482095,2.260006361980831,3.0400221,0.029896057166134186,0.0,-27.064581463258783,-26.732304,2.0,2.0,0.037
40,313,0.0,0,0.0,0,0,0,0.4996180830351438,0.5477829,3.2200262536741215,4.000044,0.04820367367092651,0.0,-27.027879277955268,-27.846083,2.0,2.0,0.037
41,313,0.0,0,0.0,0,0,0,0.4173875844089457,0.465533,2.8450176712460067,3.6250355,0.03849258956230032,0.0,-27.14286346325878,-27.88872,2.0,2.0,0.037
42,313,0.0,0,0.0,0,0,0,0.28864227226837064,0.3154542,3.090023279233227,3.8700411,0.023369453063897764,0.0,-27.264928939297125,-27.738596,2.0,2.0,0.037
43,313,0.0,0,0.0,0,0,0,0.3686337661341853,0.41210476,2.7100146217252394,3.4900324,0.03228747635782748,0.0,-27.149818757188495,-26.806826,2.0,2.0,0.037
44,313,0.003194888178913738,1,1.0,1,0,1,0.3465596147252396,0.5678062,0.5056226768434504,0.7999994,0.10706591890734825,0.12004281,-26.308420821086266,-25.593489,4.514376996805112,5.0,0.037
45,313,0.003194888178913738,1,1.0,1,0,1,0.3234454818916294,0.23717843,0.7380026703578275,0.3649998,0.08023387265495208,0.122424245,-26.719861817891374,-25.885206,3.236421725239617,4.0,0.037
46,313,0.0,0,0.0,0,0,0,0.4213652193290735,0.44729078,3.785039100319489,4.565057,0.032317134760383386,0.0,-27.154404140575082,-27.400152,2.0,2.0,0.037
47,313,0.0,0,0.0,0,0,0,0.4211809102875399,0.4650335,3.145024538338658,3.9250424,0.04003357930031949,0.0,-27.08824441853035,-28.266905,2.0,2.0,0.037
48,313,0.0,0,0.0,0,0,0,0.33312361402555907,0.4083264,1.8350013936102236,2.6150124,0.03796689444728434,0.0,-27.106346731629394,-26.958141,2.0,2.0,0.037
49,313,0.0,0,0.0,0,0,0,0.5040869411501597,0.55882525,2.8550179,3.6350358,0.04489752483386581,0.0,-27.084922453674125,-27.741669,2.0,2.0,0.037
50,313,0.003194888178913738,1,1.0,1,0,1,0.41403664490287534,0.1611223,2.641846347450479,0.44999972,0.048432854252396164,0.102126546,-27.031524450479232,-27.356924,2.29073482428115,3.0,0.037
51,313,0.0,0,0.0,0,0,0,0.46951409444089454,0.5059203,3.1050236226837056,3.8850415,0.03522179944408946,0.0,-27.153141990415328,-27.606155,2.0,2.0,0.037
52,313,0.003194888178913738,1,1.0,1,0,1,0.3649718412067092,0.46478608,1.4568781947987222,1.0249993,0.06699695193929713,0.11115298,-26.85495681150159,-26.784784,2.65814696485623,3.0,0.037
53,313,0.006389776357827476,1,2.0,2,0,1,0.30925894329073483,0.40577292,0.4091371326645367,0.5199997,0.11639860911821087,0.10580663,-26.11602373801917,-27.02431,5.198083067092652,6.0,0.037
54,313,0.0,0,0.0,0,0,0,0.20339409897763577,0.23243384,2.400008601277955,3.1800253,0.018548494217252395,0.0,-27.368644849840255,-27.201944,2.0,2.0,0.037
55,313,0.006389776357827476,1,2.0,2,0,1,0.28801642879297124,0.44610158,0.41078250026837054,0.6049996,0.11023906904472841,0.10784767,-26.258904421725237,-26.792501,4.361022364217252,5.0,0.037
56,313,0.006389776357827476,1,2.0,2,0,1,0.34351512101246007,0.018434975,0.8947301529329074,0.029999997,0.07586323695846646,0.0,-26.808160281150162,-27.245651,2.9329073482428116,4.0,0.037
57,313,0.006389776357827476,1,2.0,2,0,1,0.3376224036313099,0.14551663,0.6130666718977635,0.18499996,0.09633250533226836,0.114933275,-26.501000926517566,-26.156322,3.8817891373801916,5.0,0.037
58,313,0.003194888178913738,1,1.0,1,0,1,0.34639621933610226,0.5627234,0.9575105788242811,1.4399989,0.07122350401277955,0.0,-26.761349412140575,-27.005247,2.92332268370607,3.0,0.037
