seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha
30,313,0.003194888178913738,1,1.0,1,0,1,0.3474733716261981,0.5506572,0.0,0.0,0.07889634761022364,0.10291652,-26.722795073482427,-26.971008,3.7124600638977636,4.0,0.03
31,313,0.0,0,0.0,0,0,0,0.38937762913738017,0.47877696,0.0,0.0,0.021446453750798723,0.0,-27.22359015015974,-28.176271,2.0,2.0,0.03
32,313,0.003194888178913738,1,1.0,1,0,1,0.3651277231846645,0.022636611,0.0,0.0,0.04808020247284344,0.10645175,-26.952921862619814,-25.990704,3.0415335463258786,4.0,0.03
33,313,0.003194888178913738,1,1.0,1,0,1,0.31870132746230034,0.1936271,0.0,0.0,0.06135242469968052,0.11503666,-26.868671501597444,-26.207817,3.258785942492013,4.0,0.03
34,313,0.003194888178913738,1,1.0,1,0,1,0.3232848447722045,0.40903762,0.0,0.0,0.08309128835782748,0.10925752,-26.67685312779553,-25.642075,3.412140575079872,4.0,0.03
35,313,0.003194888178913738,1,1.0,1,0,1,0.32727479590734826,0.4751781,0.0,0.0,0.07038407438658147,0.10054229,-26.7714362971246,-27.455559,3.680511182108626,4.0,0.03
36,313,0.0,0,0.0,0,0,0,0.2783211476677316,0.384249,0.0,0.0,0.019626540607028755,0.0,-27.273362495207667,-29.133274,2.0,2.0,0.03
37,313,0.006389776357827476,1,2.0,2,0,1,0.27473442927507985,0.2572226,0.0,0.0,0.09562785568051117,0.107361,-26.474047824281154,-26.301285,4.1629392971246,5.0,0.03
38,313,0.0,0,0.0,0,0,0,0.24966452092651759,0.33933246,0.0,0.0,0.018250961811501598,0.0,-27.360235182108628,-28.130508,2.0,2.0,0.03
39,313,0.003194888178913738,1,1.0,1,0,1,0.27520031265814693,0.5329676,0.0,0.0,0.058478927361022365,0.0,-26.79396075079872,-26.390028,2.939297124600639,3.0,0.03
40,313,0.003194888178913738,1,1.0,1,0,1,0.31826166110702875,0.4560486,0.0,0.0,0.07960782762939297,0.0,-26.719747916932906,-27.414667,3.584664536741214,4.0,0.03
41,313,0.003194888178913738,1,1.0,1,0,1,0.19446577518722047,0.18165004,0.0,0.0,0.028631229952076676,0.0,-27.216832846645367,-27.809408,2.747603833865815,3.0,0.03
42,313,0.003194888178913738,1,1.0,1,0,1,0.2790662464361022,0.21243641,0.0,0.0,0.07326268409904152,0.104407616,-26.844504185303514,-27.459745,3.2492012779552715,4.0,0.03
43,313,0.003194888178913738,1,1.0,1,0,1,0.38879067677635787,0.10228361,0.0,0.0,0.028565809511182108,0.10186479,-27.20758921086262,-26.4635,2.2492012779552715,3.0,0.03
44,313,0.006389776357827476,1,2.0,2,0,1,0.2663217929584665,0.4217708,0.0,0.0,0.11006635512460064,0.1263074,-26.287301607028752,-25.235111,5.357827476038339,6.0,0.03
45,313,0.006389776357827476,1,2.0,2,0,1,0.30042498901150155,0.21525472,0.0,0.0,0.10874875174440896,0.13077763,-26.3339522140575,-25.569456,4.958466453674121,6.0,0.03
46,313,0.006389776357827476,1,2.0,2,0,1,0.3143062398346006,0.116865166,0.0,0.0,0.09403896680191692,0.110273115,-26.596504619808307,-26.521904,3.8722044728434506,5.0,0.03
47,313,0.003194888178913738,1,1.0,1,0,1,0.30260338611277954,0.27625254,0.0,0.0,0.07152416551757189,0.10000105,-26.754636335463257,-27.65947,3.319488817891374,4.0,0.03
48,313,0.003194888178913738,1,1.0,1,0,1,0.33224049620095847,0.16584352,0.0,0.0,0.03550715220766774,0.10141605,-27.15156635463259,-26.973185,2.3961661341853033,3.0,0.03
49,313,0.0,0,0.0,0,0,0,0.2850765267153355,0.5718273,0.0,0.0,0.06051208285303514,0.0,-26.922834591054308,-27.511381,3.0,3.0,0.03
50,313,0.003194888178913738,1,1.0,1,0,1,0.3033069935814696,0.19047244,0.0,0.0,0.06422145622683707,0.112218104,-26.843099546325877,-26.886475,3.2492012779552715,4.0,0.03
51,313,0.003194888178913738,1,1.0,1,0,1,0.37526469634696485,0.058597036,0.0,0.0,0.022209768731629394,0.0,-27.302760287539936,-27.561499,2.2843450479233227,3.0,0.03
52,313,0.003194888178913738,1,1.0,1,0,1,0.32260214069201276,0.44364482,0.0,0.0,0.07194587847923323,0.106277406,-26.81099064217252,-27.021606,3.6006389776357826,4.0,0.03
53,313,0.006389776357827476,1,2.0,2,0,1,0.28511076565143767,0.5026231,0.0,0.0,0.11837556929712457,0.1068872,-26.0632930543131,-27.122587,5.4089456869009584,6.0,0.03
54,313,0.003194888178913738,1,1.0,1,0,1,0.3010578198057508,0.18333538,0.0,0.0,0.06776599530990415,0.11578244,-26.823692309904153,-26.19394,3.2044728434504792,4.0,0.03
55,313,0.006389776357827476,1,2.0,2,0,1,0.2677120778054313,0.3437112,0.0,0.0,0.1030926962971246,0.105434485,-26.405015322683706,-26.727776,4.26517571884984,5.0,0.03
56,313,0.0,0,0.0,0,0,0,0.2963528282396167,0.5276807,0.0,0.0,0.05157333096485622,0.0,-26.991120856230037,-27.53802,3.0,3.0,0.03
57,313,0.003194888178913738,1,1.0,1,0,1,0.261136796527476,0.3856118,0.0,0.0,0.10154029714696484,0.11137982,-26.405051987220446,-26.342072,4.3706070287539935,5.0,0.03
58,313,0.006389776357827476,1,2.0,2,0,1,0.2926939872361023,0.043235432,0.0,0.0,0.0675021128913738,0.100849465,-26.769543306709263,-26.712126,4.0287539936102235,5.0,0.03
59,313,0.006389776357827476,1,2.0,2,0,1,0.28530686734089455,0.33177403,0.0,0.0,0.10622628925239616,0.11915247,-26.3729245942492,-25.91469,4.182108626198083,5.0,0.03
60,313,0.0,0,0.0,0,0,0,0.10994879983067092,0.15911567,0.0,0.0,0.010248082038338659,0.0,-27.428245702875397,-26.873306,2.0,2.0,0.03
61,313,0.003194888178913738,1,1.0,1,0,1,0.28634872267092654,0.28751203,0.0,0.0,0.07712761557827476,0.10828194,-26.696432223642173,-26.374556,3.3354632587859423,4.0,0.03
