run_dir,alpha,c_upd,candidate_type,stageB_classification,stageB_in_domain_bracket_lo,stageB_in_domain_bracket_hi_or_gateoff,seed,eval_return_end_mean,I_R_full,learned_R_full_0p5,eval_dbar_post,eval_occupied_post_mean,eval_CSR_mean,mean_update_fraction,final_executed_updates_mean,final_energy,final_VarTD,wall_seconds
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed41,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,41,-23.825029,1.3853796924607347,1,0.496484,0.43,0.01,0.025641,8.0,0.555825,0.149436,21.74
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed42,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,42,-23.467127,1.5298726014876354,1,0.482545,0.43,0.0,0.025641,8.0,0.505846,0.145612,20.81
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed43,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,43,-23.592585,1.479222447588812,1,0.540264,0.35,0.0,0.025641,8.0,0.549698,0.144542,21.81
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed44,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,44,-24.529507,1.1009664297087722,1,0.517626,0.39,0.01,0.025641,8.0,0.741103,0.132008,20.77
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed45,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,45,-24.152483,1.2531793107012175,1,0.533529,0.34,0.0,0.025641,8.0,0.912131,0.14504,21.9
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed46,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,46,-26.211689,0.42183255872540126,0,0.651395,0.18,0.0,0.025641,8.0,0.700475,0.136831,21.56
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed47,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,47,-22.576294,1.8895214763951838,1,0.489312,0.43,0.0,0.025641,8.0,0.292912,0.19946,21.04
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed48,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,48,-24.754292,1.0102157813312498,1,0.527575,0.34,0.0,0.025641,8.0,0.257454,0.191598,21.43
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed49,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,49,-22.725155,1.8294230166753345,1,0.471058,0.37,0.0,0.025641,8.0,0.398955,0.165378,21.77
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed50,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,50,-22.653593,1.8583141699960286,1,0.498018,0.39,0.0,0.025641,8.0,0.281129,0.142782,20.68
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed51,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,51,-24.269871,1.2057871932924027,1,0.528739,0.36,0.0,0.025641,8.0,0.212158,0.133681,21.79
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed52,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,52,-22.977983,1.7273507924255316,1,0.513692,0.27,0.0,0.025641,8.0,0.479461,0.162031,21.54
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed53,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,53,-23.06604,1.691800244817018,1,0.508837,0.32,0.0,0.025641,8.0,0.767865,0.152814,21.2
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed54,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,54,-23.865358,1.3690979881725613,1,0.488422,0.42,0.0,0.025641,8.0,0.30775,0.140686,22.16
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed55,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,55,-24.485029,1.1189231765492431,1,0.482164,0.33,0.0,0.025641,8.0,0.40916,0.11729,21.84
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed56,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,56,-23.98978,1.31886609025932,1,0.487992,0.36,0.0,0.025641,8.0,0.543426,0.150365,20.76
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed57,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,57,-23.133986,1.6643689502259242,1,0.479678,0.46,0.03,0.025641,8.0,0.619297,0.168468,21.65
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed58,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,58,-23.240831,1.621233273797798,1,0.569565,0.33,0.0,0.025641,8.0,0.248278,0.135023,20.6
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed59,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,59,-23.612812,1.4710563628201117,1,0.538821,0.28,0.0,0.025641,8.0,0.113813,0.120359,21.6
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed60,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,60,-23.917631,1.3479942283903776,1,0.483234,0.5,0.0,0.025641,8.0,0.112834,0.143416,21.66
runs/stageC_subset_refine_full_32seed/a0p2_c0p9_seed61,0.2,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,61,-23.52936,1.5047477706471513,1,0.475568,0.48,0.01,0.025641,8.0,0.210007,0.143526,21.12
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed30,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,30,-24.461281,1.1285107664581318,1,0.614042,0.27,0.0,0.022436,7.0,0.613461,0.151663,21.38
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed31,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,31,-27.132469,0.050093421269365904,0,0.724966,0.18,0.0,0.022436,7.0,0.666496,0.164609,22.12
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed32,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,32,-23.843388,1.3779677603764633,1,0.504816,0.42,0.0,0.022436,7.0,0.926627,0.149158,20.99
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed33,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,33,-23.408224,1.5536530380887488,1,0.497293,0.44,0.0,0.022436,7.0,0.87587,0.150315,22.52
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed34,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,34,-24.970346,0.9229900296816418,1,0.503439,0.4,0.0,0.025641,8.0,0.109843,0.165681,22.16
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed35,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,35,-24.032446,1.301640887671623,1,0.552406,0.34,0.0,0.022436,7.0,0.972475,0.144132,21.06
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed36,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,36,-24.319973,1.1855599139587691,1,0.497122,0.5,0.0,0.022436,7.0,0.732797,0.154312,21.41
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed37,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,37,-24.859282,0.9678290092016322,1,0.522917,0.31,0.01,0.022436,7.0,0.920209,0.147805,22.05
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed38,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,38,-23.421577,1.5482621383054673,1,0.494785,0.31,0.01,0.022436,7.0,0.944122,0.144181,20.95
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed39,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,39,-24.25041,1.2136440270138473,1,0.527609,0.38,0.0,0.022436,7.0,0.707285,0.132093,21.68
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed40,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,40,-24.331997,1.1807055607052541,1,0.493159,0.36,0.0,0.025641,8.0,0.27796,0.126146,21.65
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed41,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,41,-23.554901,1.4944363072033702,1,0.473458,0.39,0.0,0.025641,8.0,0.130757,0.154641,20.93
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed42,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,42,-22.884077,1.76526270997581,1,0.503457,0.36,0.0,0.022436,7.0,0.786311,0.161549,21.54
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed43,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,43,-23.416634,1.5502577361208472,1,0.602969,0.3,0.0,0.022436,7.0,0.484729,0.154497,20.93
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed44,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,44,-24.824055,0.9820509238774107,1,0.508152,0.41,0.0,0.025641,8.0,0.18688,0.136874,21.69
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed45,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,45,-23.748755,1.4161731838162401,1,0.47437,0.42,0.02,0.025641,8.0,0.106728,0.155825,22.08
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed46,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,46,-24.129229,1.2625674619451663,1,0.539087,0.39,0.0,0.022436,7.0,0.87419,0.139862,20.63
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed47,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,47,-24.297024,1.194824929994607,1,0.50969,0.43,0.0,0.022436,7.0,0.868888,0.165607,21.62
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed48,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,48,-24.546574,1.0940761064404971,1,0.526332,0.42,0.0,0.022436,7.0,0.666051,0.175317,22.03
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed49,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,49,-22.691816,1.8428827042268097,1,0.485076,0.45,0.0,0.022436,7.0,0.835409,0.161491,21.0
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed50,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,50,-24.389685,1.1574156463266152,1,0.51107,0.52,0.0,0.022436,7.0,0.876097,0.129263,21.49
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed51,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,51,-23.808193,1.3921767559484413,1,0.563474,0.37,0.0,0.022436,7.0,0.790801,0.135904,22.15
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed52,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,52,-23.301561,1.596715237114003,1,0.492467,0.31,0.0,0.025641,8.0,0.12969,0.158059,21.4
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed53,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,53,-23.49349,1.5192292785649466,1,0.532867,0.32,0.0,0.025641,8.0,0.644826,0.148721,21.73
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed54,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,54,-22.58099,1.8876255979122745,1,0.483938,0.42,0.0,0.022436,7.0,0.685266,0.139918,21.91
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed55,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,55,-23.98131,1.3222856155468503,1,0.497063,0.3,0.01,0.025641,8.0,0.297451,0.124022,20.91
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed56,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,56,-23.700396,1.4356967757146692,1,0.565026,0.36,0.0,0.022436,7.0,0.96717,0.154241,21.79
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed57,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,57,-23.564613,1.490515359199533,1,0.492945,0.39,0.0,0.022436,7.0,0.798447,0.167353,20.68
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed58,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,58,-25.696878,0.6296730820782958,1,0.673256,0.25,0.0,0.022436,7.0,0.718386,0.135827,21.86
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed59,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,59,-23.100126,1.6780389769361714,1,0.540547,0.24,0.0,0.022436,7.0,0.720366,0.120051,21.92
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed60,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,60,-24.608412,1.0691107457875648,1,0.541544,0.32,0.0,0.022436,7.0,0.644144,0.14268,20.8
runs/stageC_subset_refine_full_32seed/a0p2_c0p95_seed61,0.2,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,61,-23.730551,1.4235225389914719,1,0.545909,0.36,0.01,0.022436,7.0,0.764062,0.154447,21.73
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed30,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,30,-22.86298,1.7737800328791204,1,0.531193,0.28,0.0,0.022436,7.0,0.296002,0.164013,21.8
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed31,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,31,-24.861031,0.9671228994344666,1,0.532123,0.24,0.0,0.022436,7.0,0.357289,0.158636,20.78
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed32,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,32,-22.651308,1.859236674751874,1,0.502852,0.45,0.0,0.022436,7.0,0.462692,0.160508,21.89
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed33,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,33,-24.432619,1.1400822462445792,1,0.607176,0.27,0.0,0.022436,7.0,0.325696,0.153244,21.85
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed34,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,34,-24.593832,1.074997012457247,1,0.542025,0.3,0.0,0.022436,7.0,0.606999,0.156589,20.93
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed35,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,35,-23.662788,1.4508799524576996,1,0.482807,0.35,0.01,0.022436,7.0,0.475085,0.154861,21.45
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed36,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,36,-23.7579,1.4124811461828906,1,0.506641,0.38,0.0,0.022436,7.0,0.217803,0.16133,21.9
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed37,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,37,-23.61042,1.472022065829294,1,0.497961,0.36,0.0,0.022436,7.0,0.366325,0.159731,20.99
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed38,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,38,-22.69747,1.8406000600738346,1,0.485751,0.42,0.0,0.022436,7.0,0.265964,0.139353,21.95
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed39,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,39,-24.324244,1.183835617323227,1,0.510146,0.49,0.0,0.022436,7.0,0.334642,0.125657,20.78
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed40,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,40,-24.735403,1.0178416860722372,1,0.556479,0.33,0.0,0.022436,7.0,0.338663,0.140131,21.73
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed41,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,41,-23.773251,1.406283609855986,1,0.494402,0.36,0.0,0.022436,7.0,0.405921,0.16583,21.98
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed42,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,42,-23.028784,1.7068413114182277,1,0.489399,0.4,0.0,0.022436,7.0,0.444432,0.154519,20.35
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed43,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,43,-24.861031,0.9671228994344666,1,0.585578,0.33,0.0,0.022436,7.0,0.317119,0.156248,21.62
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed44,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,44,-24.293657,1.1961842619477496,1,0.518925,0.41,0.0,0.022436,7.0,0.456845,0.130973,21.77
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed45,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,45,-24.404697,1.1513549717556106,1,0.499271,0.39,0.01,0.022436,7.0,0.661613,0.138353,20.5
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed46,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,46,-24.725073,1.022012134268247,1,0.575646,0.26,0.0,0.022436,7.0,0.289141,0.145617,22.0
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed47,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,47,-24.023996,1.3050523385192778,1,0.505079,0.32,0.0,0.022436,7.0,0.38374,0.161072,21.85
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed48,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,48,-24.597158,1.07365423310585,1,0.61927,0.18,0.0,0.022436,7.0,0.019944,0.183175,20.48
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed49,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,49,-23.333183,1.5839487402258925,1,0.485093,0.46,0.01,0.022436,7.0,0.184117,0.168249,21.9
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed50,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,50,-24.315731,1.1872725026564916,1,0.507987,0.41,0.0,0.022436,7.0,0.577991,0.138148,20.58
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed51,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,51,-23.907341,1.3521485277066345,1,0.540903,0.3,0.0,0.022436,7.0,0.397511,0.135564,21.92
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed52,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,52,-23.302437,1.5963615766474288,1,0.532459,0.24,0.0,0.022436,7.0,0.472366,0.174337,22.02
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed53,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,53,-24.665192,1.0461874109793006,1,0.521543,0.41,0.0,0.022436,7.0,0.893459,0.143114,20.99
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed54,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,54,-23.681967,1.4431369683385074,1,0.518086,0.39,0.0,0.022436,7.0,0.172258,0.151362,21.67
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed55,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,55,-23.352146,1.5762929600573616,1,0.531983,0.39,0.01,0.022436,7.0,0.582441,0.113049,22.05
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed56,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,56,-24.316153,1.1871021319751058,1,0.51459,0.36,0.0,0.022436,7.0,0.604457,0.159584,20.9
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed57,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,57,-23.746059,1.4172616183115392,1,0.490126,0.34,0.01,0.022436,7.0,0.659419,0.156301,21.68
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed58,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,58,-24.149809,1.2542588633126524,1,0.563667,0.3,0.0,0.022436,7.0,0.443652,0.12911,21.75
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed59,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,59,-24.540312,1.0966042135657057,1,0.555218,0.24,0.0,0.022436,7.0,0.389569,0.114519,21.11
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed60,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,60,-23.316362,1.59073974788369,1,0.56712,0.26,0.0,0.019231,6.0,0.865283,0.166246,21.76
runs/stageC_subset_refine_full_32seed/a0p2_c1p0_seed61,0.2,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,61,-23.743418,1.4183278480971793,1,0.489591,0.45,0.01,0.022436,7.0,0.263212,0.15001,21.88
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed30,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,30,-23.683554,1.4424962615343382,1,0.509421,0.51,0.01,0.038462,12.0,0.751841,0.22007,20.99
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed31,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,31,-24.212873,1.2287985394953167,1,0.506343,0.32,0.01,0.041667,13.0,0.337413,0.216789,21.94
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed32,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,32,-23.404083,1.5553248508650968,1,0.523029,0.32,0.0,0.041667,13.0,0.175481,0.213557,21.59
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed33,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,33,-24.263788,1.208243034180719,1,0.502066,0.45,0.0,0.041667,13.0,0.195252,0.222966,20.87
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed34,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,34,-24.438625,1.1376574919497848,1,0.513023,0.39,0.0,0.041667,13.0,0.10086,0.221765,21.57
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed35,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,35,-23.128641,1.6665268442828143,1,0.484677,0.39,0.01,0.038462,12.0,0.684352,0.189131,20.67
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed36,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,36,-24.566782,1.0859176923896796,1,0.524605,0.35,0.0,0.038462,12.0,0.553419,0.189848,21.71
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed37,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,37,-25.038759,0.8953701969194406,1,0.511881,0.44,0.0,0.041667,13.0,0.414921,0.200983,21.82
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed38,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,38,-22.911821,1.7540618469796765,1,0.464398,0.49,0.0,0.038462,12.0,0.860528,0.185973,20.97
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed39,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,39,-24.707947,1.0289262771341556,1,0.513225,0.38,0.0,0.038462,12.0,0.55863,0.184826,21.47
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed40,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,40,-24.613764,1.0669500256767195,1,0.534912,0.3,0.0,0.038462,12.0,0.561834,0.188255,21.92
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed41,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,41,-22.649899,1.859805519041145,1,0.497705,0.34,0.02,0.038462,12.0,0.264412,0.200997,20.89
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed42,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,42,-22.248257,2.0219572280770906,1,0.473875,0.43,0.0,0.041667,13.0,0.137893,0.20432,21.53
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed43,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,43,-23.722002,1.4269739583165129,1,0.526801,0.37,0.0,0.038462,12.0,0.358224,0.214251,21.84
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed44,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,44,-24.598026,1.0733038024152268,1,0.519815,0.37,0.01,0.038462,12.0,0.789614,0.206877,20.68
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed45,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,45,-24.004507,1.312920476456549,1,0.491632,0.36,0.0,0.041667,13.0,0.604645,0.218319,21.89
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed46,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,46,-24.96283,0.926024404187082,1,0.537457,0.35,0.01,0.041667,13.0,0.173717,0.204814,21.35
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed47,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,47,-24.288191,1.1983910063658887,1,0.482739,0.33,0.0,0.038462,12.0,0.801379,0.197092,21.89
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed48,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,48,-24.43923,1.1374132401435326,1,0.533138,0.33,0.0,0.038462,12.0,0.508523,0.230484,21.75
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed49,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,49,-23.410892,1.5525759078092762,1,0.507355,0.46,0.01,0.038462,12.0,0.769357,0.206603,20.72
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed50,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,50,-24.94644,0.9326414076655511,1,0.514457,0.38,0.0,0.038462,12.0,0.453009,0.182377,21.85
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed51,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,51,-24.542746,1.0956215542327832,1,0.527643,0.38,0.0,0.038462,12.0,0.908315,0.179465,21.66
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed52,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,52,-23.195009,1.6397326229979445,1,0.484117,0.38,0.0,0.041667,13.0,0.632161,0.210963,20.88
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed53,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,53,-23.773689,1.4061067796226983,1,0.520714,0.32,0.0,0.041667,13.0,0.240672,0.234255,21.88
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed54,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,54,-23.356646,1.5744762110852377,1,0.490406,0.36,0.0,0.038462,12.0,0.543745,0.187614,21.92
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed55,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,55,-23.862133,1.3703999916025835,1,0.483574,0.36,0.02,0.041667,13.0,0.217787,0.197505,20.68
runs/stageC_subset_refine_full_32seed/a0p3_c0p9_seed56,0.3,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,56,-23.927029,1.3442000490925952,1,0.500529,0.33,0.0,0.041667,13.0,0.455848,0.216851,21.94
