run_dir,alpha,c_upd,candidate_type,stageB_classification,stageB_in_domain_bracket_lo,stageB_in_domain_bracket_hi_or_gateoff,seed,eval_return_end_mean,I_R_full,learned_R_full_0p5,eval_dbar_post,eval_occupied_post_mean,eval_CSR_mean,mean_update_fraction,final_executed_updates_mean,final_energy,final_VarTD,wall_seconds
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed34,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,34,-23.742617,1.4186512294142168,1,0.501542,0.36,0.0,0.064103,20.0,0.194763,0.610073,21.75
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed35,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,35,-24.407349,1.1502843010280386,1,0.486795,0.32,0.01,0.067308,21.0,0.939628,0.73249,22.48
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed36,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,36,-23.500223,1.5165110183806567,1,0.507764,0.36,0.0,0.067308,21.0,0.246799,0.727989,20.48
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed37,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,37,-24.802341,0.9908173432508999,1,0.508214,0.34,0.01,0.067308,21.0,0.825617,0.703845,22.13
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed38,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,38,-22.9172,1.7518902263749974,1,0.480389,0.43,0.01,0.064103,20.0,0.407393,0.586006,20.71
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed39,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,39,-24.1217,1.2656070848365255,1,0.49413,0.34,0.0,0.060897,19.0,0.780569,0.553297,22.05
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed40,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,40,-23.707436,1.43285457287828,1,0.555109,0.33,0.0,0.067308,21.0,0.727576,0.677373,22.21
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed41,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,41,-23.184492,1.6439785672067948,1,0.480839,0.4,0.0,0.064103,20.0,0.807512,0.646739,20.43
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed42,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,42,-22.427805,1.9494697515333381,1,0.502222,0.42,0.0,0.070513,22.0,0.336951,0.827047,22.32
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed43,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,43,-23.723751,1.4262678485493472,1,0.490759,0.4,0.0,0.067308,21.0,0.16193,0.689791,21.82
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed44,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,44,-25.34708,0.7708942280674,1,0.526135,0.41,0.01,0.067308,21.0,0.978271,0.696445,20.89
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed45,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,45,-23.664698,1.4501088434495304,1,0.518289,0.41,0.0,0.070513,22.0,0.854912,0.822899,21.95
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed46,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,46,-24.64402,1.0547350130321462,1,0.519198,0.37,0.0,0.067308,21.0,0.2409,0.680187,22.67
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed47,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,47,-23.320753,1.5889670046088917,1,0.491422,0.38,0.0,0.067308,21.0,0.351294,0.73964,20.82
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed48,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,48,-23.514582,1.5107139742716056,1,0.505596,0.32,0.0,0.067308,21.0,0.76138,0.681435,22.18
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed49,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,49,-22.09165,2.0851829183609545,1,0.481614,0.49,0.01,0.067308,21.0,0.819331,0.747201,20.63
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed50,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,50,-23.725315,1.4256364273510365,1,0.496189,0.42,0.01,0.070513,22.0,0.799821,0.763163,21.71
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed51,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,51,-24.061811,1.2897855913235314,1,0.501531,0.28,0.0,0.064103,20.0,0.570272,0.573154,22.17
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed52,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,52,-22.353512,1.979463469619115,1,0.483117,0.4,0.0,0.064103,20.0,0.980746,0.61988,20.93
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed53,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,53,-24.341988,1.1766719742651457,1,0.562661,0.26,0.0,0.067308,21.0,0.707644,0.71501,22.27
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed54,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,54,-23.358242,1.5738318707831247,1,0.507907,0.32,0.0,0.064103,20.0,0.714834,0.610991,22.17
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed55,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,55,-24.593126,1.0752820401848724,1,0.478924,0.45,0.03,0.064103,20.0,0.579095,0.544986,20.93
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed56,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,56,-23.883913,1.3616069265775044,1,0.496216,0.36,0.0,0.064103,20.0,1.0,0.634554,22.1
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed57,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,57,-23.622538,1.4671297627083626,1,0.463078,0.47,0.0,0.064103,20.0,0.774269,0.669302,22.48
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed58,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,58,-23.889456,1.359369095565842,1,0.479629,0.41,0.0,0.070513,22.0,0.614344,0.772734,21.02
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed59,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,59,-23.980036,1.322799957366959,1,0.5278,0.38,0.01,0.067308,21.0,0.838327,0.691168,21.79
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed60,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,60,-23.975273,1.3247228852234525,1,0.520843,0.43,0.01,0.064103,20.0,0.402042,0.624644,22.08
runs/stageC_subset_refine_full_32seed/a0p5_c0p95_seed61,0.5,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,61,-22.563164,1.8948223461738474,1,0.4824,0.41,0.0,0.070513,22.0,0.182139,0.84009,21.04
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed30,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,30,-22.727409,1.828513027301297,1,0.483445,0.44,0.01,0.060897,19.0,0.149773,0.530196,21.97
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed31,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,31,-23.654749,1.4541254735659004,1,0.552101,0.31,0.0,0.060897,19.0,0.208308,0.548225,22.23
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed32,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,32,-23.606388,1.4736498729083178,1,0.473227,0.45,0.0,0.064103,20.0,0.637095,0.650522,20.93
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed33,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,33,-23.792488,1.3985172098611536,1,0.509156,0.38,0.0,0.060897,19.0,0.861001,0.512123,22.49
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed34,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,34,-24.221766,1.2252082398044062,1,0.510425,0.38,0.0,0.060897,19.0,0.769023,0.524902,20.59
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed35,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,35,-23.917246,1.348149661357993,1,0.508201,0.38,0.01,0.060897,19.0,0.783134,0.518661,22.19
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed36,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,36,-24.29059,1.1974224773027498,1,0.513358,0.31,0.0,0.060897,19.0,0.630198,0.516974,22.23
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed37,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,37,-24.516581,1.1061849402006996,1,0.536769,0.37,0.01,0.060897,19.0,0.200157,0.489533,20.84
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed38,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,38,-22.775492,1.809100862673158,1,0.533507,0.38,0.0,0.057692,18.0,0.071148,0.395933,21.91
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed39,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,39,-24.083456,1.2810470287676146,1,0.491153,0.48,0.01,0.060897,19.0,0.892976,0.561246,21.95
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed40,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,40,-23.984394,1.3210405369179543,1,0.541245,0.3,0.0,0.060897,19.0,0.221777,0.527216,21.17
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed41,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,41,-23.876345,1.3646622946266225,1,0.478782,0.41,0.01,0.060897,19.0,0.144746,0.514031,21.97
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed42,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,42,-23.180559,1.645566405808431,1,0.504242,0.35,0.02,0.060897,19.0,0.939072,0.497912,22.22
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed43,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,43,-23.652258,1.4551311450524689,1,0.511724,0.36,0.0,0.060897,19.0,0.380101,0.48204,20.64
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed44,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,44,-25.115879,0.8642351567571763,1,0.519401,0.46,0.0,0.064103,20.0,0.828575,0.604873,22.4
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed45,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,45,-23.705935,1.4334605595909822,1,0.475917,0.48,0.01,0.064103,20.0,0.617705,0.651322,20.9
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed46,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,46,-25.503952,0.7075615514551751,1,0.524287,0.36,0.01,0.060897,19.0,1.0,0.528591,22.32
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed47,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,47,-23.32077,1.588960141334997,1,0.474233,0.44,0.0,0.057692,18.0,0.879576,0.405489,22.4
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed48,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,48,-23.289507,1.6015817020273315,1,0.49012,0.38,0.01,0.060897,19.0,0.64267,0.55345,20.95
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed49,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,49,-23.471645,1.5280485855196242,1,0.474911,0.44,0.01,0.060897,19.0,0.078353,0.44539,22.22
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed50,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,50,-23.927469,1.3440224114153216,1,0.487302,0.36,0.0,0.060897,19.0,0.601461,0.488423,22.41
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed51,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,51,-24.326582,1.1828917153017109,1,0.500691,0.36,0.01,0.060897,19.0,0.779275,0.508955,20.68
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed52,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,52,-22.567318,1.8931452850115802,1,0.486736,0.33,0.0,0.060897,19.0,0.074411,0.482572,22.4
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed53,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,53,-23.703203,1.4345635280780589,1,0.495431,0.37,0.0,0.060897,19.0,0.746976,0.541339,22.16
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed54,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,54,-23.610664,1.471923557662806,1,0.52725,0.33,0.0,0.057692,18.0,0.520155,0.448988,20.81
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed55,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,55,-23.690016,1.4398874100103687,1,0.483727,0.39,0.0,0.064103,20.0,0.57819,0.589025,22.03
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed56,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,56,-24.176022,1.243676098689035,1,0.48503,0.33,0.0,0.060897,19.0,0.462132,0.548772,22.24
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed57,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,57,-23.880219,1.3630982756226209,1,0.496619,0.42,0.02,0.060897,19.0,0.309488,0.580264,20.58
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed58,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,58,-23.741201,1.4192228997574448,1,0.498182,0.31,0.0,0.064103,20.0,0.082171,0.503612,22.17
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed59,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,59,-24.743979,1.0143793662533638,1,0.531998,0.29,0.0,0.057692,18.0,0.200284,0.424108,20.91
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed60,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,60,-24.433928,1.139553774154687,1,0.487021,0.4,0.01,0.060897,19.0,0.074545,0.480269,21.81
runs/stageC_subset_refine_full_32seed/a0p5_c1p0_seed61,0.5,1.000,edge_censored,edge_censored_gt_1p0,1.000,1.050,61,-23.453745,1.5352752092087378,1,0.492636,0.31,0.0,0.057692,18.0,0.777374,0.413935,22.56
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed30,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,30,-23.623945,1.4665617258630783,1,0.465435,0.43,0.0,0.089744,28.0,0.293041,1.549376,20.41
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed31,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,31,-22.834961,1.785091919423551,1,0.474131,0.36,0.0,0.089744,28.0,0.397841,1.487499,22.08
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed32,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,32,-24.050844,1.294213210429593,1,0.48793,0.48,0.0,0.089744,28.0,0.945012,1.440407,22.68
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed33,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,33,-24.283783,1.200170612914583,1,0.523961,0.33,0.0,0.092949,29.0,0.468432,1.640305,21.15
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed34,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,34,-24.155605,1.2519188906365568,1,0.487993,0.4,0.0,0.086538,27.0,0.855826,1.441915,22.79
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed35,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,35,-22.924679,1.7488707895833275,1,0.475993,0.34,0.0,0.096154,30.0,0.831108,1.876568,20.63
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed36,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,36,-23.225458,1.6274396920085668,1,0.464804,0.45,0.02,0.086538,27.0,0.583232,1.363544,22.15
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed37,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,37,-24.060034,1.290503005306522,1,0.500933,0.45,0.0,0.089744,28.0,0.985546,1.539993,21.29
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed38,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,38,-22.924852,1.7488009456783993,1,0.493507,0.4,0.01,0.089744,28.0,0.175249,1.442306,22.41
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed39,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,39,-23.097536,1.6790846169001263,1,0.494414,0.35,0.0,0.086538,27.0,0.794651,1.477365,22.16
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed40,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,40,-24.200598,1.2337542269692763,1,0.497544,0.36,0.0,0.086538,27.0,0.847618,1.362747,20.74
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed41,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,41,-23.345144,1.5791198214579862,1,0.495928,0.38,0.0,0.086538,27.0,0.596033,1.52862,22.17
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed42,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,42,-22.594154,1.8823110015858218,1,0.475505,0.46,0.02,0.092949,29.0,0.645184,1.627428,22.4
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed43,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,43,-22.83411,1.7854354868402798,1,0.49003,0.48,0.02,0.092949,29.0,0.197964,1.461536,20.6
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed44,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,44,-24.477261,1.1220592889971235,1,0.490975,0.39,0.0,0.089744,28.0,0.930722,1.477949,21.84
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed45,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,45,-23.846439,1.3767360045733636,1,0.46237,0.39,0.0,0.086538,27.0,0.777332,1.397439,22.1
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed46,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,46,-24.765589,1.0056549339672318,1,0.509873,0.33,0.0,0.089744,28.0,0.24521,1.530132,20.69
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed47,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,47,-22.155386,2.059451293363781,1,0.463455,0.39,0.0,0.086538,27.0,0.967456,1.330153,21.78
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed48,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,48,-22.980896,1.7261747502575755,1,0.575893,0.21,0.0,0.089744,28.0,0.337908,1.501945,20.74
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed49,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,49,-22.788588,1.8038137194422836,1,0.473215,0.38,0.01,0.089744,28.0,0.269092,1.500975,21.85
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed50,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,50,-24.491674,1.1162404439004074,1,0.503107,0.39,0.02,0.092949,29.0,0.945683,1.716091,22.28
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed51,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,51,-24.097282,1.2754651684812635,1,0.520149,0.36,0.0,0.089744,28.0,0.387312,1.581824,20.91
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed52,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,52,-22.238852,2.0257542334288283,1,0.490113,0.31,0.0,0.092949,29.0,0.587876,1.848881,22.16
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed53,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,53,-23.546265,1.4979228503418738,1,0.52066,0.3,0.0,0.092949,29.0,0.778631,1.748682,22.58
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed54,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,54,-23.608225,1.4729082356056968,1,0.491016,0.5,0.0,0.083333,26.0,0.294529,1.256765,20.58
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed55,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,55,-23.480167,1.5246080666884143,1,0.526553,0.25,0.0,0.083333,26.0,0.544163,1.190396,22.05
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed56,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,56,-24.16654,1.247504190634296,1,0.481018,0.38,0.0,0.089744,28.0,0.327367,1.508343,22.14
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed57,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,57,-23.482553,1.523644786011196,1,0.488285,0.47,0.01,0.086538,27.0,0.765468,1.443668,20.69
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed58,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,58,-22.895073,1.7608233829319275,1,0.526329,0.27,0.0,0.089744,28.0,0.822108,1.32441,22.73
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed59,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,59,-22.413015,1.9554407998217176,1,0.524247,0.28,0.0,0.086538,27.0,0.20701,1.34835,20.18
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed60,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,60,-22.872623,1.769886941692856,1,0.478253,0.44,0.02,0.086538,27.0,0.958755,1.460641,21.98
runs/stageC_subset_refine_full_32seed/a0p6_c0p9_seed61,0.6,0.900,edge_censored,edge_censored_gt_1p0,1.000,1.050,61,-23.322361,1.5883178196428522,1,0.494161,0.33,0.0,0.086538,27.0,0.483738,1.340778,22.5
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed30,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,30,-23.531679,1.5038115393435167,1,0.478302,0.45,0.01,0.080128,25.0,0.786116,1.190711,20.24
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed31,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,31,-22.651327,1.8592290040339925,1,0.479275,0.49,0.0,0.080128,25.0,0.661532,1.124253,22.83
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed32,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,32,-23.947538,1.3359201147216422,1,0.468969,0.54,0.0,0.086538,27.0,0.384176,1.385091,22.51
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed33,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,33,-23.765184,1.409540435180012,1,0.475767,0.42,0.0,0.086538,27.0,0.658539,1.401667,20.52
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed34,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,34,-24.434923,1.139152070770851,1,0.501836,0.37,0.0,0.083333,26.0,0.83507,1.269182,22.39
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed35,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,35,-24.369936,1.165388751982276,1,0.497905,0.37,0.01,0.083333,26.0,0.10626,1.140444,22.16
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed36,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,36,-23.861298,1.3707370994674104,1,0.489941,0.4,0.01,0.083333,26.0,0.152502,1.272268,20.39
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed37,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,37,-23.943193,1.3376742867847264,1,0.504978,0.36,0.01,0.080128,25.0,0.701479,1.13889,22.21
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed38,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,38,-22.303614,1.9996083896660108,1,0.464768,0.49,0.0,0.086538,27.0,0.326054,1.386731,20.9
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed39,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,39,-24.200125,1.233945187472346,1,0.501108,0.38,0.01,0.086538,27.0,0.362349,1.435552,21.94
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed40,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,40,-23.48768,1.5215749033489554,1,0.486826,0.39,0.0,0.083333,26.0,0.229248,1.227252,22.5
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed41,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,41,-24.005737,1.3124238984041687,1,0.504029,0.41,0.0,0.080128,25.0,0.943293,1.220217,20.76
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed42,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,42,-23.553774,1.4948913018903889,1,0.505526,0.35,0.0,0.086538,27.0,0.841223,1.391371,22.92
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed43,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,43,-23.369398,1.5693279482202331,1,0.523144,0.3,0.01,0.086538,27.0,0.458053,1.405466,22.38
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed44,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,44,-22.363529,1.9754193864071667,1,0.482209,0.43,0.0,0.089744,28.0,0.961847,1.557419,20.94
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed45,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,45,-23.665117,1.4499396839341272,1,0.511794,0.29,0.0,0.083333,26.0,0.146323,1.175861,22.18
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed46,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,46,-24.013506,1.3092873822342956,1,0.534948,0.24,0.0,0.086538,27.0,0.144615,1.301734,22.2
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed47,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,47,-23.476406,1.5261264651071165,1,0.471353,0.54,0.04,0.083333,26.0,0.637699,1.339358,20.52
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed48,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,48,-23.847307,1.3763855738827404,1,0.482003,0.32,0.0,0.080128,25.0,0.381183,1.120991,22.08
runs/stageC_subset_refine_full_32seed/a0p6_c0p95_seed49,0.6,0.950,edge_censored,edge_censored_gt_1p0,1.000,1.050,49,-22.868635,1.7714969850041513,1,0.495498,0.32,0.01,0.080128,25.0,0.787007,1.13061,20.57
