alpha,seed,runtime_sec,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,final_energy_E_post,final_update_counter,final_funding_g,final_funding_g_raw,final_funding_alpha_eff,final_depr_F_post,final_episode_return_end_mean,final_vartd_VarTD
0.077,30,19.275329313939437,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,100.0,-23.07208251953125,26.0,0.009999999776482582,0.4676421880722046,0.4599999785423279,4.0,104.0,0.22965963184833527,16.0,0.13743871450424194,0.13743871450424194,0.07699999958276749,0.0,-25.766742706298828,0.4264819920063019
0.077,31,9.491586796939373,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,100.0,-23.722597122192383,26.0,0.0,0.5005815625190735,0.3999999761581421,4.0,104.0,0.5197128057479858,13.0,0.13100384175777435,0.13100384175777435,0.07699999958276749,0.0,-26.048891067504883,0.19951926171779633
0.077,32,9.488857200019993,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,100.0,-23.160945892333984,26.0,0.0,0.5090458393096924,0.4099999964237213,4.0,104.0,0.5667714476585388,18.0,0.1630277931690216,0.1630277931690216,0.07699999958276749,0.0,-23.33587074279785,0.43760946393013
0.077,33,9.502422048943117,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,100.0,-23.85171890258789,26.0,0.0,0.4882861375808716,0.4699999988079071,4.0,104.0,0.4221322536468506,20.0,0.16798539459705353,0.16798539459705353,0.07699999958276749,0.0,-23.57552719116211,0.6163248419761658
0.077,34,9.486866739927791,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,100.0,-24.0445556640625,26.0,0.009999999776482582,0.5001242756843567,0.3700000047683716,4.0,104.0,0.273598849773407,17.0,0.16085483133792877,0.16085483133792877,0.07699999958276749,0.0,-23.95096778869629,0.3953726589679718
0.077,35,9.483104757964611,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,100.0,-23.64569854736328,26.0,0.0,0.4941810071468353,0.38999998569488525,4.0,104.0,0.4685375988483429,16.0,0.14383406937122345,0.14383406937122345,0.07699999958276749,0.0,-25.290151596069336,0.34225496649742126
0.077,36,9.473146241973154,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,100.0,-24.55135154724121,26.0,0.0,0.6140023469924927,0.25,4.0,104.0,0.25493764877319336,8.0,0.0,0.09583573043346405,0.07699999958276749,0.0,-27.52864646911621,0.16355156898498535
0.077,37,9.507269999943674,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,100.0,-24.33232879638672,26.0,0.009999999776482582,0.49734067916870117,0.3799999952316284,4.0,104.0,0.35952621698379517,20.0,0.15233731269836426,0.15233731269836426,0.07699999958276749,0.0,-24.398813247680664,0.5959997177124023
0.077,38,9.480745947919786,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,100.0,-22.91107940673828,26.0,0.0,0.5831173658370972,0.3499999940395355,4.0,104.0,0.1712835431098938,6.0,0.10197748988866806,0.10197748988866806,0.07699999958276749,0.0,-27.325023651123047,0.21374669671058655
0.077,39,9.47660571790766,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,100.0,-23.204389572143555,26.0,0.0,0.5271316766738892,0.3199999928474426,4.0,104.0,0.5277496576309204,13.0,0.12383013963699341,0.12383013963699341,0.07699999958276749,0.0,-25.18377113342285,0.21296222507953644
