alpha,family,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,mean_update_fraction,final_update_counter,final_energy_E_post,final_depr_F_post,final_vartd_VarTD,total_support_s,total_debt_charge,max_debt_level_post
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,30,22.528242753003724,none,0.0,0.0,0.0,100.0,-23.91142463684082,26.0,0.0,0.5539448261260986,0.3700000047683716,4.0,104.0,0.00800000037997961,10.0,0.263202965259552,0.0,0.1975647509098053,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,31,10.751231417991221,none,0.0,0.0,0.0,100.0,-24.203365325927734,26.0,0.0,0.5240383148193359,0.25,4.0,104.0,0.00800000037997961,10.0,0.5506155490875244,0.0,0.13301028311252594,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,32,10.73049056797754,none,0.0,0.0,0.0,100.0,-25.022308349609375,26.0,0.0,0.607512891292572,0.3499999940395355,4.0,104.0,0.007199999876320362,9.0,0.4966999888420105,0.0,0.13214223086833954,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,33,10.754778055939823,none,0.0,0.0,0.0,100.0,-23.511165618896484,26.0,0.009999999776482582,0.5392265915870667,0.3199999928474426,4.0,104.0,0.008799999952316284,11.0,0.10538226366043091,0.0,0.1589527130126953,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,34,10.89420545392204,none,0.0,0.0,0.0,100.0,-24.612762451171875,26.0,0.009999999776482582,0.5284544825553894,0.35999998450279236,4.0,104.0,0.007199999876320362,9.0,0.5387649536132812,0.0,0.13924472033977509,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,35,10.79561964806635,none,0.0,0.0,0.0,100.0,-23.843505859375,26.0,0.0,0.4993775486946106,0.3700000047683716,4.0,104.0,0.007199999876320362,9.0,0.09028342366218567,0.0,0.13839592039585114,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,36,10.70471743599046,none,0.0,0.0,0.0,100.0,-23.470149993896484,26.0,0.0,0.5126174688339233,0.29999998211860657,4.0,104.0,0.0031999999191612005,4.0,0.5190882086753845,0.0,0.17355743050575256,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,37,10.563027959084138,none,0.0,0.0,0.0,100.0,-23.11903953552246,26.0,0.0,0.5386154055595398,0.35999998450279236,4.0,104.0,0.006399999838322401,8.0,0.25382283329963684,0.0,0.18626071512699127,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,38,10.73971294297371,none,0.0,0.0,0.0,100.0,-24.476818084716797,26.0,0.0,0.6268638372421265,0.17999999225139618,4.0,104.0,0.002400000113993883,3.0,0.02828269638121128,0.0,0.21724249422550201,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,39,10.72595561190974,none,0.0,0.0,0.0,100.0,-23.258434295654297,26.0,0.0,0.5157396793365479,0.38999998569488525,4.0,104.0,0.00559999980032444,7.0,0.09230612963438034,0.0,0.1428304761648178,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,40,10.87152167095337,none,0.0,0.0,0.0,100.0,-23.187225341796875,26.0,0.0,0.5621951222419739,0.3199999928474426,4.0,104.0,0.00559999980032444,7.0,0.06037835776805878,0.0,0.15505275130271912,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,41,10.736047030077316,none,0.0,0.0,0.0,100.0,-23.92124366760254,26.0,0.0,0.46978169679641724,0.5,4.0,104.0,0.00800000037997961,10.0,0.012405348010361195,0.0,0.16736410558223724,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,42,10.652862409013323,none,0.0,0.0,0.0,100.0,-23.120397567749023,26.0,0.0,0.47905051708221436,0.35999998450279236,4.0,104.0,0.00800000037997961,10.0,0.4982803165912628,0.0,0.15445837378501892,0.0,0.0,0.0
0.054,base,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,43,10.827711927006021,none,0.0,0.0,0.0,100.0,-22.85129165649414,26.0,0.0,0.5327154994010925,0.3700000047683716,4.0,104.0,0.00559999980032444,7.0,0.2442038208246231,0.0,0.14353269338607788,0.0,0.0,0.0
