seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha
30,313,0.009584664536741214,1,3.0,3,1,0,0.24836064337859423,0.052366886,0.0,0.0,0.11387123949840255,0.12001679,-26.166347878594244,-26.10227,5.514376996805112,7.0,0.03
31,313,0.003194888178913738,1,1.0,1,0,1,0.28946608050798717,0.47399142,0.0,0.0,0.08538246827476038,0.101352334,-26.62968467731629,-27.407537,4.533546325878595,5.0,0.03
32,313,0.009584664536741214,1,3.0,3,1,0,0.2615953307533546,0.08501886,0.0,0.0,0.12853970696485623,0.13666041,-25.58952571565495,-24.920177,7.431309904153355,9.0,0.03
33,313,0.009584664536741214,1,3.0,3,1,0,0.2445334530920128,0.12730734,0.0,0.0,0.12472767756869009,0.14407581,-25.74617095846645,-24.987276,7.584664536741214,9.0,0.03
34,313,0.009584664536741214,1,3.0,3,1,0,0.2568740442910543,0.034496814,0.0,0.0,0.11453365249840257,0.12885125,-26.158355559105434,-24.923779,6.453674121405751,8.0,0.03
35,313,0.006389776357827476,1,2.0,2,0,1,0.2653170506217252,0.4115436,0.0,0.0,0.11636285106389775,0.119161196,-26.07014513738019,-26.27508,6.182108626198083,7.0,0.03
36,313,0.006389776357827476,1,2.0,2,0,1,0.2675958589597444,0.031623434,0.0,0.0,0.10035119547603834,0.100261144,-26.415521782747604,-27.561281,4.539936102236422,6.0,0.03
37,313,0.006389776357827476,1,2.0,2,0,1,0.26171813479073486,0.35401037,0.0,0.0,0.1125282276773163,0.11534835,-26.16781933865815,-25.998247,6.111821086261981,7.0,0.03
38,313,0.0,0,0.0,0,0,0,0.3415157342172524,0.4947679,0.0,0.0,0.030842721415335464,0.0,-27.187616766773164,-27.91439,3.0,3.0,0.03
39,313,0.006389776357827476,1,2.0,2,0,1,0.2755065345367412,0.11868237,0.0,0.0,0.08725054118530351,0.10580617,-26.470310325878593,-26.019619,4.805111821086262,6.0,0.03
40,313,0.006389776357827476,1,2.0,2,0,1,0.24868256132108624,0.36018986,0.0,0.0,0.09936932331948882,0.10258792,-26.4922988913738,-26.971436,5.261980830670926,6.0,0.03
41,313,0.006389776357827476,1,2.0,2,0,1,0.2615265266664537,0.37547132,0.0,0.0,0.11637275461661342,0.113174684,-26.07431214376997,-26.63475,6.111821086261981,7.0,0.03
