condition,horizon_label,alpha,c_upd,seed,update,update_u,update_counter,opt_step,energy_E_pre,energy_E_post,funding_z,funding_g,funding_income,episode_return_end_mean,episode_len_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,terminal_done_count_end,vartd_VarTD,actor_loss,critic_loss,entropy,total_loss,ratio0
enabled_full,full,1.0,0.9,41,0,1.0,1,16,1.0,0.18811679,1.0549414,0.08811677,0.08811677,-28.352928,26.0,2.3209174,0.77363914,0.17999999,0.0,100,0.17566837,-0.00033319707,56.742325,1.6093915,28.354733,1.0
enabled_full,full,1.0,0.9,41,1,0.0,1,16,0.18811679,0.28939268,0.99449396,0.10127588,0.10127588,-26.138107,26.000002,2.1879303,0.72931015,0.096,0.0,125,0.1488604,,,,,
enabled_full,full,1.0,0.9,41,2,0.0,1,16,0.28939268,0.3768189,1.0583583,0.0874262,0.0874262,-27.29503,26.000002,2.3284347,0.7761449,0.128,0.0,125,0.17874412,,,,,
enabled_full,full,1.0,0.9,41,3,0.0,1,16,0.3768189,0.46267337,1.0662371,0.08585446,0.08585446,-27.4156,26.000002,2.3457685,0.7819228,0.120000005,0.0,125,0.16557917,,,,,
enabled_full,full,1.0,0.9,41,4,0.0,1,16,0.46267337,0.56172407,1.0041424,0.099050716,0.099050716,-27.091978,26.000002,2.2091575,0.7363858,0.16000001,0.0,125,0.13660525,,,,,
enabled_full,full,1.0,0.9,41,5,0.0,1,16,0.56172407,0.64294434,1.0903355,0.08122028,0.08122028,-28.301828,26.000002,2.398786,0.79959536,0.08800001,0.0,125,0.20186518,,,,,
enabled_full,full,1.0,0.9,41,6,0.0,1,16,0.64294434,0.7412571,1.0073901,0.09831276,0.09831276,-26.9897,26.000002,2.2163026,0.73876756,0.216,0.0,125,0.14658514,,,,,
enabled_full,full,1.0,0.9,41,7,0.0,1,16,0.7412571,0.8388399,1.0106267,0.097582795,0.097582795,-27.058678,26.000002,2.223423,0.741141,0.18400002,0.0,125,0.17107499,,,,,
enabled_full,full,1.0,0.9,41,8,0.0,1,16,0.8388399,0.94353807,0.980061,0.10469815,0.10469815,-26.507576,26.000002,2.1561773,0.7187258,0.16000001,0.0,125,0.12964705,,,,,
enabled_full,full,1.0,0.9,41,9,1.0,2,32,0.94353807,0.13797784,1.0248451,0.09443975,0.09443975,-27.204252,26.000002,2.2547042,0.7515681,0.15200001,0.0,125,0.13622852,-0.00016465857,48.72784,1.6092643,24.347664,1.0
enabled_full,full,1.0,0.9,41,10,0.0,2,32,0.13797784,0.22447173,1.0630145,0.086493894,0.086493894,-28.31316,26.000002,2.3386786,0.77955955,0.14400001,0.0,125,0.15906717,,,,,
enabled_full,full,1.0,0.9,41,11,0.0,2,32,0.22447173,0.32361004,1.0037585,0.0991383,0.0991383,-26.624886,26.000002,2.208313,0.73610437,0.17600001,0.0,125,0.14938405,,,,,
enabled_full,full,1.0,0.9,41,12,0.0,2,32,0.32361004,0.4112831,1.0571338,0.08767307,0.08767307,-26.993073,26.000002,2.3257408,0.775247,0.2,0.0,125,0.19010377,,,,,
enabled_full,full,1.0,0.9,41,13,0.0,2,32,0.4112831,0.5082883,1.0132048,0.09700523,0.09700523,-26.831316,26.0,2.2290952,0.74303174,0.22999999,0.0,100,0.15352334,,,,,
enabled_full,full,1.0,0.9,41,14,0.0,2,32,0.5082883,0.6021637,1.0274484,0.09387535,0.09387535,-26.758032,26.000002,2.2604318,0.7534773,0.14400001,0.0,125,0.16953021,,,,,
enabled_full,full,1.0,0.9,41,15,0.0,2,32,0.6021637,0.6935146,1.0392872,0.09135088,0.09135088,-26.208588,26.000002,2.2864776,0.7621592,0.128,0.0,125,0.15705514,,,,,
enabled_full,full,1.0,0.9,41,16,0.0,2,32,0.6935146,0.7948405,0.9942794,0.10132593,0.10132593,-27.159716,26.000002,2.1874583,0.7291528,0.2,0.0,125,0.155717,,,,,
enabled_full,full,1.0,0.9,41,17,0.0,2,32,0.7948405,0.8927751,1.0090638,0.097934596,0.097934596,-26.144827,26.000002,2.2199848,0.73999494,0.16000001,0.0,125,0.13546494,,,,,
enabled_full,full,1.0,0.9,41,18,0.0,2,32,0.8927751,0.9808755,1.0550224,0.088100344,0.088100344,-28.197462,26.000002,2.3210955,0.7736985,0.112,0.0,125,0.15813342,,,,,
enabled_full,full,1.0,0.9,41,19,1.0,3,48,0.9808755,0.17502394,1.0261868,0.094148435,0.094148435,-27.055592,26.000002,2.257656,0.75255203,0.128,0.0,125,0.15261249,-0.00031122353,46.254837,1.6091332,23.111015,1.0
enabled_full,full,1.0,0.9,41,20,0.0,3,48,0.17502394,0.2793854,0.98146,0.10436143,0.10436143,-26.227947,26.000002,2.159255,0.7197517,0.14400001,0.0,125,0.15372416,,,,,
enabled_full,full,1.0,0.9,41,21,0.0,3,48,0.2793854,0.36506003,1.0671476,0.08567466,0.08567466,-27.293665,26.000002,2.3477716,0.78259057,0.104,0.0,125,0.1827208,,,,,
enabled_full,full,1.0,0.9,41,22,0.0,3,48,0.36506003,0.45752203,1.0340368,0.09246199,0.09246199,-27.647198,26.000002,2.2749262,0.75830877,0.064,0.0,125,0.1454246,,,,,
enabled_full,full,1.0,0.9,41,23,0.0,3,48,0.45752203,0.5550967,1.010663,0.09757463,0.09757463,-27.654541,26.000002,2.223503,0.7411677,0.16800001,0.0,125,0.16705145,,,,,
enabled_full,full,1.0,0.9,41,24,0.0,3,48,0.5550967,0.6555968,0.9978335,0.100500114,0.100500114,-27.872883,26.000002,2.1952775,0.7317592,0.120000005,0.0,125,0.14063881,,,,,
