alpha,family,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,mean_update_fraction,final_update_counter,final_energy_E_post,final_depr_F_post,final_vartd_VarTD,total_support_s,total_debt_charge,max_debt_level_post
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,30,22.65395433094818,none,0.0,0.6,0.01,100.0,-21.84178352355957,26.0,0.0,0.4640810191631317,0.5,4.0,104.0,0.07840000092983246,98.0,-0.4462362229824066,0.0,5.393272399902344,0.0,3.30739164352417,0.5998619198799133
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,31,10.758034533937462,none,0.0,0.6,0.01,100.0,-21.450902938842773,26.0,0.0,0.48456045985221863,0.47999998927116394,4.0,104.0,0.07519999891519547,94.0,-0.5420351028442383,0.0,4.962764739990234,0.0,3.3655595779418945,0.6000000238418579
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,32,10.782476091990247,none,0.0,0.6,0.01,100.0,-21.93416976928711,26.0,0.0,0.4953007400035858,0.3999999761581421,4.0,104.0,0.07919999957084656,99.0,-0.0025148140266537666,0.0,4.526972770690918,0.0,3.3086812496185303,0.5751988291740417
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,33,10.745314038009383,none,0.0,0.6,0.01,100.0,-24.499330520629883,26.0,0.0,0.6283125877380371,0.19999998807907104,4.0,104.0,0.07280000299215317,91.0,-0.4032294750213623,0.0,3.3644204139709473,0.0,3.3695454597473145,0.5990964770317078
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,34,10.776998015935533,none,0.0,0.6,0.01,100.0,-22.151336669921875,26.0,0.0,0.4896487593650818,0.44999998807907104,4.0,104.0,0.07519999891519547,94.0,-0.43825021386146545,0.0,5.771517276763916,0.0,3.3835341930389404,0.6000000238418579
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,35,10.778981184004806,none,0.0,0.6,0.01,100.0,-23.71748924255371,26.0,0.0,0.5331720113754272,0.3499999940395355,4.0,104.0,0.07840000092983246,98.0,-0.0716458335518837,0.0,4.791199684143066,0.0,3.3310739994049072,0.6000000238418579
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,36,10.765715764951892,none,0.0,0.6,0.01,100.0,-32.12623596191406,26.0,0.0,1.158193588256836,0.09999999403953552,4.0,104.0,0.06560000032186508,82.0,-0.20221169292926788,0.0,4.584117889404297,0.0,3.434171676635742,0.6000000238418579
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,37,10.753611412947066,none,0.0,0.6,0.01,100.0,-27.027822494506836,26.0,0.0,0.9211563467979431,0.09999999403953552,4.0,104.0,0.07280000299215317,91.0,-0.26322051882743835,0.0,3.428356170654297,0.0,3.3890628814697266,0.5950896143913269
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,38,10.765919731929898,none,0.0,0.6,0.01,100.0,-21.177507400512695,26.0,0.009999999776482582,0.48544999957084656,0.38999998569488525,4.0,104.0,0.07199999690055847,90.0,-0.1269446760416031,0.0,4.63621187210083,0.0,3.3200583457946777,0.5953618884086609
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,39,10.779280474060215,none,0.0,0.6,0.01,100.0,-27.597152709960938,26.0,0.0,0.9027594327926636,0.09999999403953552,4.0,104.0,0.07360000163316727,92.0,-0.5005500316619873,0.0,4.732020854949951,0.0,3.3857645988464355,0.6000000238418579
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,40,10.80230300500989,none,0.0,0.6,0.01,100.0,-23.719783782958984,26.0,0.0,0.5247690081596375,0.3499999940395355,4.0,104.0,0.07519999891519547,94.0,-0.4558112919330597,0.0,5.234585762023926,0.0,3.3852429389953613,0.5986931920051575
0.288,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,41,10.795065184007399,none,0.0,0.6,0.01,100.0,-22.96246337890625,26.0,0.019999999552965164,0.4504462480545044,0.5699999928474426,4.0,104.0,0.07519999891519547,94.0,-0.4453279972076416,0.0,5.575189590454102,0.0,3.349076271057129,0.5970257520675659
