condition,horizon_label,alpha,c_upd,seed,runtime_sec,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_CSR_pre,eval_dbar_post_mean,eval_dbar_pre_mean,eval_occupied_post_mean,eval_occupied_pre_mean,eval_max_tilde_post_mean,eval_max_tilde_pre_mean,eval_episodes_per_env,eval_t_eval,eval_done_per_env_min,eval_done_per_env_max,mean_update_fraction,final_executed_updates,final_energy,final_funding_z,final_funding_g,final_vartd,train_final_return_end_mean,train_final_min_dists_end_mean,train_final_occupied_end_mean,train_final_CSR_train,train_final_dbar_end
fragile_full,full,0.0,0.58,30,12.235214968997752,100.0,-25.233842849731445,26.0,0.0,0.0,0.6404814720153809,0.6380053758621216,0.23999999463558197,0.19999998807907104,0.9564338326454163,0.9450989961624146,4.0,104.0,4.0,4.0,0.0032051282469183207,1.0,0.42000001668930054,1.0556923151016235,0.08796454966068268,0.13347776234149933,-27.824851989746094,2.3225693702697754,0.13600000739097595,0.0,0.774189829826355
fragile_full,full,0.0,0.58,31,2.4937790989934,100.0,-24.845096588134766,26.0,0.0,0.009999999776482582,0.6689586043357849,0.665542721748352,0.25,0.25999999046325684,1.0187177658081055,1.0110241174697876,4.0,104.0,4.0,4.0,0.0032051282469183207,1.0,0.42000001668930054,0.9905639290809631,0.10219649970531464,0.1698603481054306,-26.225196838378906,2.17928409576416,0.12800000607967377,0.0,0.7264280319213867
fragile_full,full,0.0,0.58,32,2.4971362430078443,100.0,-26.76552963256836,26.0,0.0,0.0,0.7406786680221558,0.7376197576522827,0.10999999940395355,0.10999999940395355,1.0135246515274048,1.008365273475647,4.0,104.0,4.0,4.0,0.0032051282469183207,1.0,0.42000001668930054,1.0685350894927979,0.08540138602256775,0.16168422996997833,-27.92599868774414,2.3508241176605225,0.15200001001358032,0.0,0.783608078956604
fragile_full,full,0.0,0.58,33,2.4932984249899164,100.0,-25.359060287475586,26.0,0.0,0.0,0.6269007921218872,0.6283268928527832,0.32999998331069946,0.25999999046325684,0.9257553815841675,0.924391508102417,4.0,104.0,4.0,4.0,0.0032051282469183207,1.0,0.42000001668930054,0.9964652061462402,0.1008172258734703,0.1850612759590149,-26.304176330566406,2.1922671794891357,0.18400001525878906,0.00800000037997961,0.7307557463645935
fragile_full,full,0.0,0.58,34,2.531335717998445,100.0,-28.71475601196289,26.0,0.0,0.0,0.7639579772949219,0.7662791609764099,0.17999999225139618,0.17000000178813934,1.1588743925094604,1.148382544517517,4.0,104.0,4.0,4.0,0.0032051282469183207,1.0,0.42000001668930054,1.063746690750122,0.08634820580482483,0.19287334382534027,-27.568180084228516,2.340289354324341,0.15200001001358032,0.0,0.7800964713096619
fragile_full,full,0.0,0.58,35,2.5806329550105147,100.0,-26.198461532592773,26.0,0.0,0.0,0.6914283633232117,0.684353768825531,0.22999998927116394,0.2800000011920929,0.9826812744140625,0.9817982912063599,4.0,104.0,4.0,4.0,0.0032051282469183207,1.0,0.42000001668930054,1.0441023111343384,0.0903436541557312,0.17375940084457397,-27.983078002929688,2.2970709800720215,0.18400001525878906,0.00800000037997961,0.7656903266906738
fragile_full,full,0.0,0.58,36,2.5895486030203756,100.0,-24.077821731567383,26.0,0.009999999776482582,0.0,0.609361469745636,0.6114078760147095,0.29999998211860657,0.3100000023841858,0.8830616474151611,0.8867604732513428,4.0,104.0,4.0,4.0,0.0032051282469183207,1.0,0.42000001668930054,0.9817449450492859,0.10429298132658005,0.14569616317749023,-25.853185653686523,2.159882068634033,0.17600001394748688,0.0,0.7199606895446777
fragile_full,full,0.0,0.58,37,2.5006386280001607,100.0,-24.280658721923828,26.0,0.009999999776482582,0.0,0.5301930904388428,0.5287474393844604,0.35999998450279236,0.32999998331069946,0.7777040004730225,0.771553099155426,4.0,104.0,4.0,4.0,0.0032051282469183207,1.0,0.42000001668930054,1.0770899057388306,0.08373559266328812,0.1991901695728302,-27.80693817138672,2.369645118713379,0.12000000476837158,0.0,0.789881706237793
fragile_full,full,0.0,0.58,38,2.3857005090103485,100.0,-28.925975799560547,26.0,0.0,0.0,0.8532305955886841,0.8467316627502441,0.08999999612569809,0.07000000029802322,1.2240411043167114,1.2147915363311768,4.0,104.0,4.0,4.0,0.0032051282469183207,1.0,0.42000001668930054,1.0424034595489502,0.0906977429986,0.17186856269836426,-27.490068435668945,2.2933335304260254,0.19200000166893005,0.0,0.7644445300102234
fragile_full,full,0.0,0.58,39,2.3836070940014906,100.0,-24.551103591918945,26.0,0.0,0.0,0.6093488931655884,0.6079915761947632,0.25,0.22999998927116394,0.8784109354019165,0.8780871629714966,4.0,104.0,4.0,4.0,0.0032051282469183207,1.0,0.42000001668930054,1.079622507095337,0.08324869722127914,0.18757280707359314,-28.252784729003906,2.3752169609069824,0.12800000607967377,0.0,0.7917389869689941
