condition,horizon_label,alpha,c_upd,seed,update,update_u,update_counter,opt_step,energy_E_pre,energy_E_post,funding_z,funding_g,funding_income,episode_return_end_mean,episode_len_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,terminal_done_count_end,vartd_VarTD,actor_loss,critic_loss,entropy,total_loss,ratio0
fragile_full,full,0.0,0.58,32,0,1.0,1,16,1.0,0.42000002,1.0896366,0.081351094,0.0,-27.649183,26.0,2.3972483,0.79908276,0.11,0.0,100,0.14627017,-0.00047311583,54.939728,1.6093731,27.453299,1.0
fragile_full,full,0.0,0.58,32,1,0.0,1,16,0.42000002,0.42000002,1.032696,0.09274787,0.0,-27.181986,26.000002,2.2719765,0.75732553,0.224,0.0,125,0.12728252,,,,,
fragile_full,full,0.0,0.58,32,2,0.0,1,16,0.42000002,0.42000002,0.96812916,0.1076145,0.0,-25.859322,26.000002,2.1299267,0.7099756,0.16800001,0.0,125,0.13966624,,,,,
fragile_full,full,0.0,0.58,32,3,0.0,1,16,0.42000002,0.42000002,0.97747767,0.10532278,0.0,-26.234444,26.000002,2.1504939,0.7168313,0.296,0.0,125,0.15139149,,,,,
fragile_full,full,0.0,0.58,32,4,0.0,1,16,0.42000002,0.42000002,1.0631022,0.08647643,0.0,-28.573265,26.000002,2.3388717,0.7796239,0.17600001,0.0,125,0.17896935,,,,,
fragile_full,full,0.0,0.58,32,5,0.0,1,16,0.42000002,0.42000002,1.0573081,0.08763788,0.0,-28.22383,26.000002,2.3261242,0.77537477,0.096,0.0,125,0.1796972,,,,,
fragile_full,full,0.0,0.58,32,6,0.0,1,16,0.42000002,0.42000002,1.0522563,0.08866326,0.0,-27.163889,26.000002,2.31501,0.77167004,0.096,0.0,125,0.16679008,,,,,
fragile_full,full,0.0,0.58,32,7,0.0,1,16,0.42000002,0.42000002,1.0577364,0.0875515,0.0,-27.68938,26.000002,2.3270667,0.7756889,0.104,0.0,125,0.15295088,,,,,
fragile_full,full,0.0,0.58,32,8,0.0,1,16,0.42000002,0.42000002,1.0063065,0.09855835,0.0,-26.877203,26.000002,2.2139184,0.73797286,0.16000001,0.0,125,0.1636968,,,,,
fragile_full,full,0.0,0.58,32,9,0.0,1,16,0.42000002,0.42000002,1.059772,0.08714208,0.0,-27.793196,26.000002,2.3315449,0.7771816,0.128,0.0,125,0.13959591,,,,,
fragile_full,full,0.0,0.58,32,10,0.0,1,16,0.42000002,0.42000002,1.0407195,0.091050096,0.0,-27.979042,26.000002,2.2896287,0.7632096,0.16800001,0.0,125,0.16920692,,,,,
fragile_full,full,0.0,0.58,32,11,0.0,1,16,0.42000002,0.42000002,1.0766861,0.08381347,0.0,-28.066284,26.000002,2.3687568,0.7895856,0.18400002,0.0,125,0.14015202,,,,,
