update,update_u_mean,update_u_q25,update_u_q75,update_u_std,update_counter_mean,update_counter_q25,update_counter_q75,update_counter_std,energy_E_pre_mean,energy_E_pre_q25,energy_E_pre_q75,energy_E_pre_std,energy_E_post_mean,energy_E_post_q25,energy_E_post_q75,energy_E_post_std,energy_E_raw_mean,energy_E_raw_q25,energy_E_raw_q75,energy_E_raw_std,funding_z_mean,funding_z_q25,funding_z_q75,funding_z_std,funding_g_mean,funding_g_q25,funding_g_q75,funding_g_std,funding_g_raw_mean,funding_g_raw_q25,funding_g_raw_q75,funding_g_raw_std,funding_cut_active_mean,funding_cut_active_q25,funding_cut_active_q75,funding_cut_active_std,funding_income_mean,funding_income_q25,funding_income_q75,funding_income_std,funding_alpha_eff_mean,funding_alpha_eff_q25,funding_alpha_eff_q75,funding_alpha_eff_std,support_s_mean,support_s_q25,support_s_q75,support_s_std,debt_charge_mean,debt_charge_q25,debt_charge_q75,debt_charge_std,debt_level_pre_mean,debt_level_pre_q25,debt_level_pre_q75,debt_level_pre_std,debt_level_post_mean,debt_level_post_q25,debt_level_post_q75,debt_level_post_std,episode_return_end_mean_mean,episode_return_end_mean_q25,episode_return_end_mean_q75,episode_return_end_mean_std,terminal_min_dists_end_mean_mean,terminal_min_dists_end_mean_q25,terminal_min_dists_end_mean_q75,terminal_min_dists_end_mean_std,terminal_dbar_end_mean,terminal_dbar_end_q25,terminal_dbar_end_q75,terminal_dbar_end_std,terminal_occupied_end_mean_mean,terminal_occupied_end_mean_q25,terminal_occupied_end_mean_q75,terminal_occupied_end_mean_std,terminal_CSR_train_mean,terminal_CSR_train_q25,terminal_CSR_train_q75,terminal_CSR_train_std,vartd_VarTD_mean,vartd_VarTD_q25,vartd_VarTD_q75,vartd_VarTD_std,depr_F_mean,depr_F_q25,depr_F_q75,depr_F_std,depr_F_post_mean,depr_F_post_q25,depr_F_post_q75,depr_F_post_std
1006,0.0,0.0,0.0,0.0,2.5625,2.0,3.0,0.5040161287741853,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.60707253,-0.612000048160553,-0.60285285115242,0.004713741,0.9949683,0.9782307595014572,1.016922652721405,0.02989333,0.056638207,0.0,0.10514035075902939,0.054180898,0.10139965,0.09618158638477325,0.10514035075902939,0.0070698154,0.53125,0.0,1.0,0.50700736,0.004927524,0.0,0.009147210279479623,0.0047137383,0.087,0.08699999749660492,0.08699999749660492,0.0,0.0,0.0,0.0,0.0,0.012,0.012000000104308128,0.012000000104308128,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,-26.71127,-27.21865224838257,-26.396377563476562,0.6411688,2.188974,2.1521506309509277,2.2372745275497437,0.06576664,0.729658,0.7173835635185242,0.7457582056522369,0.021922218,0.16325001,0.14400000870227814,0.18400001525878906,0.036624514,0.00025,0.0,0.0,0.0014142137,0.1489756,0.13678275793790817,0.16230494529008865,0.018541671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,0.0,0.0,0.0,0.0,2.5625,2.0,3.0,0.5040161287741853,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6068091,-0.612000048160553,-0.6027000993490219,0.004661644,0.99882615,0.9710386395454407,1.0180047452449799,0.03458824,0.05966661,0.0,0.10689597576856613,0.05358215,0.10057673,0.09594208002090454,0.10689597576856613,0.0079222815,0.5625,0.0,1.0,0.5040161,0.005190995,0.0,0.009299949742853642,0.004661647,0.087,0.08699999749660492,0.08699999749660492,0.0,0.0,0.0,0.0,0.0,0.012,0.012000000104308128,0.012000000104308128,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,-26.942913,-27.44242763519287,-26.323004722595215,0.73451674,2.1974614,2.1363276839256287,2.239655077457428,0.07609564,0.73248714,0.7121092677116394,0.7465517073869705,0.025365213,0.17050001,0.15000000968575478,0.20000000298023224,0.03868483,0.00075,0.0,0.0,0.0023691568,0.15916751,0.14685935899615288,0.16843217238783836,0.017620843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,0.0,0.0,0.0,0.0,2.5625,2.0,3.0,0.5040161287741853,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6058182,-0.612000048160553,-0.602391853928566,0.0045588906,0.9847929,0.9568767994642258,1.0075655281543732,0.03225086,0.07105533,0.0,0.11043919995427132,0.052401073,0.10383913,0.09827307239174843,0.11043919995427132,0.007653679,0.65625,0.0,1.0,0.4825587,0.0061818133,0.0,0.009608210064470768,0.0045588934,0.087,0.08699999749660492,0.08699999749660492,0.0,0.0,0.0,0.0,0.0,0.012,0.012000000104308128,0.012000000104308128,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,-26.716711,-27.179484367370605,-26.21528387069702,0.7512831,2.1665876,2.105170965194702,2.2166884541511536,0.07095332,0.72219586,0.7017236649990082,0.7388961911201477,0.023651103,0.16475001,0.14400000870227814,0.1860000118613243,0.030470503,0.00025,0.0,0.0,0.0014142137,0.14674716,0.1318138875067234,0.15743786469101906,0.019187175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,0.0,0.0,0.0,0.0,2.5625,2.0,3.0,0.5040161287741853,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.60714775,-0.612000048160553,-0.6029896885156631,0.0046385378,1.0037488,0.9847766011953354,1.021172672510147,0.034072716,0.055773526,0.0,0.10356759466230869,0.05331653,0.09943288,0.09524350240826607,0.10356759466230869,0.0076661985,0.53125,0.0,1.0,0.50700736,0.0048522963,0.0,0.009010380133986473,0.0046385378,0.087,0.08699999749660492,0.08699999749660492,0.0,0.0,0.0,0.0,0.0,0.012,0.012000000104308128,0.012000000104308128,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,-26.927917,-27.288235664367676,-26.316040992736816,0.7435077,2.2082915,2.1665518283843994,2.2466246485710144,0.07496146,0.73609716,0.7221839725971222,0.7488749176263809,0.024987161,0.16375001,0.13600000739097595,0.19200000166893005,0.031082615,0.0,0.0,0.0,0.0,0.15659373,0.13936853408813477,0.17055822163820267,0.021475516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,0.0,0.0,0.0,0.0,2.5625,2.0,3.0,0.5040161287741853,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6062309,-0.612000048160553,-0.6027301400899887,0.0045543774,0.9920823,0.9724443703889847,1.0075975954532623,0.030100886,0.066311896,0.0,0.10655059665441513,0.052349143,0.10207711,0.09826579503715038,0.10655059665441513,0.0070843757,0.625,0.0,1.0,0.4918694,0.0057691345,0.0,0.009269901551306248,0.004554375,0.087,0.08699999749660492,0.08699999749660492,0.0,0.0,0.0,0.0,0.0,0.012,0.012000000104308128,0.012000000104308128,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,-27.024208,-27.49543333053589,-26.653864860534668,0.7186124,2.1826246,2.1394203305244446,2.2167590260505676,0.06622327,0.72754157,0.7131401151418686,0.7389197051525116,0.022074422,0.1675,0.12800000607967377,0.19200000166893005,0.04872305,0.0005,0.0,0.0,0.0019674776,0.14775828,0.13678185269236565,0.1579732932150364,0.015303877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,0.0,0.0,0.0,0.0,2.5625,2.0,3.0,0.5040161287741853,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.60669583,-0.612000048160553,-0.6024853438138962,0.004766313,0.99402606,0.9611270278692245,1.0189523100852966,0.038678538,0.060968086,0.0,0.10936425440013409,0.05478521,0.10177452,0.09572996757924557,0.10936425440013409,0.0090436945,0.5625,0.0,1.0,0.5040161,0.0053042234,0.0,0.009514689911156893,0.0047663134,0.087,0.08699999749660492,0.08699999749660492,0.0,0.0,0.0,0.0,0.0,0.012,0.012000000104308128,0.012000000104308128,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,-26.888144,-27.413687705993652,-26.313257694244385,0.8002018,2.1869009,2.1145216822624207,2.241739869117737,0.085094474,0.728967,0.7048405706882477,0.747246652841568,0.028364824,0.16625,0.13600000739097595,0.19200000166893005,0.04077871,0.00025,0.0,0.0,0.0014142137,0.15337627,0.1353921853005886,0.16907590255141258,0.021057714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,0.0,0.0,0.0,0.0,2.5625,2.0,3.0,0.5040161287741853,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6073554,-0.612000048160553,-0.6029908508062363,0.0047388086,1.0029322,0.9848346412181854,1.0367087423801422,0.04040412,0.053386427,0.0,0.10355373844504356,0.054469038,0.0997485,0.09189795143902302,0.10355373844504356,0.009436715,0.5,0.0,1.0,0.5080005,0.0046446193,0.0,0.009009174769744277,0.0047388063,0.087,0.08699999749660492,0.08699999749660492,0.0,0.0,0.0,0.0,0.0,0.012,0.012000000104308128,0.012000000104308128,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,-26.90368,-27.46292781829834,-26.578493118286133,0.7559808,2.2064948,2.1666795015335083,2.2808048725128174,0.088890836,0.7354983,0.7222265154123306,0.7602683305740356,0.029630274,0.16475001,0.1340000070631504,0.18400001525878906,0.03668084,0.00075,0.0,0.0,0.0031212075,0.1506061,0.139967393130064,0.159599669277668,0.019923728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,0.0,0.0,0.0,0.0,2.5625,2.0,3.0,0.5040161287741853,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6078245,-0.612000048160553,-0.6024661362171173,0.0048282705,0.99704444,0.9602484852075577,1.0220561027526855,0.04074482,0.047995016,0.0,0.1095853541046381,0.055497367,0.101118125,0.09504819847643375,0.1095853541046381,0.009668781,0.4375,0.0,1.0,0.5040161,0.0041755666,0.0,0.009533925680443645,0.0048282705,0.087,0.08699999749660492,0.08699999749660492,0.0,0.0,0.0,0.0,0.0,0.012,0.012000000104308128,0.012000000104308128,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,-26.784292,-27.280768394470215,-26.258925437927246,0.7499123,2.1935415,2.112588882446289,2.24856835603714,0.0896404,0.73118055,0.7041963338851929,0.7495228201150894,0.029880129,0.16950001,0.1420000083744526,0.20200000330805779,0.03952949,0.00025,0.0,0.0,0.0014142137,0.15294057,0.13803426921367645,0.1649642065167427,0.018283578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,0.0,0.0,0.0,0.0,2.5625,2.0,3.0,0.5040161287741853,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.609075,-0.612000048160553,-0.6030545979738235,0.004416287,1.0121452,0.9879217743873596,1.0316508412361145,0.039878756,0.033620924,0.0,0.10282127931714058,0.050761934,0.09763846,0.09297427907586098,0.10282127931714058,0.008927178,0.3125,0.0,1.0,0.4709291,0.0029250202,0.0,0.008945450885221362,0.0044162883,0.087,0.08699999749660492,0.08699999749660492,0.0,0.0,0.0,0.0,0.0,0.012,0.012000000104308128,0.012000000104308128,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,-27.192095,-27.76161289215088,-26.553402423858643,0.81652075,2.2267637,2.1734712719917297,2.2696771025657654,0.08773501,0.7422546,0.7244904637336731,0.7565590590238571,0.029245002,0.156875,0.11999999731779099,0.1899999976158142,0.04596194,0.0,0.0,0.0,0.0,0.15359914,0.14100021123886108,0.16494687646627426,0.018664753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,0.0,0.0,0.0,0.0,2.5625,2.0,3.0,0.5040161287741853,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6,-0.6000000238418579,-0.6000000238418579,0.0,-0.6064363,-0.612000048160553,-0.6026194095611572,0.0046862,0.99569124,0.967289611697197,1.0291576087474823,0.039714467,0.06395106,0.0,0.10782351717352867,0.05386439,0.10140143,0.09350666031241417,0.10782351717352867,0.009097407,0.59375,0.0,1.0,0.49899092,0.0055637425,0.0,0.009380646049976349,0.004686202,0.087,0.08699999749660492,0.08699999749660492,0.0,0.0,0.0,0.0,0.0,0.012,0.012000000104308128,0.012000000104308128,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,0.6,0.6000000238418579,0.6000000238418579,0.0,-26.76396,-27.360215663909912,-26.18833827972412,0.8786308,2.1905644,2.128079652786255,2.2641918659210205,0.087373555,0.7301882,0.7093598991632462,0.7547306269407272,0.02912452,0.172,0.1420000083744526,0.20000000298023224,0.03892756,0.0,0.0,0.0,0.0,0.14814073,0.1383310705423355,0.16432621330022812,0.018135926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
