n_seeds,late_window_updates,rho_mean,rho_sd,p_active_mean,p_active_sd,p_sustained_mean,p_sustained_sd,p_bursty_mean,p_bursty_sd,late_update_count_mean,late_update_count_sd,active_blocks_mean,active_blocks_sd,chi_rho,eval_return_end_mean_mean,eval_return_end_mean_sd,eval_CSR_post_mean,eval_CSR_post_sd,eval_dbar_post_mean_mean,eval_dbar_post_mean_sd,final_update_counter_mean,final_update_counter_sd,final_energy_E_post_mean,final_energy_E_post_sd,final_depr_F_post_mean,final_depr_F_post_sd,final_vartd_VarTD_mean,final_vartd_VarTD_sd,alpha,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,total_timesteps
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.895461718241375,1.5968775846225,0.0,0.0,0.6851916313171387,0.10288665914548215,1.0,0.0,0.4599999785423279,0.0,0.0,0.0,0.1636954229325056,0.03382616136235675,0.0,hardzero_only,hardzero_only__c0p54__z1p05__lam0p000__nu0p50__psi0p00,0.54,1.05,0.0,0.5,0.0,4000000
12,313,0.0007987220447284345,0.0014449425458998256,0.25,0.45226701686664544,0.0,0.0,0.25,0.45226701686664544,0.25,0.45226701686664544,0.25,0.45226701686664544,2.0878589609514697e-06,-24.51254685719808,1.3343927882411335,0.0024999999441206455,0.004522670067576898,0.5850274960199991,0.06329475919629324,3.25,0.45226701686664544,0.3515736075739066,0.19767219768579686,0.0,0.0,0.15482865460217,0.030529083625792933,0.01,hardzero_only,hardzero_only__c0p54__z1p05__lam0p000__nu0p50__psi0p00,0.54,1.05,0.0,0.5,0.0,4000000
12,313,0.003461128860489883,0.0009222847750632999,1.0,0.0,0.0,0.0,1.0,0.0,1.0833333333333333,0.28867513459481287,1.0833333333333333,0.28867513459481287,8.506092063135617e-07,-23.645410537719727,0.632486476782436,0.005833333202948173,0.009003366172544281,0.5208646828929583,0.027144104032396595,5.75,0.45226701686664544,0.27042436351378757,0.11681316370211803,0.0,0.0,0.15237858146429062,0.032061357063509335,0.02,hardzero_only,hardzero_only__c0p54__z1p05__lam0p000__nu0p50__psi0p00,0.54,1.05,0.0,0.5,0.0,4000000
12,313,0.006389776357827476,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,-24.06720209121704,0.475360654306329,0.007499999832361937,0.006215815466146305,0.506088005999724,0.013961277755383614,8.75,0.45226701686664544,0.21558008156716824,0.13209616724214757,0.0,0.0,0.15467187575995922,0.02791999551991823,0.03,hardzero_only,hardzero_only__c0p54__z1p05__lam0p000__nu0p50__psi0p00,0.54,1.05,0.0,0.5,0.0,4000000
12,313,0.009318423855165068,0.0009222847750632998,1.0,0.0,0.9166666666666666,0.28867513459481287,0.08333333333333333,0.28867513459481287,2.9166666666666665,0.28867513459481287,2.9166666666666665,0.28867513459481287,8.506092063135615e-07,-23.924283504486084,0.6085721689235215,0.0008333333147068819,0.0028867512814242076,0.5086854621767998,0.015325250404988961,11.5,0.7977240352174656,0.2584069628889362,0.17403156116440804,0.0,0.0,0.19463257243235907,0.026971691618299674,0.04,hardzero_only,hardzero_only__c0p54__z1p05__lam0p000__nu0p50__psi0p00,0.54,1.05,0.0,0.5,0.0,4000000
12,313,0.012779552715654952,0.0013623048968409612,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.4264014327112209,3.9166666666666665,0.28867513459481287,1.8558746319568619e-06,-23.794809023539226,0.53504633059906,0.004999999888241291,0.0052223295619427705,0.5063301374514898,0.019909063274744312,14.583333333333334,0.7929614610987591,0.30708347311398637,0.17369931519888698,0.0,0.0,0.27907744795084,0.047301413721242,0.05,hardzero_only,hardzero_only__c0p54__z1p05__lam0p000__nu0p50__psi0p00,0.54,1.05,0.0,0.5,0.0,4000000
12,313,0.015708200212992542,0.0016451394586084256,1.0,0.0,1.0,0.0,0.0,0.0,4.916666666666667,0.5149286505444373,4.0,0.0,2.7064838382704236e-06,-23.800342559814453,0.5407370204430075,0.0041666665735344095,0.006685579084780874,0.5026856164137522,0.03431241484433581,18.083333333333332,0.90033663737852,0.25806116840491694,0.14492940999970508,0.0,0.0,0.48532720903555554,0.07961978783071554,0.06,hardzero_only,hardzero_only__c0p54__z1p05__lam0p000__nu0p50__psi0p00,0.54,1.05,0.0,0.5,0.0,4000000
12,313,0.022896698615548456,0.002293100838866688,1.0,0.0,1.0,0.0,0.0,0.0,7.166666666666667,0.7177405625652734,4.0,0.0,5.258311457211108e-06,-23.662838141123455,0.576313980256498,0.0033333332588275275,0.006513389327203697,0.49626996864875156,0.015838910372079518,25.333333333333332,1.2309149097933274,0.32018382878353197,0.1806278541802771,0.0,0.0,1.2391880452632904,0.15324235277234768,0.08,hardzero_only,hardzero_only__c0p54__z1p05__lam0p000__nu0p50__psi0p00,0.54,1.05,0.0,0.5,0.0,4000000
12,313,0.030351437699680503,0.001668475935677615,1.0,0.0,1.0,0.0,0.0,0.0,9.5,0.5222329678670935,4.0,0.0,2.7838119479352927e-06,-23.410673300425213,0.7214403608955351,0.005833333202948173,0.007929614433746892,0.4941021104653676,0.018943615528228073,32.833333333333336,1.1146408580454255,0.2824321584776044,0.17515467928744397,0.0,0.0,2.339974115292231,0.17966761382625743,0.1,hardzero_only,hardzero_only__c0p54__z1p05__lam0p000__nu0p50__psi0p00,0.54,1.05,0.0,0.5,0.0,4000000
12,313,0.03807241746538871,0.002135967806458535,1.0,0.0,1.0,0.0,0.0,0.0,11.916666666666666,0.6685579234215215,4.0,0.0,4.562358470227285e-06,-23.19563627243042,0.6202929813766024,0.004999999888241291,0.0067419984739370085,0.4871334607402484,0.015082315324122145,40.833333333333336,1.5275252316519465,0.2927355657642086,0.14122427929512266,0.0,0.0,3.7833370169003806,0.2754053784862904,0.12,hardzero_only,hardzero_only__c0p54__z1p05__lam0p000__nu0p50__psi0p00,0.54,1.05,0.0,0.5,0.0,4000000
