condition,horizon_label,alpha,c_upd,seed,update,update_u,update_counter,opt_step,energy_E_pre,energy_E_post,funding_z,funding_g,funding_income,episode_return_end_mean,episode_len_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,terminal_done_count_end,vartd_VarTD,actor_loss,critic_loss,entropy,total_loss,ratio0
enabled_full,full,1.0,0.9,31,0,1.0,1,16,1.0,0.19410022,1.0264095,0.09410019,0.09410019,-27.196106,26.0,2.258146,0.75271535,0.14,0.0,100,0.1476657,-0.0006548035,51.270523,1.609282,25.618511,1.0
enabled_full,full,1.0,0.9,31,1,0.0,1,16,0.19410022,0.29485255,0.99674475,0.10075235,0.10075235,-25.570162,26.000002,2.1928823,0.7309608,0.16000001,0.008,125,0.1482845,,,,,
enabled_full,full,1.0,0.9,31,2,0.0,1,16,0.29485255,0.39023086,1.0205504,0.09537831,0.09537831,-27.237524,26.000002,2.2452557,0.74841857,0.104,0.0,125,0.15292232,,,,,
enabled_full,full,1.0,0.9,31,3,0.0,1,16,0.39023086,0.48668563,1.0156763,0.09645478,0.09645478,-26.906452,26.000002,2.2345324,0.74484414,0.2,0.0,125,0.16133974,,,,,
enabled_full,full,1.0,0.9,31,4,0.0,1,16,0.48668563,0.5675333,1.0923326,0.08084766,0.08084766,-27.65475,26.000002,2.4031796,0.8010599,0.15200001,0.0,125,0.18771274,,,,,
enabled_full,full,1.0,0.9,31,5,0.0,1,16,0.5675333,0.6596581,1.0356236,0.092124775,0.092124775,-27.296558,26.000002,2.2784173,0.7594725,0.16000001,0.0,125,0.15995422,,,,,
enabled_full,full,1.0,0.9,31,6,0.0,1,16,0.6596581,0.7530413,1.0297309,0.09338326,0.09338326,-27.24937,26.000002,2.2654533,0.75515115,0.112,0.0,125,0.1595321,,,,,
enabled_full,full,1.0,0.9,31,7,0.0,1,16,0.7530413,0.8476485,1.024076,0.09460715,0.09460715,-27.175455,26.000002,2.2530122,0.7510041,0.14400001,0.0,125,0.15863153,,,,,
enabled_full,full,1.0,0.9,31,8,0.0,1,16,0.8476485,0.9432703,1.019443,0.09562181,0.09562181,-27.581179,26.000002,2.2428195,0.7476065,0.208,0.0,125,0.16219775,,,,,
enabled_full,full,1.0,0.9,31,9,1.0,2,32,0.9432703,0.1428494,1.001832,0.09957905,0.09957905,-27.178953,26.000002,2.2040744,0.7346915,0.112,0.0,125,0.14915685,-0.00040303892,48.637997,1.6085789,24.302511,1.0
enabled_full,full,1.0,0.9,31,10,0.0,2,32,0.1428494,0.23985723,1.0131932,0.09700782,0.09700782,-26.211128,26.000002,2.2290697,0.7430233,0.112,0.008,125,0.15354271,,,,,
enabled_full,full,1.0,0.9,31,11,0.0,2,32,0.23985723,0.3467586,0.9710166,0.10690139,0.10690139,-26.71315,26.000002,2.136279,0.71209306,0.18400002,0.0,125,0.15736407,,,,,
enabled_full,full,1.0,0.9,31,12,0.0,2,32,0.3467586,0.4428185,1.017458,0.09605989,0.09605989,-27.821728,26.000002,2.2384522,0.74615073,0.16000001,0.0,125,0.16704565,,,,,
enabled_full,full,1.0,0.9,31,13,0.0,2,32,0.4428185,0.53864175,1.0185289,0.09582328,0.09582328,-27.637217,26.0,2.2408085,0.7469362,0.21,0.0,100,0.1689747,,,,,
enabled_full,full,1.0,0.9,31,14,0.0,2,32,0.53864175,0.63100195,1.0345153,0.09236018,0.09236018,-27.022064,26.000002,2.275979,0.7586597,0.2,0.0,125,0.15522772,,,,,
enabled_full,full,1.0,0.9,31,15,0.0,2,32,0.63100195,0.7285148,1.0109383,0.09751282,0.09751282,-26.648394,26.000002,2.2241087,0.7413696,0.112,0.0,125,0.14397347,,,,,
enabled_full,full,1.0,0.9,31,16,0.0,2,32,0.7285148,0.81843096,1.0461621,0.089916185,0.089916185,-28.111067,26.000002,2.3016026,0.7672009,0.136,0.0,125,0.1622753,,,,,
enabled_full,full,1.0,0.9,31,17,0.0,2,32,0.81843096,0.91905767,0.99728674,0.1006267,0.1006267,-26.224493,26.000002,2.1940746,0.73135823,0.216,0.0,125,0.14208858,,,,,
enabled_full,full,1.0,0.9,31,18,1.0,3,48,0.91905767,0.12788647,0.9632562,0.10882878,0.10882878,-26.58381,26.000002,2.119206,0.706402,0.208,0.0,125,0.15694712,-0.00032678104,46.145382,1.6076932,23.056286,1.0
enabled_full,full,1.0,0.9,31,19,0.0,3,48,0.12788647,0.23987451,0.9508283,0.11198804,0.11198804,-25.903692,26.000002,2.091864,0.69728804,0.2,0.0,125,0.15965408,,,,,
enabled_full,full,1.0,0.9,31,20,0.0,3,48,0.23987451,0.35427386,0.9415765,0.11439933,0.11439933,-26.210758,26.000002,2.0715096,0.69050324,0.208,0.0,125,0.14954641,,,,,
enabled_full,full,1.0,0.9,31,21,0.0,3,48,0.35427386,0.46533042,0.9544558,0.11105655,0.11105655,-26.872286,26.000002,2.0998447,0.69994825,0.192,0.0,125,0.16574772,,,,,
enabled_full,full,1.0,0.9,31,22,0.0,3,48,0.46533042,0.5683306,0.98716205,0.10300018,0.10300018,-26.682177,26.000002,2.1718,0.72393334,0.17600001,0.0,125,0.16277233,,,,,
enabled_full,full,1.0,0.9,31,23,0.0,3,48,0.5683306,0.66859704,0.9988442,0.10026647,0.10026647,-27.184584,26.000002,2.1975012,0.73250043,0.15200001,0.0,125,0.16702454,,,,,
enabled_full,full,1.0,0.9,31,24,0.0,3,48,0.66859704,0.7617375,1.0308615,0.09314049,0.09314049,-27.51724,26.000002,2.2679405,0.7559802,0.192,0.008,125,0.17377098,,,,,
enabled_full,full,1.0,0.9,31,25,0.0,3,48,0.7617375,0.8587184,1.0133139,0.09698088,0.09698088,-27.155233,26.000002,2.229335,0.7431117,0.18400002,0.0,125,0.14759746,,,,,
enabled_full,full,1.0,0.9,31,26,0.0,3,48,0.8587184,0.97234964,0.9445021,0.11363127,0.11363127,-26.614408,26.0,2.0779462,0.69264877,0.26,0.0,100,0.15448947,,,,,
enabled_full,full,1.0,0.9,31,27,1.0,4,64,0.97234964,0.17918204,0.97129714,0.10683237,0.10683237,-26.179768,26.000002,2.1368964,0.7122988,0.16800001,0.0,125,0.1606884,-0.00027132645,48.721397,1.6065643,24.34436,1.0
