condition,horizon_label,alpha,c_upd,seed,update,update_u,update_counter,opt_step,energy_E_pre,energy_E_post,funding_z,funding_g,funding_income,episode_return_end_mean,episode_len_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,terminal_done_count_end,vartd_VarTD,actor_loss,critic_loss,entropy,total_loss,ratio0
enabled_full,full,1.0,0.9,37,0,1.0,1,16,1.0,0.18793075,1.0558593,0.087930724,0.087930724,-27.021385,26.0,2.3229368,0.77431226,0.17999999,0.0,100,0.14021628,-0.000755528,53.00463,1.6093196,26.485468,1.0
enabled_full,full,1.0,0.9,37,1,0.0,1,16,0.18793075,0.2820801,1.0261827,0.09414936,0.09414936,-27.21487,26.000002,2.2576468,0.75254893,0.18400002,0.0,125,0.16348863,,,,,
enabled_full,full,1.0,0.9,37,2,0.0,1,16,0.2820801,0.3759067,1.0276741,0.093826585,0.093826585,-27.756247,26.000002,2.2609282,0.75364274,0.16000001,0.0,125,0.16655353,,,,,
enabled_full,full,1.0,0.9,37,3,0.0,1,16,0.3759067,0.47082707,1.0226406,0.09492037,0.09492037,-27.24306,26.000002,2.2498543,0.7499515,0.16800001,0.008,125,0.15643169,,,,,
enabled_full,full,1.0,0.9,37,4,0.0,1,16,0.47082707,0.56620437,1.0205549,0.09537731,0.09537731,-27.902552,26.000002,2.2452657,0.7484219,0.136,0.0,125,0.1409361,,,,,
enabled_full,full,1.0,0.9,37,5,0.0,1,16,0.56620437,0.66828924,0.9910387,0.10208485,0.10208485,-26.227184,26.000002,2.1803286,0.72677624,0.24800001,0.0,125,0.11963103,,,,,
enabled_full,full,1.0,0.9,37,6,0.0,1,16,0.66828924,0.76685596,1.0062698,0.0985667,0.0985667,-27.5533,26.000002,2.2138379,0.737946,0.18400002,0.0,125,0.15259023,,,,,
enabled_full,full,1.0,0.9,37,7,0.0,1,16,0.76685596,0.8550711,1.0544566,0.08821519,0.08821519,-27.332844,26.000002,2.319851,0.77328366,0.14400001,0.0,125,0.15119033,,,,,
enabled_full,full,1.0,0.9,37,8,0.0,1,16,0.8550711,0.94120544,1.0648237,0.08613432,0.08613432,-27.610048,26.000002,2.342659,0.78088635,0.128,0.0,125,0.15323897,,,,,
enabled_full,full,1.0,0.9,37,9,1.0,2,32,0.94120544,0.14006937,1.0049622,0.0988639,0.0988639,-27.21536,26.000002,2.210961,0.73698705,0.17600001,0.0,125,0.14291406,-0.00034415346,49.568314,1.6087489,24.767725,1.0
