seed,late_g_eff_mean,late_g_raw_mean,late_alpha_g_eff_mean,late_debt_charge_mean,late_margin_mean,late_break_even_alpha_est,late_debt_floor_frac,late_negative_energy_frac,late_debt_level_mean,late_update_u_mean,late_cut_active_frac,late_window_updates
30,0.1806240551923077,0.1806240551923077,0.03901479592153846,0.0,0.03901479592153846,0.0,0.0,0.9711538461538461,0.2716123421121795,0.0673076923076923,1.0,312
31,0.18243341150641024,0.18243341150641024,0.03940561688538461,0.0,0.03940561688538461,0.0,0.0,0.9647435897435898,0.2735038969070513,0.0673076923076923,1.0,312
32,0.17487042769230768,0.17487042769230768,0.03777201238153846,0.0,0.03777201238153846,0.0,0.0,0.9615384615384616,0.27181086856923076,0.0673076923076923,1.0,312
33,0.1831051705448718,0.1831051705448718,0.03955071683769231,0.0,0.03955071683769231,0.0,0.0,0.9743589743589743,0.27672812735801283,0.07051282051282051,1.0,312
34,0.1711735508653846,0.1711735508653846,0.03697348698692307,0.0,0.03697348698692307,0.0,0.0,0.9711538461538461,0.27240774072756413,0.0641025641025641,1.0,312
35,0.19017849185897434,0.19017849185897434,0.04107855424153846,0.0,0.04107855424153846,0.0,0.0,0.9743589743589743,0.2726911915677885,0.07051282051282051,1.0,312
36,0.17964554051282053,0.17964554051282053,0.038803436750769235,0.0,0.038803436750769235,0.0,0.0,0.9775641025641025,0.27517048965288465,0.0673076923076923,1.0,312
37,0.16531145384615384,0.16531145384615384,0.03570727403076923,0.0,0.03570727403076923,0.0,0.0,0.967948717948718,0.2722185223414455,0.060897435897435896,1.0,312
38,0.1760820878525641,0.1760820878525641,0.03803373097615385,0.0,0.03803373097615385,0.0,0.0,0.967948717948718,0.2701064739895834,0.0641025641025641,1.0,312
39,0.17888261246794873,0.17888261246794873,0.038638644293076924,0.0,0.038638644293076924,0.0,0.0,0.9743589743589743,0.2738009572383013,0.0673076923076923,1.0,312
40,0.1813313780128205,0.1813313780128205,0.03916757765076923,0.0,0.03916757765076923,0.0,0.0,0.9647435897435898,0.2699965157705128,0.0673076923076923,1.0,312
41,0.17726229493589743,0.17726229493589743,0.03828865570615384,0.0,0.03828865570615384,0.0,0.0,0.9615384615384616,0.26675911959291665,0.0673076923076923,1.0,312
