condition,phase,family,metric_horizon,alpha,c_upd,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,total_timesteps,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_CSR_pre,eval_dbar_post_mean,eval_dbar_pre_mean,eval_occupied_post_mean,eval_occupied_pre_mean,eval_max_tilde_post_mean,eval_max_tilde_pre_mean,eval_episodes_per_env,eval_t_eval,eval_done_per_env_min,eval_done_per_env_max,mean_update_fraction,final_executed_updates,final_energy,total_support_injected,total_debt_charge,max_debt_level,final_vartd,train_final_return_end_mean,I_R_full_anchor_compat,above_R_THRESH_FULL_anchor
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,30,23.499979018000886,none,0.0,0.0,0.0,4000000,100.0,-25.200225830078125,26.0,0.0,0.0,0.6724503040313721,0.6602495312690735,0.17999999225139618,0.25999999046325684,0.988691508769989,0.9745728969573975,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.19475676119327545,-27.64298439025879,0.8301824863468795,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,31,11.50014665800154,none,0.0,0.0,0.0,4000000,100.0,-28.074459075927734,26.0,0.0,0.0,0.7787419557571411,0.7710180282592773,0.17000000178813934,0.17000000178813934,1.1142163276672363,1.1020680665969849,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.12513065338134766,-28.243717193603516,-0.33020869032897554,0.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,32,11.605700865999097,none,0.0,0.0,0.0,4000000,100.0,-23.69355583190918,26.0,0.0,0.0,0.5224872827529907,0.5165317058563232,0.3799999952316284,0.4899999797344208,0.7688555121421814,0.7803881764411926,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.13567014038562775,-26.595474243164062,1.4384583020142592,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,33,11.694895233000352,none,0.0,0.0,0.0,4000000,100.0,-25.31313705444336,26.0,0.0,0.0,0.6782103776931763,0.6750922203063965,0.2199999988079071,0.20999999344348907,1.0120171308517456,1.0005384683609009,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.12514762580394745,-27.03207778930664,0.7845977417231507,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,34,11.31354300699968,none,0.0,0.0,0.0,4000000,100.0,-25.09524154663086,26.0,0.0,0.0,0.6352347731590271,0.6314126253128052,0.25999999046325684,0.32999998331069946,0.9319955110549927,0.9219871163368225,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.12436751276254654,-26.623798370361328,0.8725669505784294,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,35,11.523414467001203,none,0.0,0.0,0.0,4000000,100.0,-25.02705955505371,26.0,0.0,0.0,0.6345498561859131,0.6325442790985107,0.28999999165534973,0.26999998092651367,0.9339840412139893,0.9441099166870117,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.15113097429275513,-27.983919143676758,0.9000935201595712,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,36,11.727768659999128,none,0.0,0.0,0.0,4000000,100.0,-29.639108657836914,26.0,0.0,0.0,0.9431816935539246,0.9289813041687012,0.11999999731779099,0.14000000059604645,1.2892141342163086,1.2662476301193237,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.1815364807844162,-29.332767486572266,-0.9618921391439633,0.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,37,10.833767926000291,none,0.0,0.0,0.0,4000000,100.0,-25.09678077697754,26.0,0.0,0.0,0.5936335325241089,0.5966971516609192,0.3400000035762787,0.3499999940395355,0.8811118602752686,0.8766120076179504,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.20343489944934845,-27.021425247192383,0.8719455294339422,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,38,11.641633616000036,none,0.0,0.0,0.0,4000000,100.0,-24.877288818359375,26.0,0.0,0.0,0.6845898628234863,0.6811196208000183,0.1899999976158142,0.2199999988079071,0.9488860964775085,0.9430826306343079,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.22033630311489105,-28.268869400024414,0.9605592605914957,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,39,11.616745428998911,none,0.0,0.0,0.0,4000000,100.0,-25.976640701293945,26.0,0.0,0.0,0.7065731883049011,0.7028197646141052,0.25,0.22999998927116394,1.0055104494094849,1.0083268880844116,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.14593753218650818,-26.97374725341797,0.516726726519551,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,40,11.348244109000007,none,0.0,0.0,0.0,4000000,100.0,-26.177370071411133,26.0,0.0,0.0,0.7028269171714783,0.7032806277275085,0.19999998807907104,0.2199999988079071,1.0267068147659302,1.0319371223449707,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.19073650240898132,-28.267641067504883,0.43568786500056,0.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,41,11.558452076998947,none,0.0,0.0,0.0,4000000,100.0,-26.57467269897461,26.0,0.0,0.0,0.6698198318481445,0.670357346534729,0.23999999463558197,0.25999999046325684,0.9666728973388672,0.9651971459388733,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.16615968942642212,-28.060935974121094,0.2752880560565526,0.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,42,11.015052057000503,none,0.0,0.0,0.0,4000000,100.0,-24.19523048400879,26.0,0.0,0.0,0.6534246206283569,0.6519273519515991,0.25999999046325684,0.17999999225139618,0.9894342422485352,0.9894761443138123,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.15098042786121368,-28.019664764404297,1.2359212112270295,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,43,11.239853810999193,none,0.0,0.0,0.0,4000000,100.0,-29.750072479248047,26.0,0.0,0.0,0.9333300590515137,0.9239821434020996,0.03999999910593033,0.07999999821186066,1.3447730541229248,1.3312782049179077,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.1424127221107483,-26.960710525512695,-1.00669067436432,0.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,44,11.659130922000259,none,0.0,0.0,0.0,4000000,100.0,-24.145353317260742,26.0,0.0,0.0,0.5540908575057983,0.5533486008644104,0.25999999046325684,0.25999999046325684,0.8088131546974182,0.8032121658325195,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.13497866690158844,-26.085847854614258,1.2560577204319099,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,45,11.279573824998806,none,0.0,0.0,0.0,4000000,100.0,-26.317577362060547,26.0,0.0,0.0,0.6919445991516113,0.6841830015182495,0.1599999964237213,0.20999999344348907,0.978682816028595,0.9726836681365967,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.12777510285377502,-26.632028579711914,0.37908309807354074,0.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,46,11.369542541000556,none,0.0,0.0,0.0,4000000,100.0,-28.051998138427734,26.0,0.0,0.0,0.8011283278465271,0.8006632328033447,0.25,0.17999999225139618,1.1356943845748901,1.141613245010376,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.17271749675273895,-27.54203987121582,-0.32114071585873954,0.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,47,11.406562087999191,none,0.0,0.0,0.0,4000000,100.0,-24.031341552734375,26.0,0.0,0.0,0.5427258014678955,0.5406011939048767,0.26999998092651367,0.29999998211860657,0.7955707311630249,0.7915844321250916,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.1632777452468872,-28.532825469970703,1.302086777323754,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,48,11.681467139000233,none,0.0,0.0,0.0,4000000,100.0,-31.453136444091797,26.0,0.0,0.0,1.044795036315918,1.0326499938964844,0.14999999105930328,0.11999999731779099,1.4260663986206055,1.405663013458252,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.18133707344532013,-27.31416893005371,-1.6942550538289813,0.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,49,11.67361777899896,none,0.0,0.0,0.0,4000000,100.0,-24.142194747924805,26.0,0.0,0.0,0.6289983987808228,0.63127201795578,0.22999998927116394,0.25999999046325684,0.9231815934181213,0.93107670545578,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.1859409511089325,-28.19805908203125,1.257332904341787,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,50,11.582311920999928,none,0.0,0.0,0.0,4000000,100.0,-24.887733459472656,26.0,0.0,0.0,0.5683465600013733,0.5681164264678955,0.3700000047683716,0.38999998569488525,0.8568617701530457,0.8559311628341675,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.17502878606319427,-27.87166404724121,0.9563425292566611,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,51,11.385089721999975,none,0.0,0.0,0.0,4000000,100.0,-25.71695327758789,26.0,0.009999999776482582,0.0,0.6593223214149475,0.6559334397315979,0.1899999976158142,0.1599999964237213,0.9320536851882935,0.9254143834114075,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.1550048142671585,-27.6611270904541,0.6215682509843186,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,52,11.414019094998366,none,0.0,0.0,0.0,4000000,100.0,-25.975509643554688,26.0,0.0,0.0,0.7396109104156494,0.7268620729446411,0.14999999105930328,0.14999999105930328,1.06533944606781,1.0615798234939575,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.15895558893680573,-27.5106258392334,0.517183359405153,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,53,10.974803602000975,none,0.0,0.0,0.0,4000000,100.0,-24.036224365234375,26.0,0.009999999776482582,0.0,0.5482151508331299,0.5525970458984375,0.3100000023841858,0.3400000035762787,0.8096026182174683,0.8147890567779541,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.1625296026468277,-28.289751052856445,1.3001154785258766,1.0
anchor_fragile_full_probe__base__t4m__a0p00__c0p58,baseline_4m,base,long4m,0.0,0.58,54,11.434322942001018,none,0.0,0.0,0.0,4000000,100.0,-24.373903274536133,26.0,0.019999999552965164,0.019999999552965164,0.6137814521789551,0.6096929311752319,0.29999998211860657,0.3400000035762787,0.8474798202514648,0.8553405404090881,4.0,104.0,4.0,4.0,0.0007999999797903001,1.0,0.42000001668930054,0.0,0.0,0.0,0.16192448139190674,-27.141231536865234,1.1637870759965754,1.0
