seed,late_g_eff_mean,late_g_raw_mean,late_alpha_g_eff_mean,late_debt_charge_mean,late_margin_mean,late_break_even_alpha_est,late_debt_floor_frac,late_negative_energy_frac,late_debt_level_mean,late_update_u_mean,late_cut_active_frac,late_window_updates
30,0.12177856236538463,0.12177856236538463,0.012056077674173079,0.0032633418526474356,0.008792735821525642,0.026797342563924333,0.0,1.0,0.32683632963782056,0.016025641025641024,1.0,312
31,0.1313089265929487,0.1313089265929487,0.012999583732701924,0.003319367667371795,0.009680216065330129,0.025279070916950478,0.0,1.0,0.33155142999839743,0.016025641025641024,1.0,312
32,0.1641861660576923,0.1641861660576923,0.01625443043971154,0.00313091374474359,0.013123516694967948,0.019069290793010167,0.0,1.0,0.3129806835679487,0.022435897435897436,1.0,312
33,0.16340630878205126,0.16340630878205126,0.016177224569423075,0.0031110222666570517,0.013066202302766023,0.019038568889078105,0.0,1.0,0.3110488524916667,0.022435897435897436,1.0,312
34,0.1451160632980769,0.1451160632980769,0.014366490266509616,0.0031763000836698718,0.011190190182839744,0.02188799786516786,0.0,1.0,0.3175936729679487,0.019230769230769232,1.0,312
35,0.08445664438782052,0.10599463079166667,0.008361207794394232,0.0033355768716346154,0.005025630922759617,0.039494546531091385,0.0,1.0,0.3341089860384615,0.009615384615384616,0.7756410256410257,312
36,0.13897523253846153,0.13897523253846153,0.013758548021307692,0.0032136498480641027,0.01054489817324359,0.023123903370154263,0.0,1.0,0.3219739406826923,0.019230769230769232,1.0,312
37,0.055633592439102555,0.1000252876826923,0.005507725651471153,0.005392647929166667,0.00011507772230448608,0.0969315065366226,0.08974358974358974,1.0,0.5388302750641026,0.0,0.5256410256410257,312
38,0.04082049871794872,0.09807009146474359,0.004041229373076923,0.005956818143910256,-0.0019155887708333331,0.1459271280605656,0.4230769230769231,1.0,0.595690444903846,0.0,0.38782051282051283,312
39,0.06509985115064101,0.1019503783974359,0.0064448852639134606,0.0031246184639423078,0.003320266799971153,0.04799732117223959,0.0,1.0,0.312859535125,0.00641025641025641,0.6089743589743589,312
40,0.13753774589743592,0.13753774589743592,0.013616236843846156,0.003156914969820513,0.010459321874025644,0.022953080619589873,0.0,1.0,0.31638602832692303,0.019230769230769232,1.0,312
41,0.13492838067307694,0.13492838067307694,0.013357909686634618,0.0031209466029487177,0.0102369630836859,0.02313039397182552,0.0,1.0,0.31115257647115385,0.016025641025641024,1.0,312
42,0.1463943453525641,0.1463943453525641,0.014493040189903847,0.0032071978317628203,0.011285842358141026,0.021907935200904578,0.0,1.0,0.32058779264102566,0.019230769230769232,1.0,312
43,0.048785566,0.09923866856410256,0.004829771034000001,0.005890529960576923,-0.0010607589265769221,0.1207432944526445,0.22435897435897437,1.0,0.5891463102564103,0.0,0.46153846153846156,312
44,0.15066196064102563,0.15066196064102563,0.014915534103461539,0.003245051075096154,0.011670483028365385,0.02153862236552176,0.0,1.0,0.3239884788333333,0.019230769230769232,1.0,312
45,0.1558931504807692,0.1558931504807692,0.015433421897596153,0.003137227669349359,0.012296194228246793,0.020124217514844334,0.0,1.0,0.31443940115544866,0.022435897435897436,1.0,312
46,0.14853440193910256,0.14853440193910256,0.014704905791971154,0.0031886533386089743,0.01151625245336218,0.021467439845459416,0.0,1.0,0.3185029335246795,0.019230769230769232,1.0,312
47,0.13845954769230767,0.13845954769230767,0.01370749522153846,0.0032931666940833335,0.010414328527455125,0.02378432364521071,0.0,1.0,0.32819722082371794,0.016025641025641024,1.0,312
48,0.13397560768589745,0.13397560768589745,0.013263585160903847,0.003253227732400641,0.010010357428503206,0.024282239047780655,0.0,1.0,0.3246072959903846,0.016025641025641024,1.0,312
49,0.16266654875,0.16266654875,0.016103988326250002,0.0031107800741538463,0.012993208252096156,0.01912366185954287,0.0,1.0,0.31109762502788463,0.022435897435897436,1.0,312
50,0.1625178180769231,0.1625178180769231,0.016089263989615386,0.0031383993246858976,0.012950864664929488,0.01931110915604606,0.0,1.0,0.31390189454166667,0.022435897435897436,1.0,312
51,0.042663953644230763,0.09850044863782052,0.0042237314107788455,0.005945493736217948,-0.0017217623254391027,0.13935637062136008,0.3974358974358974,1.0,0.5945493829807692,0.0,0.40384615384615385,312
52,0.037099194006410256,0.09705212349358974,0.0036728202066346155,0.005965939160576922,-0.002293118953942307,0.16081047905100274,0.5032051282051282,1.0,0.5965939223717949,0.0,0.3525641025641026,312
53,0.15576311381410257,0.15576311381410257,0.015420548267596155,0.0031156177171634616,0.012304930550432693,0.020002281932305452,0.0,1.0,0.31226966802884615,0.022435897435897436,1.0,312
54,0.1477907203525641,0.1477907203525641,0.014631281314903847,0.003175660791108974,0.011455620523794873,0.02148755201634605,0.0,1.0,0.3172643110147436,0.019230769230769232,1.0,312
55,0.14379186425641025,0.14379186425641025,0.014235394561384614,0.0031836501050320517,0.011051744456352562,0.02214068314292771,0.0,1.0,0.3184671191346154,0.019230769230769232,1.0,312
