alpha,seed,runtime_sec,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,final_energy_E_post,final_update_counter,final_funding_g,final_funding_g_raw,final_funding_alpha_eff,final_depr_F_post,final_episode_return_end_mean,final_vartd_VarTD
0.061,30,19.25836985895876,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.65699577331543,26.0,0.009999999776482582,0.5008779168128967,0.35999998450279236,4.0,104.0,0.496428519487381,8.0,0.12416858226060867,0.12416858226060867,0.05146355926990509,0.3449998199939728,-26.224910736083984,0.19328832626342773
0.061,31,9.466202394105494,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.76089096069336,26.0,0.0,0.5332382321357727,0.28999999165534973,4.0,104.0,0.1921236515045166,5.0,0.109797403216362,0.109797403216362,0.05659235641360283,0.1549999862909317,-26.995723724365234,0.10549255460500717
0.061,32,9.470153461094014,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.14231300354004,26.0,0.0,0.5520107746124268,0.4099999964237213,4.0,104.0,0.42772427201271057,5.0,0.10212209075689316,0.10212209075689316,0.046566158533096313,0.5449996590614319,-26.014659881591797,0.1295103281736374
0.061,33,9.474161335034296,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.878646850585938,26.0,0.0,0.5184882283210754,0.2800000011920929,4.0,104.0,0.3307463228702545,10.0,0.15083394944667816,0.15083394944667816,0.05505726858973503,0.2099999338388443,-24.657337188720703,0.1538180112838745
0.061,34,9.466500392998569,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-22.68092918395996,26.0,0.0,0.5182581543922424,0.28999999165534973,4.0,104.0,0.39754074811935425,5.0,0.1071164682507515,0.1071164682507515,0.05146355926990509,0.3449998199939728,-25.769941329956055,0.1189667135477066
0.061,35,9.480940482928418,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.52621078491211,26.0,0.0,0.5141317248344421,0.3700000047683716,4.0,104.0,0.3093276619911194,11.0,0.14691703021526337,0.14691703021526337,0.05602925270795822,0.17499996721744537,-24.9942626953125,0.18317489326000214
0.061,36,9.466777830035426,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.150049209594727,26.0,0.0,0.5608583688735962,0.29999998211860657,4.0,104.0,0.4372273087501526,2.0,0.0,0.07377368956804276,0.01272236742079258,3.140024423599243,-29.054126739501953,0.17548111081123352
0.061,37,9.463685820926912,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-26.001169204711914,26.0,0.0,0.6964752674102783,0.20999999344348907,4.0,104.0,0.5558400750160217,2.0,0.0,0.09597008675336838,0.0036907640751451254,5.615080833435059,-27.023372650146484,0.2004345804452896
0.061,38,9.465060206945054,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.598976135253906,26.0,0.0,0.6767644882202148,0.2199999988079071,4.0,104.0,0.42284685373306274,2.0,0.0,0.08936088532209396,0.012882399372756481,3.1150238513946533,-28.057165145874023,0.21350766718387604
0.061,39,9.46018809999805,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.900226593017578,26.0,0.0,0.5911705493927002,0.2800000011920929,4.0,104.0,0.5716851353645325,2.0,0.0,0.09297799319028854,0.005589238367974758,4.785061836242676,-26.874744415283203,0.14494766294956207
