condition,horizon_label,alpha,c_upd,seed,update,update_u,update_counter,opt_step,energy_E_pre,energy_E_post,funding_z,funding_g,funding_income,episode_return_end_mean,episode_len_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,terminal_done_count_end,vartd_VarTD,actor_loss,critic_loss,entropy,total_loss,ratio0
enabled_full,full,1.0,0.9,53,0,1.0,1,16,1.0,0.1862643,1.064169,0.086264275,0.086264275,-28.44799,26.0,2.3412187,0.78040624,0.22,0.0,100,0.18264006,-0.0007271769,58.569073,1.6092887,29.267715,1.0
enabled_full,full,1.0,0.9,53,1,0.0,1,16,0.1862643,0.28100985,1.0234411,0.09474556,0.09474556,-27.166603,26.000002,2.2516153,0.75053847,0.192,0.0,125,0.12710357,,,,,
enabled_full,full,1.0,0.9,53,2,0.0,1,16,0.28100985,0.3788756,1.0093691,0.09786577,0.09786577,-26.33342,26.000002,2.2206564,0.7402188,0.224,0.0,125,0.12958775,,,,,
enabled_full,full,1.0,0.9,53,3,0.0,1,16,0.3788756,0.47250766,1.0285754,0.09363206,0.09363206,-28.081745,26.000002,2.262911,0.7543037,0.128,0.0,125,0.17055392,,,,,
enabled_full,full,1.0,0.9,53,4,0.0,1,16,0.47250766,0.56790936,1.020444,0.095401675,0.095401675,-27.89324,26.000002,2.2450216,0.74834055,0.192,0.0,125,0.17279534,,,,,
enabled_full,full,1.0,0.9,53,5,0.0,1,16,0.56790936,0.6604624,1.0336094,0.09255301,0.09255301,-27.090748,26.000002,2.273986,0.75799537,0.2,0.0,125,0.1418101,,,,,
enabled_full,full,1.0,0.9,53,6,0.0,1,16,0.6604624,0.7570877,1.0149089,0.09662536,0.09662536,-26.217928,26.000002,2.232844,0.7442814,0.120000005,0.0,125,0.13295418,,,,,
enabled_full,full,1.0,0.9,53,7,0.0,1,16,0.7570877,0.84905833,1.0363508,0.09197063,0.09197063,-26.654501,26.000002,2.2800174,0.76000583,0.136,0.0,125,0.13401355,,,,,
enabled_full,full,1.0,0.9,53,8,0.0,1,16,0.84905833,0.9375368,1.0531625,0.08847846,0.08847846,-28.924915,26.000002,2.3170037,0.7723346,0.16000001,0.0,125,0.16220726,,,,,
enabled_full,full,1.0,0.9,53,9,1.0,2,32,0.9375368,0.1186867,1.090712,0.0811499,0.0811499,-28.571804,26.000002,2.3996143,0.79987144,0.096,0.0,125,0.1532521,-0.0004784446,54.148,1.6086206,27.057434,1.0
