seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha
30,313,0.019169329073482427,1,6.0,4,1,0,0.2978333321980831,0.38850662,0.0,0.0,0.13295813379552718,0.13230461,-25.35511083386581,-25.821712,14.23003194888179,17.0,0.082
31,313,0.019169329073482427,1,6.0,4,1,0,0.3090203339776358,0.546015,0.0,0.0,0.1403477830191693,0.14274122,-25.063230955271564,-25.632458,13.26517571884984,16.0,0.082
32,313,0.022364217252396165,1,7.0,4,1,0,0.3099686900958466,0.059429992,0.0,0.0,0.14825570167731633,0.15358776,-24.727989201277953,-23.97349,16.22044728434505,20.0,0.082
33,313,0.019169329073482427,1,6.0,4,1,0,0.3040958075591054,0.47047836,0.0,0.0,0.139888718543131,0.15274881,-25.057999626198082,-24.262768,15.130990415335463,18.0,0.082
34,313,0.019169329073482427,1,6.0,4,1,0,0.30137179319808305,0.2787011,0.0,0.0,0.13875141068051117,0.14848644,-25.170123290734825,-23.951208,13.840255591054314,17.0,0.082
35,313,0.019169329073482427,1,6.0,4,1,0,0.30810454739616616,0.52650875,0.0,0.0,0.14836568744408946,0.15559536,-24.72011393929712,-24.87991,17.028753993610223,20.0,0.082
36,313,0.019169329073482427,1,6.0,4,1,0,0.30745617985303514,0.10581553,0.0,0.0,0.12819728945367415,0.1166547,-25.582124600638977,-26.385609,10.776357827476039,14.0,0.082
37,313,0.022364217252396165,1,7.0,4,1,0,0.30195532674121406,0.34414724,0.0,0.0,0.1566746344089457,0.15079658,-24.341644364217252,-24.385149,18.584664536741215,22.0,0.082
38,313,0.01597444089456869,1,5.0,4,1,0,0.29310796589776356,0.33421665,0.0,0.0,0.10635813030670925,0.12053474,-26.342756910543127,-26.557991,7.623003194888179,10.0,0.082
39,313,0.019169329073482427,1,6.0,4,1,0,0.3053286858434505,0.06997001,0.0,0.0,0.1318489806709265,0.13815363,-25.314920990415335,-24.596321,12.65814696485623,16.0,0.082
40,313,0.019169329073482427,1,6.0,4,1,0,0.309827895226837,0.54830813,0.0,0.0,0.143374045942492,0.14726216,-24.928747964856232,-25.219973,15.188498402555911,18.0,0.082
41,313,0.022364217252396165,1,7.0,4,1,0,0.30578005509584666,0.40005657,0.0,0.0,0.15771497444089455,0.18149595,-24.34255522683706,-24.180904,16.597444089456868,20.0,0.082
42,313,0.022364217252396165,1,7.0,4,1,0,0.3053041509488818,0.15111814,0.0,0.0,0.15008316130990415,0.15605721,-24.69735375399361,-24.688658,14.345047923322683,18.0,0.082
43,313,0.019169329073482427,1,6.0,4,1,0,0.29750266955591054,0.2593397,0.0,0.0,0.14260157250798722,0.15548374,-24.990334520766776,-24.241905,13.76038338658147,17.0,0.082
44,313,0.022364217252396165,1,7.0,4,1,0,0.30148171830511183,0.16701548,0.0,0.0,0.15826497757188498,0.17070183,-24.297561808306707,-23.48548,18.236421725239616,22.0,0.082
45,313,0.019169329073482427,1,6.0,4,1,0,0.2945049758370607,0.25147334,0.0,0.0,0.14464098118210864,0.16789365,-24.926342517571886,-24.048584,15.680511182108626,19.0,0.082
46,313,0.019169329073482427,1,6.0,4,1,0,0.3051973255399361,0.3685214,0.0,0.0,0.14245662396166137,0.15115775,-24.956986012779552,-24.779964,14.875399361022364,18.0,0.082
47,313,0.019169329073482427,1,6.0,4,1,0,0.3056817899392971,0.50098014,0.0,0.0,0.14179385649840254,0.1412949,-24.971612974440895,-25.746744,16.12779552715655,19.0,0.082
48,313,0.022364217252396165,1,7.0,4,1,0,0.30485596210702876,0.19985832,0.0,0.0,0.1547727251118211,0.16275355,-24.505085009584665,-24.123674,15.319488817891374,19.0,0.082
49,313,0.022364217252396165,1,7.0,4,1,0,0.3046978258370607,0.47195062,0.0,0.0,0.16035746734824283,0.1581865,-24.28809933546326,-23.678488,16.68370607028754,20.0,0.082
50,313,0.019169329073482427,1,6.0,4,1,0,0.30590622981629395,0.492078,0.0,0.0,0.13907616670926518,0.15457475,-25.13753482108626,-25.184793,14.217252396166135,17.0,0.082
51,313,0.019169329073482427,1,6.0,4,1,0,0.30699126678594246,0.48349,0.0,0.0,0.1434667267252396,0.14565018,-24.90500333546326,-25.271765,16.089456869009584,19.0,0.082
