n_seeds,late_window_updates,rho_mean,rho_sd,p_active_mean,p_active_sd,p_sustained_mean,p_sustained_sd,p_bursty_mean,p_bursty_sd,late_update_count_mean,late_update_count_sd,active_blocks_mean,active_blocks_sd,chi_rho,eval_return_end_mean_mean,eval_return_end_mean_sd,eval_CSR_post_mean,eval_CSR_post_sd,eval_dbar_post_mean_mean,eval_dbar_post_mean_sd,final_update_counter_mean,final_update_counter_sd,final_energy_E_post_mean,final_energy_E_post_sd,final_depr_F_post_mean,final_depr_F_post_sd,final_vartd_VarTD_mean,final_vartd_VarTD_sd,alpha,family,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,support_mode,support_total,support_start_update,support_window_frac,borrow_limit,borrow_interest,total_timesteps
12,313,0.014110756123535675,0.0016451394586084256,1.0,0.0,1.0,0.0,0.0,0.0,4.416666666666667,0.5149286505444371,4.0,0.0,2.7064838382704236e-06,-24.082374890645344,0.854691949612315,0.0041666665735344095,0.00792961443374689,0.5093955347935358,0.027646141000905074,14.25,2.050498830661811,-0.02320367198747893,0.17911489229865993,0.0,0.0,0.2880293515821298,0.0680218381158108,0.06,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.0,4000000
12,313,0.013578274760383388,0.0014449425458998256,1.0,0.0,1.0,0.0,0.0,0.0,4.25,0.45226701686664544,4.0,0.0,2.0878589609514697e-06,-23.756536324818928,0.7286050427233779,0.0024999999441206455,0.004522670067576898,0.49703096598386765,0.018803546850385638,14.25,2.050498830661811,0.07285619402925174,0.19614874386081393,0.0,0.0,0.2873264153798421,0.0660223896776424,0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.0,4000000
12,313,0.015708200212992542,0.002135967806458535,1.0,0.0,1.0,0.0,0.0,0.0,4.916666666666667,0.6685579234215215,4.0,0.0,4.562358470227284e-06,-23.629597345987957,0.6126068116457998,0.0024999999441206455,0.006215815466146305,0.48712390412886936,0.021197356277405786,15.0,2.449489742783178,-0.12282240639130275,0.15041850800014808,0.0,0.0,0.3125956741472085,0.09621649127802315,0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.0,4000000
12,313,0.015175718849840253,0.0019858835798979586,1.0,0.0,1.0,0.0,0.0,0.0,4.75,0.621581560508061,3.9166666666666665,0.28867513459481287,3.943733592908331e-06,-24.013545989990234,0.6329416529819825,0.007499999832361937,0.011381803405186785,0.4975880409280459,0.01948305603107469,15.666666666666666,2.3868325657594203,0.023481004172936082,0.18739577502539334,0.0,0.0,0.3543724889556567,0.07581338566204075,0.064,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.0,4000000
12,313,0.015708200212992542,0.0016451394586084252,1.0,0.0,1.0,0.0,0.0,0.0,4.916666666666667,0.5149286505444373,4.0,0.0,2.7064838382704228e-06,-23.615917682647705,0.4159752811740766,0.0033333332588275275,0.00492365952912094,0.491149440407753,0.023397306275267926,16.083333333333332,2.108783937953269,-0.014381554909050465,0.17762946726103643,0.0,0.0,0.3797459937632084,0.11316877102901822,0.066,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.0,4000000
12,313,0.016240681576144833,0.0016451394586084256,1.0,0.0,1.0,0.0,0.0,0.0,5.083333333333333,0.5149286505444373,4.0,0.0,2.7064838382704236e-06,-23.817201137542725,0.677740305956384,0.0033333332588275275,0.008876253447586215,0.49402687946955365,0.022211134747057014,16.5,2.0670576365276494,-0.018606525224943955,0.1957189532756235,0.0,0.0,0.3950505269070466,0.10746914413409371,0.067,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.0,4000000
12,313,0.01810436634717785,0.0015730541978189487,1.0,0.0,1.0,0.0,0.0,0.0,5.666666666666667,0.4923659639173309,4.0,0.0,2.474499509275816e-06,-23.77916606267293,0.6671275491145453,0.005833333202948173,0.006685579084780875,0.4955563023686409,0.01992578852543153,17.333333333333332,2.0597146021777486,-0.08908176918824513,0.14273820260947845,0.0,0.0,0.44964994490146637,0.12558852821820582,0.069,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.0,4000000
12,313,0.016506922257720977,0.0026672431627371303,1.0,0.0,1.0,0.0,0.0,0.0,5.166666666666667,0.8348471099367218,4.0,0.0,7.11418608916797e-06,-23.7007794380188,0.8507018605080361,0.0024999999441206455,0.004522670067576898,0.4881286422411601,0.018451425946088024,17.333333333333332,2.229281716090851,0.02692409884184599,0.2054753041563575,0.0,0.0,0.45733877271413803,0.15768497601354306,0.07,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.0,4000000
12,313,0.01730564430244941,0.0016451394586084256,1.0,0.0,1.0,0.0,0.0,0.0,5.416666666666667,0.5149286505444373,4.0,0.0,2.706483838270424e-06,-23.459757169087727,0.32832621508425325,0.0033333332588275275,0.004923659529120939,0.4861737787723541,0.02264080271727402,17.083333333333332,2.4293034292807376,-0.030050404369831085,0.16018960176188213,0.0,0.0,0.43442131330569583,0.1598568360185177,0.072,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.0,4000000
12,313,0.01810436634717785,0.0020809551031275705,1.0,0.0,1.0,0.0,0.0,0.0,5.666666666666667,0.6513389472789296,4.0,0.0,4.330374141232678e-06,-23.713456630706787,0.5956163119603686,0.0041666665735344095,0.006685579084780873,0.5087926462292671,0.028209759653281118,18.166666666666668,2.2087978356535665,0.07721502582232158,0.18039960790030882,0.0,0.0,0.514019618431727,0.16547532967077805,0.073,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.0,4000000
