diag_n_seeds,late_g_eff_mean_mean,late_g_eff_mean_sd,late_g_raw_mean_mean,late_g_raw_mean_sd,late_alpha_g_eff_mean_mean,late_alpha_g_eff_mean_sd,late_debt_charge_mean_mean,late_debt_charge_mean_sd,late_margin_mean_mean,late_margin_mean_sd,late_break_even_alpha_est_mean,late_break_even_alpha_est_sd,late_debt_floor_frac_mean,late_debt_floor_frac_sd,late_negative_energy_frac_mean,late_negative_energy_frac_sd,late_debt_level_mean_mean,late_debt_level_mean_sd,late_update_u_mean_mean,late_update_u_mean_sd,late_cut_active_frac_mean,late_cut_active_frac_sd,alpha
12,0.1337348639166667,0.009447523917636768,0.13378752416506412,0.009362619967299734,0.008024091835,0.0005668514350582058,0.0,0.0,0.008024091835,0.0005668514350582058,0.0,0.0,0.0,0.0,0.49732905982905984,0.02921076654446158,0.072925208028547,0.004955697898874306,0.01415598290598291,0.0016504123414885802,0.9994658119658121,0.001850481632018025,0.06
12,0.13330656694391027,0.010239284639325042,0.1335913303616453,0.009584980813226403,0.008131700583578526,0.0006245963629988278,0.0,0.0,0.008131700583578526,0.0006245963629988278,0.0,0.0,0.0,0.0,0.48317307692307687,0.022503436471776224,0.06975254168863781,0.0035653844619794243,0.013621794871794872,0.0014495737720084786,0.9970619658119658,0.009214479659069448,0.061
12,0.13463320483707264,0.014194199139666916,0.13515060822355768,0.013222468684121396,0.008481891904735575,0.0008942345457990162,0.0,0.0,0.008481891904735575,0.0008942345457990162,0.0,0.0,0.0,0.0,0.49091880341880345,0.017169728409201102,0.07224198717031838,0.004024657581233108,0.015491452991452992,0.0018504816320180314,0.9946581196581197,0.01751970920952642,0.063
12,0.13772486415411325,0.015042837830474214,0.1388340309553953,0.011848850547571729,0.008814391305863247,0.0009627416211503499,0.0,0.0,0.008814391305863247,0.0009627416211503499,0.0,0.0,0.0,0.0,0.4821047008547008,0.02690150419619413,0.06984159630221476,0.003732642209165776,0.015224358974358974,0.00199224859137199,0.9885149572649573,0.03978535508838766,0.064
12,0.13680912168536327,0.011353696499669363,0.13686140566239316,0.011310423477607811,0.009029402031233974,0.0007493439689781779,0.0,0.0,0.009029402031233974,0.0007493439689781779,0.0,0.0,0.0,0.0,0.5016025641025642,0.02724787433742666,0.07272439462246262,0.004139435422533018,0.015758547008547008,0.0016504123414885809,0.9994658119658121,0.0012475944617973082,0.066
12,0.1414451175176282,0.010508191697975686,0.1414451175176282,0.010508191697975686,0.00947682287368109,0.0007040488437643709,0.0,0.0,0.00947682287368109,0.0007040488437643709,0.0,0.0,0.0,0.0,0.4898504273504274,0.018580363627701282,0.07094191110078792,0.003263801573624674,0.01629273504273504,0.0016504123414885813,1.0,0.0,0.067
12,0.14392677132371795,0.009306278646649787,0.14392677132371795,0.009306278646649787,0.00993094722133654,0.0006421332266188354,0.0,0.0,0.00993094722133654,0.0006421332266188354,0.0,0.0,0.0,0.0,0.5037393162393162,0.025852613784905498,0.07406401282412126,0.0045009105425897495,0.01736111111111111,0.0016504123414885822,1.0,0.0,0.069
12,0.14010597669364314,0.009938440962464982,0.14010597669364314,0.009938440962464982,0.009807418368555023,0.0006956908673725488,0.0,0.0,0.009807418368555023,0.0006956908673725488,0.0,0.0,0.0,0.0,0.500801282051282,0.011525909385966492,0.07310897693093082,0.0027084256674546536,0.01655982905982906,0.002675792019027955,1.0,0.0,0.07
12,0.1396009241728098,0.009990936027775978,0.1396009241728098,0.009990936027775978,0.010051266540442307,0.0007193473939998706,0.0,0.0,0.010051266540442307,0.0007193473939998706,0.0,0.0,0.0,0.0,0.4970619658119657,0.013560955823312406,0.07241108916936004,0.0031168392875306505,0.01736111111111111,0.0016504123414885822,1.0,0.0,0.072
12,0.14359418658947648,0.010316365460845498,0.14359418658947648,0.010316365460845498,0.010482375621031784,0.0007530946786417212,0.0,0.0,0.010482375621031784,0.0007530946786417212,0.0,0.0,0.0,0.0,0.49198717948717946,0.02388744326230719,0.07095068534376255,0.003920683648799404,0.017628205128205125,0.0021608969950744953,1.0,0.0,0.073
