n_seeds,late_window_updates,rho_mean,rho_sd,p_active_mean,p_active_sd,p_sustained_mean,p_sustained_sd,p_bursty_mean,p_bursty_sd,late_update_count_mean,late_update_count_sd,active_blocks_mean,active_blocks_sd,chi_rho,eval_return_end_mean_mean,eval_return_end_mean_sd,eval_CSR_post_mean,eval_CSR_post_sd,eval_dbar_post_mean_mean,eval_dbar_post_mean_sd,final_update_counter_mean,final_update_counter_sd,final_energy_E_post_mean,final_energy_E_post_sd,final_depr_F_post_mean,final_depr_F_post_sd,final_vartd_VarTD_mean,final_vartd_VarTD_sd,alpha,family,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,support_mode,support_total,support_start_update,support_window_frac,borrow_limit,borrow_interest,total_timesteps,diag_n_seeds,late_g_eff_mean_mean,late_g_eff_mean_sd,late_g_raw_mean_mean,late_g_raw_mean_sd,late_alpha_g_eff_mean_mean,late_alpha_g_eff_mean_sd,late_debt_charge_mean_mean,late_debt_charge_mean_sd,late_margin_mean_mean,late_margin_mean_sd,late_break_even_alpha_est_mean,late_break_even_alpha_est_sd,late_debt_floor_frac_mean,late_debt_floor_frac_sd,late_negative_energy_frac_mean,late_negative_energy_frac_sd,late_debt_level_mean_mean,late_debt_level_mean_sd,late_update_u_mean_mean,late_update_u_mean_sd,late_cut_active_frac_mean,late_cut_active_frac_sd
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.64803139368693,1.0423546317690329,0.0016666666294137638,0.003892494633803578,0.59611343840758,0.04443884814198139,2.0833333333333335,0.28867513459481287,-0.2997576519846916,0.0007781943315903946,0.0,0.0,0.15796379496653876,0.03349958181839877,0.06,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000,12,0.040588946232638895,0.018026064014700017,0.09797633095592949,0.0031218211360886593,0.0024353367739583334,0.001081563840882001,0.005991694389797007,1.6711614717689508e-05,-0.0035563576158386748,0.0010970477521064768,0.16697136985441266,0.05347918835938256,0.6135149572649573,0.1719859986330816,1.0,0.0,0.29958491708066237,0.000835539059321865,0.0,0.0,0.3838141025641026,0.16381893945935322
12,313,0.0002662406815761448,0.0009222847750632999,0.08333333333333333,0.28867513459481287,0.0,0.0,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,8.506092063135617e-07,-24.68848196665446,1.0447170856918417,0.0016666666294137638,0.003892494633803578,0.5947039077679316,0.04671414644573456,2.1666666666666665,0.5773502691896257,-0.2948046314219634,0.017901463541075403,0.0,0.0,0.15792395050326982,0.03355706482777927,0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000,12,0.04073540121073719,0.018476518821502565,0.09801928180288462,0.0032542736986864457,0.0024848594738549677,0.0011270676481116564,0.0058010507578605775,0.0006729621041647423,-0.003316191284005608,0.0017540168648155926,0.16480163578196852,0.058228814682843896,0.6028311965811967,0.20557597150922294,0.985576923076923,0.049963004064486866,0.29004027511845615,0.03369142766614852,0.00026709401709401707,0.0009252408160090157,0.38488247863247865,0.16707218425595885
12,313,0.0002662406815761448,0.0009222847750632999,0.08333333333333333,0.28867513459481287,0.0,0.0,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,8.506092063135617e-07,-24.609973748524983,1.0572219737681765,0.0016666666294137638,0.003892494633803578,0.5967046767473221,0.043612048648253736,2.1666666666666665,0.5773502691896257,-0.28386025379101437,0.05574877328049296,0.0,0.0,0.1578847753504912,0.033614038953843565,0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000,12,0.04085332342013889,0.018841316240815892,0.09800341084214743,0.003205163612439968,0.00257375937546875,0.001187002923171401,0.005788133310005342,0.0007095205840842372,-0.0032143739345365913,0.0018502816275447944,0.16458063526187927,0.05860805727367606,0.6022970085470085,0.20579844943074269,0.9871794871794872,0.04441155916843276,0.28936083655544864,0.03563605243089918,0.00026709401709401707,0.0009252408160090157,0.38621794871794873,0.17116432224820322
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.61475118001302,1.0544628465399501,0.0016666666294137638,0.003892494633803578,0.5939381072918574,0.048113229326530935,2.0833333333333335,0.28867513459481287,-0.29975809156894684,0.0006681361593382927,0.0,0.0,0.15793425403535366,0.03354215507356167,0.064,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000,12,0.04012894564690172,0.01663254428592629,0.09787349439797009,0.0028113393539270877,0.0025682525214017096,0.0010644828342992823,0.005967079986004274,8.555248197770616e-05,-0.0033988274646025636,0.001140775479376331,0.16696813386540155,0.05323978196731205,0.6055021367521367,0.19344293093401113,1.0,0.0,0.29835745225961535,0.00426717245445459,0.0,0.0,0.38007478632478636,0.15259334951425738
12,313,0.0010649627263045792,0.0036891391002531995,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0.0,0.0,0.3333333333333333,1.1547005383792515,0.3333333333333333,1.1547005383792515,1.3609747301016988e-05,-24.63144524892171,1.0468207521794957,0.0016666666294137638,0.003892494633803578,0.5937073777119318,0.04855527578486042,2.8333333333333335,2.8867513459481287,-0.29041384905576706,0.03294945236885545,0.0,0.0,0.1627006884664297,0.03058578147200572,0.066,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000,12,0.044442793577457264,0.030480650419883792,0.10053760951469017,0.01172642797789607,0.0029332243761121795,0.00201172292771233,0.005651845849264956,0.001169067338038031,-0.002718621473152777,0.003152862126567884,0.16254739726143172,0.06339133751170625,0.6009615384615384,0.20609792278048486,0.9655448717948718,0.11935606526516304,0.2826179056380609,0.05836654761777087,0.0010683760683760683,0.003700963264036063,0.3971688034188034,0.20557597150922288
12,313,0.0021299254526091584,0.004974434147996952,0.16666666666666666,0.38924947208076144,0.16666666666666666,0.38924947208076144,0.0,0.0,0.6666666666666666,1.5569978883230458,0.6666666666666666,1.5569978883230458,2.4744995092758162e-05,-24.61937967936198,1.0540832899148267,0.0008333333147068819,0.0028867512814242076,0.5934395243724188,0.049893470688021344,3.5,3.5032452487268535,-0.2473507970571518,0.12870809366314953,0.0,0.0,0.16342498796681562,0.029189333768030637,0.067,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000,12,0.051265769444711534,0.0392320774400852,0.10307975253071582,0.014414341744889248,0.0034348065527956737,0.0026285491884857084,0.005361130139571314,0.0014673232844209768,-0.0019263235867756406,0.0040789586530707465,0.15372270124232965,0.07530109509169863,0.5558226495726496,0.2697106194361036,0.9415064102564102,0.1368182303434901,0.2680771981788996,0.07332107834678313,0.0021367521367521365,0.004990377847189249,0.44257478632478636,0.2697106194361035
12,313,0.0010649627263045792,0.0036891391002531995,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0.0,0.0,0.3333333333333333,1.1547005383792515,0.3333333333333333,1.1547005383792515,1.3609747301016988e-05,-24.607922554016113,1.0588667571095907,0.0008333333147068819,0.0028867512814242076,0.5958026920755705,0.04691551225809445,2.9166666666666665,2.8749176536296677,-0.2969905510544777,0.00969120605549213,0.0,0.0,0.16154727153480053,0.030785325186494537,0.069,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000,12,0.04528033664503205,0.028256881851757284,0.09983884901148504,0.008402157209896455,0.0031243432285072118,0.0019497248477712528,0.005639022588575321,0.0011768784458633724,-0.002514679360068108,0.003055847528136389,0.15919785931455127,0.06633512993273077,0.5745192307692308,0.22984113504374573,0.9642094017094017,0.12398226934520809,0.28200707213509607,0.058651510031546644,0.0010683760683760683,0.003700963264036063,0.41372863247863245,0.21828036920762192
12,313,0.0021299254526091584,0.004974434147996952,0.16666666666666666,0.38924947208076144,0.16666666666666666,0.38924947208076144,0.0,0.0,0.6666666666666666,1.5569978883230458,0.6666666666666666,1.5569978883230458,2.4744995092758162e-05,-24.586617310841877,1.0752581726808013,0.0008333333147068819,0.0028867512814242076,0.5931377659241358,0.049664986390974275,3.6666666666666665,3.8924947208076146,-0.25104531397422153,0.1299312890018514,0.0,0.0,0.16653946600854397,0.029058608200895807,0.07,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000,12,0.051514797541933756,0.0398335452170758,0.10332878062793803,0.015072371146513922,0.0036060358279353636,0.0027883481651953057,0.005311557871807158,0.00157438545002379,-0.0017055220438717941,0.004344509706959001,0.1532668587712715,0.07602344093859012,0.5528846153846154,0.2693642831339576,0.9300213675213675,0.16345772958982435,0.2656020355694978,0.07866607757024012,0.0021367521367521365,0.004990377847189249,0.44257478632478636,0.2697106194361035
12,313,0.0026624068157614484,0.00558932521013111,0.25,0.45226701686664544,0.16666666666666666,0.38924947208076144,0.08333333333333333,0.28867513459481287,0.8333333333333334,1.7494587907710375,0.75,1.5447859516333116,3.124055630460717e-05,-24.478761514027912,1.081801061123381,0.0024999999441206455,0.006215815466146305,0.5851192772388458,0.05562116677771496,4.083333333333333,4.481443219916251,-0.2201118189841509,0.1724258290322098,0.0,0.0,0.17453925808270773,0.04458097157048545,0.072,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000,12,0.05512350567147436,0.04176832503053354,0.10452361005208333,0.01676606298868591,0.003968892408346154,0.003007319402198415,0.005108806114981304,0.001619391824381217,-0.0011399137066351493,0.004589533822491861,0.14452963878289446,0.08210836722501204,0.49893162393162394,0.3097051168108106,0.9222756410256411,0.1508369565966682,0.25542874611953525,0.08098319490404214,0.0026709401709401706,0.005607239714009736,0.46901709401709396,0.2782454523392158
12,313,0.0007987220447284345,0.0027668543251898993,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0.0,0.0,0.25,0.8660254037844386,0.25,0.8660254037844386,7.655482856822053e-06,-24.628484567006428,1.04499161933599,0.0016666666294137638,0.003892494633803578,0.6011064251263937,0.03491098530961851,2.75,2.0056737702645644,-0.2795617499699195,0.06842125861836473,0.0,0.0,0.15833709264794985,0.03291403568554317,0.073,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000,12,0.046708909986912385,0.026144756232037256,0.0993795064241453,0.0056513445639704485,0.0034097504290446046,0.0019085672049387198,0.005642590172506943,0.0010788433296758718,-0.00223283974346234,0.00287284855131648,0.15391821061787617,0.06904226859782682,0.5277777777777778,0.25887630176030685,0.9719551282051282,0.09715028568094665,0.2820913392301549,0.054087840272868754,0.0008012820512820514,0.002775722448027047,0.43456196581196577,0.224177658725146
