n_seeds,late_window_updates,rho_mean,rho_sd,p_active_mean,p_active_sd,p_sustained_mean,p_sustained_sd,p_bursty_mean,p_bursty_sd,late_update_count_mean,late_update_count_sd,active_blocks_mean,active_blocks_sd,chi_rho,eval_return_end_mean_mean,eval_return_end_mean_sd,eval_CSR_post_mean,eval_CSR_post_sd,eval_dbar_post_mean_mean,eval_dbar_post_mean_sd,final_update_counter_mean,final_update_counter_sd,final_energy_E_post_mean,final_energy_E_post_sd,final_depr_F_post_mean,final_depr_F_post_sd,final_vartd_VarTD_mean,final_vartd_VarTD_sd,alpha,family,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,support_mode,support_total,support_start_update,support_window_frac,borrow_limit,borrow_interest,total_timesteps
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.64803139368693,1.0423546317690329,0.0016666666294137638,0.003892494633803578,0.59611343840758,0.04443884814198139,2.0833333333333335,0.28867513459481287,-0.2997576519846916,0.0007781943315903946,0.0,0.0,0.15796379496653876,0.03349958181839877,0.06,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000
12,313,0.0002662406815761448,0.0009222847750632999,0.08333333333333333,0.28867513459481287,0.0,0.0,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,8.506092063135617e-07,-24.68848196665446,1.0447170856918417,0.0016666666294137638,0.003892494633803578,0.5947039077679316,0.04671414644573456,2.1666666666666665,0.5773502691896257,-0.2948046314219634,0.017901463541075403,0.0,0.0,0.15792395050326982,0.03355706482777927,0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000
12,313,0.0002662406815761448,0.0009222847750632999,0.08333333333333333,0.28867513459481287,0.0,0.0,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,8.506092063135617e-07,-24.609973748524983,1.0572219737681765,0.0016666666294137638,0.003892494633803578,0.5967046767473221,0.043612048648253736,2.1666666666666665,0.5773502691896257,-0.28386025379101437,0.05574877328049296,0.0,0.0,0.1578847753504912,0.033614038953843565,0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.61475118001302,1.0544628465399501,0.0016666666294137638,0.003892494633803578,0.5939381072918574,0.048113229326530935,2.0833333333333335,0.28867513459481287,-0.29975809156894684,0.0006681361593382927,0.0,0.0,0.15793425403535366,0.03354215507356167,0.064,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000
12,313,0.0010649627263045792,0.0036891391002531995,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0.0,0.0,0.3333333333333333,1.1547005383792515,0.3333333333333333,1.1547005383792515,1.3609747301016988e-05,-24.63144524892171,1.0468207521794957,0.0016666666294137638,0.003892494633803578,0.5937073777119318,0.04855527578486042,2.8333333333333335,2.8867513459481287,-0.29041384905576706,0.03294945236885545,0.0,0.0,0.1627006884664297,0.03058578147200572,0.066,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000
12,313,0.0021299254526091584,0.004974434147996952,0.16666666666666666,0.38924947208076144,0.16666666666666666,0.38924947208076144,0.0,0.0,0.6666666666666666,1.5569978883230458,0.6666666666666666,1.5569978883230458,2.4744995092758162e-05,-24.61937967936198,1.0540832899148267,0.0008333333147068819,0.0028867512814242076,0.5934395243724188,0.049893470688021344,3.5,3.5032452487268535,-0.2473507970571518,0.12870809366314953,0.0,0.0,0.16342498796681562,0.029189333768030637,0.067,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000
12,313,0.0010649627263045792,0.0036891391002531995,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0.0,0.0,0.3333333333333333,1.1547005383792515,0.3333333333333333,1.1547005383792515,1.3609747301016988e-05,-24.607922554016113,1.0588667571095907,0.0008333333147068819,0.0028867512814242076,0.5958026920755705,0.04691551225809445,2.9166666666666665,2.8749176536296677,-0.2969905510544777,0.00969120605549213,0.0,0.0,0.16154727153480053,0.030785325186494537,0.069,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000
12,313,0.0021299254526091584,0.004974434147996952,0.16666666666666666,0.38924947208076144,0.16666666666666666,0.38924947208076144,0.0,0.0,0.6666666666666666,1.5569978883230458,0.6666666666666666,1.5569978883230458,2.4744995092758162e-05,-24.586617310841877,1.0752581726808013,0.0008333333147068819,0.0028867512814242076,0.5931377659241358,0.049664986390974275,3.6666666666666665,3.8924947208076146,-0.25104531397422153,0.1299312890018514,0.0,0.0,0.16653946600854397,0.029058608200895807,0.07,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000
12,313,0.0026624068157614484,0.00558932521013111,0.25,0.45226701686664544,0.16666666666666666,0.38924947208076144,0.08333333333333333,0.28867513459481287,0.8333333333333334,1.7494587907710375,0.75,1.5447859516333116,3.124055630460717e-05,-24.478761514027912,1.081801061123381,0.0024999999441206455,0.006215815466146305,0.5851192772388458,0.05562116677771496,4.083333333333333,4.481443219916251,-0.2201118189841509,0.1724258290322098,0.0,0.0,0.17453925808270773,0.04458097157048545,0.072,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000
12,313,0.0007987220447284345,0.0027668543251898993,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0.0,0.0,0.25,0.8660254037844386,0.25,0.8660254037844386,7.655482856822053e-06,-24.628484567006428,1.04499161933599,0.0016666666294137638,0.003892494633803578,0.6011064251263937,0.03491098530961851,2.75,2.0056737702645644,-0.2795617499699195,0.06842125861836473,0.0,0.0,0.15833709264794985,0.03291403568554317,0.073,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.3,0.02,4000000
