seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha
30,313,0.012779552715654952,1,4.0,4,1,0,0.2872691304632588,0.30424294,0.0,0.0,0.12162322419488818,0.13303995,-25.852580725239616,-26.050573,8.73482428115016,11.0,0.068
31,313,0.01597444089456869,1,5.0,4,1,0,0.29096945042811506,0.4300615,0.0,0.0,0.1305984591373802,0.13323428,-25.451844319488817,-25.982702,10.824281150159745,13.0,0.068
32,313,0.01597444089456869,1,5.0,4,1,0,0.2998968797971246,0.38594428,0.0,0.0,0.14751465535143768,0.16604988,-24.748333293929715,-24.064165,13.383386581469649,16.0,0.068
33,313,0.01597444089456869,1,5.0,4,1,0,0.30228620652715654,0.11954472,0.0,0.0,0.13351746749840257,0.15517628,-25.31713385942492,-24.500208,13.210862619808307,16.0,0.068
34,313,0.01597444089456869,1,5.0,4,1,0,0.30348668797603834,0.4522714,0.0,0.0,0.14535344872523961,0.14803913,-24.914647546325877,-24.105967,12.562300319488818,15.0,0.068
35,313,0.019169329073482427,1,6.0,4,1,0,0.30563183241373804,0.045583997,0.0,0.0,0.14614784601916933,0.15162036,-24.85010472204473,-24.850044,12.827476038338657,16.0,0.068
36,313,0.009584664536741214,1,3.0,3,1,0,0.3057818354408946,0.30602217,0.0,0.0,0.08305554555591053,0.0,-26.625944345047923,-28.220728,5.383386581469648,7.0,0.068
37,313,0.012779552715654952,1,4.0,4,1,0,0.288065879686901,0.36082238,0.0,0.0,0.12321064892971247,0.1161708,-25.783432463258787,-25.92559,10.833865814696486,13.0,0.068
38,313,0.012779552715654952,1,4.0,4,1,0,0.30141171691853036,0.16346054,0.0,0.0,0.1101825196230032,0.124316834,-26.252270345047922,-26.063232,6.65814696485623,9.0,0.068
39,313,0.009584664536741214,1,3.0,3,1,0,0.3110855416964856,0.3171323,0.0,0.0,0.0799685272172524,0.10304402,-26.572616498402557,-26.027174,5.402555910543131,7.0,0.068
40,313,0.012779552715654952,1,4.0,4,1,0,0.3142913424089457,0.5591598,0.0,0.0,0.12146347668690095,0.11871381,-25.884734888178915,-26.16388,10.156549520766774,12.0,0.068
41,313,0.012779552715654952,1,4.0,4,1,0,0.3286225091565495,0.061251823,0.0,0.0,0.09450403855910543,0.109961055,-26.54187293610224,-26.891672,5.635782747603834,8.0,0.068
42,313,0.01597444089456869,1,5.0,4,1,0,0.3053794412012779,0.16564696,0.0,0.0,0.13016277476996804,0.1304318,-25.511835498402554,-25.844158,11.361022364217252,14.0,0.068
43,313,0.009584664536741214,1,3.0,3,1,0,0.2901261969265176,0.29435256,0.0,0.0,0.0918579443482428,0.12589988,-26.481426718849843,-25.14896,5.099041533546326,7.0,0.068
44,313,0.01597444089456869,1,5.0,4,1,0,0.29765847839297127,0.23295797,0.0,0.0,0.12832450985303515,0.14383009,-25.585083249201276,-24.54435,11.485623003194888,14.0,0.068
45,313,0.01597444089456869,1,5.0,4,1,0,0.31009812801757186,0.53140706,0.0,0.0,0.14698264282747603,0.16257162,-24.856170329073482,-24.186632,13.63258785942492,16.0,0.068
46,313,0.01597444089456869,1,5.0,4,1,0,0.30373299284824284,0.15487592,0.0,0.0,0.12900773610223643,0.13858815,-25.565860974440895,-25.34631,12.338658146964857,15.0,0.068
47,313,0.012779552715654952,1,4.0,4,1,0,0.307686636057508,0.52192557,0.0,0.0,0.12372063707667733,0.12646845,-25.770655127795525,-26.362885,12.070287539936102,14.0,0.068
48,313,0.009584664536741214,1,3.0,3,1,0,0.33310887962811503,0.12560141,0.0,0.0,0.07129639514057508,0.10698998,-26.77286577635783,-26.475906,5.1309904153354635,7.0,0.068
49,313,0.01597444089456869,1,5.0,4,1,0,0.3061863398162939,0.10102037,0.0,0.0,0.12419474138658146,0.10718394,-25.77881438658147,-26.044674,10.332268370607029,13.0,0.068
50,313,0.012779552715654952,1,4.0,4,1,0,0.28519354378594247,0.3563914,0.0,0.0,0.12369556510543131,0.12528227,-25.812065948881788,-26.08088,9.830670926517572,12.0,0.068
51,313,0.01597444089456869,1,5.0,4,1,0,0.30325566958306704,0.023442788,0.0,0.0,0.13486612982428114,0.14106803,-25.350923325878597,-25.56088,12.00958466453674,15.0,0.068
52,313,0.01597444089456869,1,5.0,4,1,0,0.3060566552492013,0.44299453,0.0,0.0,0.14524791096166137,0.15605715,-24.948928322683706,-24.790293,13.53035143769968,16.0,0.068
53,313,0.01597444089456869,1,5.0,4,1,0,0.303579624057508,0.18943793,0.0,0.0,0.13261095975399362,0.12601374,-25.39594587220447,-26.127232,14.3258785942492,17.0,0.068
54,313,0.01597444089456869,1,5.0,4,1,0,0.301160407884984,0.29269814,0.0,0.0,0.1399289934345048,0.15021917,-25.125201923322685,-24.837044,12.383386581469649,15.0,0.068
55,313,0.01597444089456869,1,5.0,4,1,0,0.2919851308498403,0.32601672,0.0,0.0,0.14802757662939295,0.14503483,-24.735735907348243,-24.861626,14.309904153354633,17.0,0.068
56,313,0.01597444089456869,1,5.0,4,1,0,0.31266873347444085,0.020780833,0.0,0.0,0.12530253974121405,0.12619996,-25.70426689456869,-25.88145,11.175718849840255,14.0,0.068
57,313,0.01597444089456869,1,5.0,4,1,0,0.2913175202779553,0.39877746,0.0,0.0,0.13002039404792332,0.1406145,-25.47861333226837,-25.096952,13.76996805111821,16.0,0.068
58,313,0.01597444089456869,1,5.0,4,1,0,0.30403058236421726,0.059865143,0.0,0.0,0.1320581629201278,0.14135756,-25.369583805111823,-25.145216,11.108626198083067,14.0,0.068
59,313,0.012779552715654952,1,4.0,4,1,0,0.3099039304153355,0.57813627,0.0,0.0,0.12735826228753996,0.12654202,-25.6303587827476,-25.446157,10.108626198083067,12.0,0.068
