diag_n_seeds,late_g_eff_mean_mean,late_g_eff_mean_sd,late_g_raw_mean_mean,late_g_raw_mean_sd,late_alpha_g_eff_mean_mean,late_alpha_g_eff_mean_sd,late_debt_charge_mean_mean,late_debt_charge_mean_sd,late_margin_mean_mean,late_margin_mean_sd,late_break_even_alpha_est_mean,late_break_even_alpha_est_sd,late_debt_floor_frac_mean,late_debt_floor_frac_sd,late_negative_energy_frac_mean,late_negative_energy_frac_sd,late_debt_level_mean_mean,late_debt_level_mean_sd,late_update_u_mean_mean,late_update_u_mean_sd,late_cut_active_frac_mean,late_cut_active_frac_sd,alpha
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0,0.0,0.011999999999999999,0.0,-0.011999999999999999,0.0,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.0
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.00011810587663942308,3.483357538570579e-05,0.011999999999999999,0.0,-0.011881894123360576,3.4833575385705705e-05,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.003
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.00023621175327884615,6.966715077141159e-05,0.011999999999999999,0.0,-0.011763788246721151,6.966715077141165e-05,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.006
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.00035431762991826923,0.00010450072615711738,0.011999999999999999,0.0,-0.01164568237008173,0.0001045007261571172,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.009
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0004724235065576923,0.00013933430154282317,0.011999999999999999,0.0,-0.011527576493442306,0.00013933430154282325,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.012
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0005905293831971153,0.00017416787692852898,0.011999999999999999,0.0,-0.011409470616802883,0.00017416787692852906,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.015
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0007086352598365385,0.00020900145231423476,0.011999999999999999,0.0,-0.01129136474016346,0.00020900145231423481,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.018
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0008267411364759616,0.0002438350276999406,0.011999999999999999,0.0,-0.011173258863524037,0.00024383502769994065,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.021
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0009448470131153846,0.00027866860308564635,0.011999999999999999,0.0,-0.011055152986884614,0.00027866860308564645,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.024
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0009842156386618592,0.00029027979488088166,0.011999999999999999,0.0,-0.01101578436133814,0.00029027979488088155,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.025
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0010629528897548078,0.0003135021784713522,0.011999999999999999,0.0,-0.01093704711024519,0.00031350217847135234,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.027
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0011023215153012822,0.00032511337026658744,0.011999999999999999,0.0,-0.010897678484698716,0.00032511337026658733,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.028
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0011810587663942307,0.00034833575385705796,0.011999999999999999,0.0,-0.010818941233605767,0.00034833575385705796,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.03
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0012204273919407052,0.0003599469456522932,0.011999999999999999,0.0,-0.010779572608059293,0.00035994694565229317,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.031
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0012991646430336539,0.0003831693292427638,0.011999999999999999,0.0,-0.010700835356966344,0.0003831693292427639,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.033
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0013385332685801282,0.000394780521037999,0.011999999999999999,0.0,-0.01066146673141987,0.000394780521037999,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.034
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.001417270519673077,0.0004180029046284695,0.011999999999999999,0.0,-0.010582729480326923,0.0004180029046284696,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.036
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0014566391452195513,0.00042961409642370483,0.011999999999999999,0.0,-0.010543360854780448,0.00042961409642370483,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.037
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0015353763963125,0.00045283648001417535,0.011999999999999999,0.0,-0.010464623603687499,0.00045283648001417535,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.039
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0015747450218589743,0.0004644476718094106,0.011999999999999999,0.0,-0.010425254978141025,0.0004644476718094106,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.04
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0016534822729519232,0.0004876700553998812,0.011999999999999999,0.0,-0.010346517727048074,0.00048767005539988113,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.042
32,0.03936862554647436,0.011611191795235266,0.09764354145663061,0.002210884998258853,0.0016928508984983973,0.0004992812471951163,0.011999999999999999,0.0,-0.010307149101501602,0.0004992812471951162,0.3447947111128301,0.16871404029754916,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3738982371794872,0.10828373510094541,0.043
32,0.040211957439503204,0.014385767724702984,0.0978137505977564,0.002748613795734965,0.001809538084777644,0.0006473595476116342,0.011999999999999999,0.0,-0.010190461915222354,0.0006473595476116343,0.34321703124517056,0.17055792748529458,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3810096153846154,0.13103966890700355,0.045
32,0.04039538638952324,0.015121702117791737,0.09785277041786858,0.002903015211596702,0.0018581877739180688,0.0006955982974184199,0.011999999999999999,0.0,-0.01014181222608193,0.0006955982974184199,0.3429859730139455,0.17086544135906745,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3825120192307693,0.13687983110340568,0.046
32,0.040247634506310095,0.014526022256718344,0.09782082352303685,0.0027759363223187994,0.0019318864563028846,0.0006972490683224805,0.011999999999999999,0.0,-0.010068113543697115,0.0006972490683224804,0.34316987350582145,0.1706199211725795,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.38131009615384615,0.1321846305049204,0.048
32,0.04011444216536458,0.01401008484869252,0.09779520600470754,0.0026784913990495966,0.0019656076661028646,0.0006864941575859335,0.011999999999999999,0.0,-0.010034392333897134,0.0006864941575859334,0.3433519243964295,0.17038277816228703,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.38020833333333337,0.12804671250790053,0.049
32,0.040003133559996,0.013595937023562703,0.09775729030578925,0.0025425843361593387,0.0020401598115597957,0.0006933927882016978,0.011999999999999999,0.0,-0.009959840188440202,0.0006933927882016978,0.34351758603689125,0.1701721129408666,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3794070512820513,0.12514638519809507,0.051
32,0.040268236795472756,0.01460767112828528,0.09783386311258012,0.002827100131938167,0.0020939483133645834,0.0007595988986708345,0.011999999999999999,0.0,-0.009906051686635416,0.0007595988986708346,0.3431431496688397,0.17065522751377107,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.3814102564102564,0.13256893006682283,0.052
32,0.03977496572946715,0.012802033882231858,0.0977209046055689,0.0024228701534118506,0.002147848149391226,0.0006913098296405203,0.011999999999999999,0.0,-0.009852151850608773,0.0006913098296405203,0.3439028664906072,0.1697011703047883,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.37740384615384615,0.11834498471638127,0.054
