alpha,family,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,mean_update_fraction,final_update_counter,final_energy_E_post,final_depr_F_post,final_vartd_VarTD,total_support_s,total_debt_charge,max_debt_level_post
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,30,22.70776058593765,none,0.0,0.3,0.0,100.0,-23.63945770263672,26.0,0.0,0.49147653579711914,0.3499999940395355,4.0,104.0,0.009600000455975533,12.0,-0.2548220157623291,0.0,0.24835535883903503,0.0,0.0,0.299789160490036
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,31,10.58028391096741,none,0.0,0.3,0.0,100.0,-24.803653717041016,26.0,0.0,0.5184409022331238,0.32999998331069946,4.0,104.0,0.01119999960064888,14.0,-0.25497254729270935,0.0,0.22733449935913086,0.0,0.0,0.29910069704055786
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,32,10.565445728949271,none,0.0,0.3,0.0,100.0,-22.442285537719727,26.0,0.0,0.5041221380233765,0.41999998688697815,4.0,104.0,0.012799999676644802,16.0,0.20589923858642578,0.0,0.3322007358074188,0.0,0.0,0.2950997054576874
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,33,10.576525866053998,none,0.0,0.3,0.0,100.0,-24.675209045410156,26.0,0.009999999776482582,0.5069197416305542,0.3400000035762787,4.0,104.0,0.01360000018030405,17.0,-0.08110222220420837,0.0,0.38178569078445435,0.0,0.0,0.2957944869995117
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,34,10.590492239105515,none,0.0,0.3,0.0,100.0,-23.6854190826416,26.0,0.0,0.480604887008667,0.4699999988079071,4.0,104.0,0.01360000018030405,17.0,-0.06442625820636749,0.0,0.4087175726890564,0.0,0.0,0.2999986708164215
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,35,10.585528466966935,none,0.0,0.3,0.0,100.0,-23.7098388671875,26.0,0.0,0.49525201320648193,0.4099999964237213,4.0,104.0,0.012000000104308128,15.0,0.174725741147995,0.0,0.3138849139213562,0.0,0.0,0.2965441942214966
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,36,10.582530673942529,none,0.0,0.3,0.0,100.0,-23.748363494873047,26.0,0.0,0.5241038203239441,0.3100000023841858,4.0,104.0,0.010400000028312206,13.0,-0.015878796577453613,0.0,0.23790884017944336,0.0,0.0,0.2932398319244385
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,37,10.5799189460231,none,0.0,0.3,0.0,100.0,-24.441650390625,26.0,0.009999999776482582,0.48681506514549255,0.4699999988079071,4.0,104.0,0.012000000104308128,15.0,0.2440546751022339,0.0,0.307664155960083,0.0,0.0,0.2965834438800812
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,38,10.567049151984975,none,0.0,0.3,0.0,100.0,-22.685863494873047,26.0,0.009999999776482582,0.4664780795574188,0.4399999976158142,4.0,104.0,0.00800000037997961,10.0,0.2547815144062042,0.0,0.2163418084383011,0.0,0.0,0.2992415130138397
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,39,10.566625118022785,none,0.0,0.3,0.0,100.0,-24.26780128479004,26.0,0.0,0.5233186483383179,0.25,4.0,104.0,0.010400000028312206,13.0,0.22572213411331177,0.0,0.22627171874046326,0.0,0.0,0.299683153629303
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,40,10.574214839027263,none,0.0,0.3,0.0,100.0,-23.233469009399414,26.0,0.0,0.49198341369628906,0.3999999761581421,4.0,104.0,0.01119999960064888,14.0,0.23897390067577362,0.0,0.2264968603849411,0.0,0.0,0.2991028130054474
0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,41,10.585130843915977,none,0.0,0.3,0.0,100.0,-23.745424270629883,26.0,0.0,0.47485634684562683,0.47999998927116394,4.0,104.0,0.012000000104308128,15.0,0.20131896436214447,0.0,0.320954829454422,0.0,0.0,0.29335272312164307
