seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha,family
30,313,0.09904153354632587,1,31.0,4,1,0,-0.25519036626613417,-0.32453775,0.0,0.0,0.19171168958466453,0.21266285,-22.489905750798723,-21.609724,84.09265175718849,100.0,0.3,borrow
31,313,0.08306709265175719,1,26.0,4,1,0,-0.26140635768392967,-0.22590783,0.0,0.0,0.15896313000958467,0.12790875,-23.387444968051117,-24.868227,91.9776357827476,104.0,0.3,borrow
32,313,0.09584664536741214,1,30.0,4,1,0,-0.2479756631463259,-0.06742193,0.0,0.0,0.18674353619808307,0.17864046,-22.485061134185305,-22.220297,94.1629392971246,109.0,0.3,borrow
33,313,0.09904153354632587,1,31.0,4,1,0,-0.2538217532806709,-0.10164033,0.0,0.0,0.19597178693290734,0.15898864,-21.951512530351437,-22.954964,99.7923322683706,115.0,0.3,borrow
34,313,0.09904153354632587,1,31.0,4,1,0,-0.25061795365335465,-0.14308503,0.0,0.0,0.19437258619808306,0.20375252,-22.342157246006387,-21.608297,89.26198083067092,105.0,0.3,borrow
35,313,0.0926517571884984,1,29.0,4,1,0,-0.25355272284616615,-0.30273092,0.0,0.0,0.17558156837060704,0.16374564,-22.842548428115016,-23.430225,92.93290734824281,107.0,0.3,borrow
36,313,0.09904153354632587,1,31.0,4,1,0,-0.25426299893214055,-0.13162121,0.0,0.0,0.19547113996805113,0.1799005,-22.304731450479235,-22.817993,90.48242811501598,106.0,0.3,borrow
37,313,0.07028753993610223,1,22.0,4,1,0,-0.26518459952044726,-0.22521548,0.0,0.0,0.1377419214600639,0.0,-24.210509680511183,-25.619259,91.76357827476038,102.0,0.3,borrow
38,313,0.08626198083067092,1,27.0,4,1,0,-0.2544387821864537,0.026534952,0.0,0.0,0.1703944466773163,0.1796603,-22.935788482428116,-22.437357,81.93610223642173,95.0,0.3,borrow
39,313,0.08945686900958466,1,28.0,4,1,0,-0.25727952207667726,-0.023378711,0.0,0.0,0.17440104268370607,0.18220271,-22.942973383386583,-22.504944,93.18849840255591,107.0,0.3,borrow
40,313,0.08306709265175719,1,26.0,4,1,0,-0.2628964902136741,-0.16108823,0.0,0.0,0.16155442225239616,0.13939573,-23.391577303514378,-24.30266,90.51757188498402,103.0,0.3,borrow
41,313,0.07987220447284345,1,25.0,4,1,0,-0.2580832106395207,0.014493026,0.0,0.0,0.15986782166134186,0.1458866,-23.547940987220446,-24.262737,88.66134185303514,101.0,0.3,borrow
