alpha,family,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,mean_update_fraction,final_update_counter,final_energy_E_post,final_depr_F_post,final_vartd_VarTD,total_support_s,total_debt_charge,max_debt_level_post
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,30,23.658786793006584,frontload,0.6,0.0,0.0,100.0,-22.493595123291016,26.0,0.0,0.5131627321243286,0.35999998450279236,4.0,104.0,0.02160000056028366,27.0,0.5156548619270325,0.0,1.482339859008789,0.5999999642372131,0.0,0.0
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,31,10.906666191993281,frontload,0.6,0.0,0.0,100.0,-23.556772232055664,26.0,0.009999999776482582,0.4638562798500061,0.429999977350235,4.0,104.0,0.02239999920129776,28.0,0.12312211841344833,0.0,1.5707955360412598,0.5999999642372131,0.0,0.0
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,32,10.924962291959673,frontload,0.6,0.0,0.0,100.0,-22.99547004699707,26.0,0.019999999552965164,0.4574708938598633,0.5099999904632568,4.0,104.0,0.02319999970495701,29.0,0.4074297249317169,0.0,1.7000380754470825,0.5999999642372131,0.0,0.0
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,33,10.912914357031696,frontload,0.6,0.0,0.0,100.0,-23.935243606567383,26.0,0.0,0.4816095530986786,0.3199999928474426,4.0,104.0,0.025599999353289604,32.0,0.05367410555481911,0.0,2.2346465587615967,0.5999999642372131,0.0,0.0
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,34,10.916417096974328,frontload,0.6,0.0,0.0,100.0,-24.77347183227539,26.0,0.0,0.5042970180511475,0.3499999940395355,4.0,104.0,0.025599999353289604,32.0,0.1106586828827858,0.0,2.232124090194702,0.5999999642372131,0.0,0.0
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,35,10.932456234935671,frontload,0.6,0.0,0.0,100.0,-23.6967716217041,26.0,0.0,0.4829043745994568,0.38999998569488525,4.0,104.0,0.02239999920129776,28.0,0.3949652910232544,0.0,1.6317789554595947,0.5999999642372131,0.0,0.0
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,36,10.90140288299881,frontload,0.6,0.0,0.0,100.0,-23.400026321411133,26.0,0.0,0.49809300899505615,0.3999999761581421,4.0,104.0,0.02239999920129776,28.0,0.17072457075119019,0.0,1.5565242767333984,0.5999999642372131,0.0,0.0
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,37,10.921382770058699,frontload,0.6,0.0,0.0,100.0,-23.242755889892578,26.0,0.0,0.49417245388031006,0.3400000035762787,4.0,104.0,0.024800000712275505,31.0,0.33142155408859253,0.0,1.9944885969161987,0.5999999642372131,0.0,0.0
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,38,10.90680329897441,frontload,0.6,0.0,0.0,100.0,-21.14056396484375,26.0,0.0,0.4878230094909668,0.2800000011920929,4.0,104.0,0.02239999920129776,28.0,0.2464485764503479,0.0,1.6693633794784546,0.5999999642372131,0.0,0.0
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,39,10.901938761002384,frontload,0.6,0.0,0.0,100.0,-23.463863372802734,26.0,0.0,0.5320819020271301,0.28999999165534973,4.0,104.0,0.019200000911951065,24.0,0.21648666262626648,0.0,1.0567355155944824,0.5999999642372131,0.0,0.0
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,40,10.906308289035223,frontload,0.6,0.0,0.0,100.0,-22.96147918701172,26.0,0.0,0.47281157970428467,0.550000011920929,4.0,104.0,0.02160000056028366,27.0,0.33298155665397644,0.0,1.45182204246521,0.5999999642372131,0.0,0.0
0.099,support,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,41,10.93486788799055,frontload,0.6,0.0,0.0,100.0,-23.216821670532227,26.0,0.009999999776482582,0.46470266580581665,0.47999998927116394,4.0,104.0,0.024000000208616257,30.0,0.19264020025730133,0.0,1.9775456190109253,0.5999999642372131,0.0,0.0
