n_seeds,late_window_updates,rho_mean,rho_sd,p_active_mean,p_active_sd,p_sustained_mean,p_sustained_sd,p_bursty_mean,p_bursty_sd,late_update_count_mean,late_update_count_sd,active_blocks_mean,active_blocks_sd,chi_rho,eval_return_end_mean_mean,eval_return_end_mean_sd,eval_CSR_post_mean,eval_CSR_post_sd,eval_dbar_post_mean_mean,eval_dbar_post_mean_sd,final_update_counter_mean,final_update_counter_sd,final_energy_E_post_mean,final_energy_E_post_sd,final_depr_F_post_mean,final_depr_F_post_sd,final_vartd_VarTD_mean,final_vartd_VarTD_sd,alpha,family,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,support_mode,support_total,support_start_update,support_window_frac,borrow_limit,borrow_interest,total_timesteps
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.188365777333576,1.1169227576231489,0.0016666666294137638,0.003892494633803578,0.5611217866341273,0.03388371721474534,2.8333333333333335,0.38924947208076144,-0.5996476709842682,0.0006966240552461063,0.0,0.0,0.15512831012407938,0.03423831019875491,0.06,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.6,0.01,4000000
12,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.489381313323975,0.929127831292868,0.0016666666294137638,0.003892494633803578,0.5793812473615011,0.039229359242226376,2.8333333333333335,0.38924947208076144,-0.5976433455944061,0.0065512782760507,0.0,0.0,0.15375401886800924,0.03357902516959869,0.061,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.6,0.01,4000000
12,313,0.0005324813631522896,0.0018445695501265998,0.08333333333333333,0.28867513459481287,0.0,0.0,0.08333333333333333,0.28867513459481287,0.16666666666666666,0.5773502691896257,0.16666666666666666,0.5773502691896257,3.402436825254247e-06,-24.039167563120525,0.8047284951982099,0.0033333332588275275,0.004923659529120939,0.5461762597163519,0.029615536166885205,3.3333333333333335,1.825741858350554,-0.561951624850432,0.12964120043311322,0.0,0.0,0.1556777637451887,0.03245609955354262,0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.6,0.01,4000000
12,313,0.0005324813631522896,0.0018445695501265998,0.08333333333333333,0.28867513459481287,0.0,0.0,0.08333333333333333,0.28867513459481287,0.16666666666666666,0.5773502691896257,0.16666666666666666,0.5773502691896257,3.402436825254247e-06,-24.39179563522339,1.3272472074983792,0.0008333333147068819,0.0028867512814242076,0.5788541634877523,0.0793785891951362,3.4166666666666665,2.1087839379532696,-0.5643356802562872,0.12010201567378091,0.0,0.0,0.1576816930125157,0.0312997028759791,0.064,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.6,0.01,4000000
12,313,0.0005324813631522896,0.0018445695501265998,0.08333333333333333,0.28867513459481287,0.0,0.0,0.08333333333333333,0.28867513459481287,0.16666666666666666,0.5773502691896257,0.16666666666666666,0.5773502691896257,3.402436825254247e-06,-24.112473964691162,0.7734176976846089,0.0016666666294137638,0.003892494633803578,0.5624336128433546,0.040226599584431755,3.25,1.5447859516333116,-0.5518668272222081,0.16034455840205533,0.0,0.0,0.15553222534557185,0.03368562714596591,0.066,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.6,0.01,4000000
12,313,0.0007987220447284345,0.0027668543251898993,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0.0,0.0,0.25,0.8660254037844386,0.25,0.8660254037844386,7.655482856822053e-06,-24.101146539052326,0.9514061510821324,0.0024999999441206455,0.004522670067576898,0.5662325645486513,0.0394292752935178,3.3333333333333335,1.825741858350554,-0.5956193109353384,0.009178864948189645,0.0,0.0,0.155020197853446,0.03275484724266763,0.067,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.6,0.01,4000000
12,313,0.001597444089456869,0.003194888178913738,0.25,0.45226701686664544,0.08333333333333333,0.28867513459481287,0.16666666666666666,0.38924947208076144,0.5,1.0,0.5,1.0,1.0207310475762742e-05,-23.89575481414795,0.8238042631657101,0.0033333332588275275,0.004923659529120941,0.5493559762835503,0.036638610495326324,3.9166666666666665,2.2746961169005466,-0.5591325983405113,0.08574090441175419,0.0,0.0,0.15546101393798986,0.03363025349110545,0.069,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.6,0.01,4000000
12,313,0.0007987220447284345,0.0019858835798979586,0.16666666666666666,0.38924947208076144,0.0,0.0,0.16666666666666666,0.38924947208076144,0.25,0.621581560508061,0.25,0.621581560508061,3.943733592908332e-06,-23.980697790781658,0.8708296856677403,0.0008333333147068819,0.002886751281424208,0.5482311894496282,0.03782405976199996,3.3333333333333335,1.2309149097933272,-0.5439760647714138,0.12696632168971358,0.0,0.0,0.15357526329656443,0.03232152352031743,0.07,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.6,0.01,4000000
12,313,0.002928647497337593,0.0053561860204502315,0.25,0.45226701686664544,0.25,0.45226701686664544,0.0,0.0,0.9166666666666666,1.6764862244009227,0.9166666666666666,1.6764862244009227,2.8688728685666485e-05,-23.989734331766766,0.8930382604347913,0.0024999999441206455,0.004522670067576898,0.5537577569484711,0.0432314834199782,5.166666666666667,4.152399817265222,-0.543596480662624,0.1637630586832585,0.0,0.0,0.16880488395690918,0.030279803896324106,0.072,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.6,0.01,4000000
12,313,0.002928647497337593,0.0053561860204502315,0.25,0.45226701686664544,0.25,0.45226701686664544,0.0,0.0,0.9166666666666666,1.6764862244009227,0.9166666666666666,1.6764862244009227,2.8688728685666485e-05,-24.026802221934002,0.9933499067673413,0.0,0.0,0.5538273503383001,0.047200546222582254,5.083333333333333,4.033007750445257,-0.5695792362093925,0.05331236544240515,0.0,0.0,0.16897215011219183,0.03093903955075133,0.073,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,none,0.0,0,0.1,0.6,0.01,4000000
