condition,phase,family,metric_horizon,alpha,c_upd,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,total_timesteps,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_CSR_pre,eval_dbar_post_mean,eval_dbar_pre_mean,eval_occupied_post_mean,eval_occupied_pre_mean,eval_max_tilde_post_mean,eval_max_tilde_pre_mean,eval_episodes_per_env,eval_t_eval,eval_done_per_env_min,eval_done_per_env_max,mean_update_fraction,final_executed_updates,final_energy,total_support_injected,total_debt_charge,max_debt_level,final_vartd,train_final_return_end_mean,I_R_short,learned_R_short_0p5,I_R_full,learned_R_full_0p5
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,47,3.0751624929998798,none,0.0,0.0,0.0,1000000,100.0,-22.363676071166992,26.0,0.0,0.0,0.49284130334854126,0.4933837056159973,0.38999998569488525,0.3400000035762787,0.7077970504760742,0.7046672701835632,4.0,104.0,4.0,4.0,0.1666666716337204,52.0,0.18309353291988373,0.0,0.0,0.0,5.063924789428711,-23.670270919799805,,,1.9753600105423974,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,48,3.0574209019996488,none,0.0,0.0,0.0,1000000,100.0,-23.71970558166504,26.0,0.0,0.0,0.4984837770462036,0.5004632472991943,0.4699999988079071,0.35999998450279236,0.7469387054443359,0.7411766648292542,4.0,104.0,4.0,4.0,0.1666666716337204,52.0,0.6453962922096252,0.0,0.0,0.0,4.883955001831055,-24.03069496154785,,,1.427901072905314,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,49,2.852965469999617,none,0.0,0.0,0.0,1000000,100.0,-23.171142578125,26.0,0.009999999776482582,0.0,0.47836166620254517,0.48396778106689453,0.3999999761581421,0.3700000047683716,0.688575029373169,0.6933533549308777,4.0,104.0,4.0,4.0,0.16987179219722748,53.0,0.5831027030944824,0.0,0.0,0.0,5.214379787445068,-22.16855812072754,,,1.649368022422317,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,50,3.05900782199933,none,0.0,0.0,0.0,1000000,100.0,-23.490230560302734,26.0,0.0,0.0,0.4973474144935608,0.49423786997795105,0.32999998331069946,0.35999998450279236,0.7001128196716309,0.6927269697189331,4.0,104.0,4.0,4.0,0.16987179219722748,53.0,1.0,0.0,0.0,0.0,5.174790859222412,-22.41634750366211,,,1.5205451860582153,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,51,2.8370762939994165,none,0.0,0.0,0.0,1000000,100.0,-23.916351318359375,26.0,0.0,0.009999999776482582,0.4853127896785736,0.48987019062042236,0.3499999940395355,0.38999998569488525,0.6894575357437134,0.7027035355567932,4.0,104.0,4.0,4.0,0.16025641560554504,50.0,0.8180052638053894,0.0,0.0,0.0,4.9934186935424805,-23.407573699951172,,,1.3485108640137666,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,52,2.9464546729996073,none,0.0,0.0,0.0,1000000,100.0,-22.671039581298828,26.0,0.0,0.0,0.4801501929759979,0.4762340188026428,0.2800000011920929,0.32999998331069946,0.668787956237793,0.6634348630905151,4.0,104.0,4.0,4.0,0.16025641560554504,50.0,0.3836504817008972,0.0,0.0,0.0,5.1899824142456055,-23.597665786743164,,,1.85127060140898,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,53,2.9952798499998607,none,0.0,0.0,0.0,1000000,100.0,-23.422574996948242,26.0,0.0,0.0,0.5061712861061096,0.5034770965576172,0.3700000047683716,0.32999998331069946,0.7302622199058533,0.7265628576278687,4.0,104.0,4.0,4.0,0.1666666716337204,52.0,0.6666202545166016,0.0,0.0,0.0,5.625761032104492,-23.602922439575195,,,1.547859224987711,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,54,2.968907644000865,none,0.0,0.0,0.0,1000000,100.0,-23.062110900878906,26.0,0.0,0.0,0.5084505081176758,0.5049450397491455,0.3199999928474426,0.3999999761581421,0.720231294631958,0.7203845977783203,4.0,104.0,4.0,4.0,0.16987179219722748,53.0,0.4690901041030884,0.0,0.0,0.0,5.308521270751953,-22.62055206298828,,,1.693386508548045,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,55,3.118344537999292,none,0.0,0.0,0.0,1000000,100.0,-22.798078536987305,26.0,0.0,0.0,0.4862651526927948,0.4867797791957855,0.3499999940395355,0.4099999964237213,0.6876629590988159,0.690283477306366,4.0,104.0,4.0,4.0,0.16346153616905212,51.0,0.44064462184906006,0.0,0.0,0.0,5.178408145904541,-23.416791915893555,,,1.7999821809274863,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,56,3.1133399579994148,none,0.0,0.0,0.0,1000000,100.0,-23.63953971862793,26.0,0.0,0.0,0.4729818105697632,0.46896427869796753,0.47999998927116394,0.4399999976158142,0.673224151134491,0.6722065806388855,4.0,104.0,4.0,4.0,0.16987179219722748,53.0,0.7929903268814087,0.0,0.0,0.0,5.324942588806152,-22.792253494262695,,,1.4602657949657778,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,57,3.0734519729994645,none,0.0,0.0,0.0,1000000,100.0,-22.171621322631836,26.0,0.009999999776482582,0.009999999776482582,0.4642859697341919,0.4629860520362854,0.5099999904632568,0.5399999618530273,0.696462094783783,0.6928406953811646,4.0,104.0,4.0,4.0,0.16025641560554504,50.0,0.683053731918335,0.0,0.0,0.0,5.0494794845581055,-23.450620651245117,,,2.0528967365407844,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,58,3.074328610999146,none,0.0,0.0,0.0,1000000,100.0,-23.902395248413086,26.0,0.0,0.0,0.4911980628967285,0.4863365888595581,0.23999999463558197,0.3499999940395355,0.7149953842163086,0.7020790576934814,4.0,104.0,4.0,4.0,0.16025641560554504,50.0,0.7038916945457458,0.0,0.0,0.0,5.1050825119018555,-22.9368839263916,,,1.3541452363981685,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,59,2.846564776999003,none,0.0,0.0,0.0,1000000,100.0,-23.03106689453125,26.0,0.0,0.0,0.49810850620269775,0.5027904510498047,0.3700000047683716,0.3499999940395355,0.7130040526390076,0.7211248874664307,4.0,104.0,4.0,4.0,0.1538461595773697,48.0,0.3639387786388397,0.0,0.0,0.0,4.832109451293945,-23.2542781829834,,,1.705919656686425,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,60,2.9936818390015105,none,0.0,0.0,0.0,1000000,100.0,-22.988290786743164,26.0,0.009999999776482582,0.0,0.47286176681518555,0.47597378492355347,0.44999998807907104,0.5099999904632568,0.6945940256118774,0.6964503526687622,4.0,104.0,4.0,4.0,0.15705128014087677,49.0,0.47200560569763184,0.0,0.0,0.0,5.088783264160156,-23.04310417175293,,,1.723189312209861,1.0
anchor_enabled_full__base__t1m__a1p00__c0p90,reproduce_baseline,base,full,1.0,0.9,61,2.876595733998329,none,0.0,0.0,0.0,1000000,100.0,-22.881698608398438,26.0,0.0,0.009999999776482582,0.4661308228969574,0.4611254334449768,0.41999998688697815,0.4399999976158142,0.6500663757324219,0.6487562656402588,4.0,104.0,4.0,4.0,0.16346153616905212,51.0,0.2552151679992676,0.0,0.0,0.0,5.245294570922852,-23.75782585144043,,,1.766222918975243,1.0
