condition,phase,family,metric_horizon,alpha,c_upd,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,total_timesteps,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_CSR_pre,eval_dbar_post_mean,eval_dbar_pre_mean,eval_occupied_post_mean,eval_occupied_pre_mean,eval_max_tilde_post_mean,eval_max_tilde_pre_mean,eval_episodes_per_env,eval_t_eval,eval_done_per_env_min,eval_done_per_env_max,mean_update_fraction,final_executed_updates,final_energy,total_support_injected,total_debt_charge,max_debt_level,final_vartd,train_final_return_end_mean,I_R_short,learned_R_short_0p5,I_R_full,learned_R_full_0p5
anchor_short_fail__base__t400k__a0p00__c0p60,reproduce_baseline,base,short,0.0,0.6,44,1.0908961509994697,none,0.0,0.0,0.0,400000,100.0,-24.145353317260742,26.0,0.0,0.0,0.5540908575057983,0.5533486008644104,0.25999999046325684,0.25999999046325684,0.8088131546974182,0.8032121658325195,4.0,104.0,4.0,4.0,0.00800000037997961,1.0,0.3999999761581421,0.0,0.0,0.0,0.1711081713438034,-27.354652404785156,0.6296987254689926,1.0,,
anchor_short_fail__base__t400k__a0p00__c0p60,reproduce_baseline,base,short,0.0,0.6,45,1.1152725459996873,none,0.0,0.0,0.0,400000,100.0,-26.317577362060547,26.0,0.0,0.0,0.6919445991516113,0.6841830015182495,0.1599999964237213,0.20999999344348907,0.978682816028595,0.9726836681365967,4.0,104.0,4.0,4.0,0.00800000037997961,1.0,0.3999999761581421,0.0,0.0,0.0,0.15631772577762604,-26.721385955810547,0.1900455208552543,0.0,,
anchor_short_fail__base__t400k__a0p00__c0p60,reproduce_baseline,base,short,0.0,0.6,46,1.1092314939996868,none,0.0,0.0,0.0,400000,100.0,-28.051998138427734,26.0,0.0,0.0,0.8011283278465271,0.8006632328033447,0.25,0.17999999225139618,1.1356943845748901,1.141613245010376,4.0,104.0,4.0,4.0,0.00800000037997961,1.0,0.3999999761581421,0.0,0.0,0.0,0.14623507857322693,-26.993806838989258,-0.16099729827934328,0.0,,
anchor_short_fail__base__t400k__a0p00__c0p60,reproduce_baseline,base,short,0.0,0.6,47,1.1711583219985187,none,0.0,0.0,0.0,400000,100.0,-24.031341552734375,26.0,0.0,0.0,0.5427258014678955,0.5406011939048767,0.26999998092651367,0.29999998211860657,0.7955707311630249,0.7915844321250916,4.0,104.0,4.0,4.0,0.00800000037997961,1.0,0.3999999761581421,0.0,0.0,0.0,0.1814889758825302,-27.141490936279297,0.6527744472195562,1.0,,
anchor_short_fail__base__t400k__a0p00__c0p60,reproduce_baseline,base,short,0.0,0.6,48,1.1806879929990828,none,0.0,0.0,0.0,400000,100.0,-31.453136444091797,26.0,0.0,0.0,1.044795036315918,1.0326499938964844,0.14999999105930328,0.11999999731779099,1.4260663986206055,1.405663013458252,4.0,104.0,4.0,4.0,0.00800000037997961,1.0,0.3999999761581421,0.0,0.0,0.0,0.17764511704444885,-26.41057777404785,-0.8493799533740005,0.0,,
anchor_short_fail__base__t400k__a0p00__c0p60,reproduce_baseline,base,short,0.0,0.6,49,1.1870350699991832,none,0.0,0.0,0.0,400000,100.0,-24.142194747924805,26.0,0.0,0.0,0.6289983987808228,0.63127201795578,0.22999998927116394,0.25999999046325684,0.9231815934181213,0.93107670545578,4.0,104.0,4.0,4.0,0.00800000037997961,1.0,0.3999999761581421,0.0,0.0,0.0,0.1744777262210846,-26.845510482788086,0.6303380127164863,1.0,,
anchor_short_fail__base__t400k__a0p00__c0p60,reproduce_baseline,base,short,0.0,0.6,50,1.1292280620000383,none,0.0,0.0,0.0,400000,100.0,-24.887733459472656,26.0,0.0,0.0,0.5683465600013733,0.5681164264678955,0.3700000047683716,0.38999998569488525,0.8568617701530457,0.8559311628341675,4.0,104.0,4.0,4.0,0.00800000037997961,1.0,0.3999999761581421,0.0,0.0,0.0,0.16276782751083374,-27.542774200439453,0.479442673683528,0.0,,
anchor_short_fail__base__t400k__a0p00__c0p60,reproduce_baseline,base,short,0.0,0.6,51,1.1065657489998557,none,0.0,0.0,0.0,400000,100.0,-25.71695327758789,26.0,0.009999999776482582,0.0,0.6593223214149475,0.6559334397315979,0.1899999976158142,0.1599999964237213,0.9320536851882935,0.9254143834114075,4.0,104.0,4.0,4.0,0.00800000037997961,1.0,0.3999999761581421,0.0,0.0,0.0,0.1844290941953659,-28.047054290771484,0.31161046906525014,0.0,,
anchor_short_fail__base__t400k__a0p00__c0p60,reproduce_baseline,base,short,0.0,0.6,52,1.1228301929986628,none,0.0,0.0,0.0,400000,100.0,-25.975509643554688,26.0,0.0,0.0,0.7396109104156494,0.7268620729446411,0.14999999105930328,0.14999999105930328,1.06533944606781,1.0615798234939575,4.0,104.0,4.0,4.0,0.00800000037997961,1.0,0.3999999761581421,0.0,0.0,0.0,0.16740557551383972,-27.844894409179688,0.2592792488383508,0.0,,
anchor_short_fail__base__t400k__a0p00__c0p60,reproduce_baseline,base,short,0.0,0.6,53,1.1814084950001416,none,0.0,0.0,0.0,400000,100.0,-24.036224365234375,26.0,0.009999999776482582,0.0,0.5482151508331299,0.5525970458984375,0.3100000023841858,0.3400000035762787,0.8096026182174683,0.8147890567779541,4.0,104.0,4.0,4.0,0.00800000037997961,1.0,0.3999999761581421,0.0,0.0,0.0,0.12250120937824249,-26.955158233642578,0.6517861770785033,1.0,,
anchor_short_fail__base__t400k__a0p00__c0p60,reproduce_baseline,base,short,0.0,0.6,54,1.1846172160003334,none,0.0,0.0,0.0,400000,100.0,-24.373903274536133,26.0,0.019999999552965164,0.019999999552965164,0.6137814521789551,0.6096929311752319,0.29999998211860657,0.3400000035762787,0.8474798202514648,0.8553405404090881,4.0,104.0,4.0,4.0,0.00800000037997961,1.0,0.3999999761581421,0.0,0.0,0.0,0.14468398690223694,-27.83237648010254,0.5834407340932829,1.0,,
