seed,late_g_eff_mean,late_g_raw_mean,late_alpha_g_eff_mean,late_debt_charge_mean,late_margin_mean,late_break_even_alpha_est,late_debt_floor_frac,late_negative_energy_frac,late_debt_level_mean,late_update_u_mean,late_cut_active_frac,late_window_updates
30,0.1792648871794872,0.1792648871794872,0.03119209036923077,0.002908937242557372,0.0282831531266734,0.01622703301425018,0.0,0.9871794871794872,0.29049519271282054,0.04807692307692308,1.0,312
31,0.1680576155769231,0.1680576155769231,0.029242025110384616,0.0029178367012307692,0.026324188409153848,0.01736212126546102,0.0,0.9807692307692307,0.29148512883846156,0.04487179487179487,1.0,312
32,0.17001528974358976,0.17001528974358976,0.029582660415384616,0.0029551650599711535,0.026627495355413464,0.017381760572405074,0.0,0.9935897435897436,0.29491465678365386,0.04487179487179487,1.0,312
33,0.18099952762820512,0.18099952762820512,0.03149391780730769,0.002810261047445513,0.028683656759862175,0.015526344650015487,0.0,0.9807692307692307,0.2820860432807692,0.05128205128205128,1.0,312
34,0.1760569242948718,0.1760569242948718,0.03063390482730769,0.0028682735336153843,0.027765631293692306,0.016291739419526663,0.0,0.9839743589743589,0.28691154805160257,0.04807692307692308,1.0,312
35,0.17086139913461537,0.17086139913461537,0.029729883449423074,0.0029177984546516025,0.02681208499477147,0.017076990294061546,0.0,0.9903846153846154,0.2928523829966346,0.04807692307692308,1.0,312
36,0.18216287958333333,0.18216287958333333,0.0316963410475,0.0028490454468333335,0.028847295600666668,0.015640098868386586,0.0,0.9871794871794872,0.28394187010384614,0.04807692307692308,1.0,312
37,0.185082124775641,0.185082124775641,0.03220428971096154,0.0028278494031346154,0.02937644030782692,0.015278889879628147,0.0,0.9807692307692307,0.2831520970878205,0.05128205128205128,1.0,312
38,0.17885730535256414,0.17885730535256414,0.03112117113134616,0.0029019623871121792,0.02821920874423398,0.016225014580152713,0.0,0.9839743589743589,0.2898616526634616,0.04807692307692308,1.0,312
39,0.16562551323717947,0.16562551323717947,0.028818839303269225,0.0029061451527051282,0.025912694150564096,0.01754648239817656,0.0,0.9839743589743589,0.2907274690573718,0.04487179487179487,1.0,312
40,0.17867108576923077,0.17867108576923077,0.03108876892384615,0.0028529619383269233,0.028235806985519227,0.015967675609313593,0.0,0.967948717948718,0.28494500854102567,0.04807692307692308,1.0,312
41,0.17342303942307694,0.17342303942307694,0.030175608859615385,0.0028986313610378203,0.027276977498577566,0.016714223039110843,0.0,0.9839743589743589,0.29047077962397433,0.04807692307692308,1.0,312
42,0.1810088703205128,0.1810088703205128,0.03149554343576923,0.0028638085325352566,0.02863173490323397,0.015821371225975305,0.0,0.9839743589743589,0.28749271503666673,0.05128205128205128,1.0,312
43,0.1798361457051282,0.1798361457051282,0.031291489352692305,0.002891424827977564,0.02840006452471474,0.016078107193859374,0.0,0.9807692307692307,0.2904860139923077,0.05128205128205128,1.0,312
44,0.17374338461538463,0.17374338461538463,0.030231348923076926,0.002903412775573718,0.027327936147503208,0.016710925610209544,0.0,0.9839743589743589,0.2890389897897436,0.04487179487179487,1.0,312
45,0.17834641250000002,0.17834641250000002,0.031032275775000003,0.0028978196388727566,0.028134456136127247,0.016248264252989985,0.0,0.9903846153846154,0.28953648897810896,0.04807692307692308,1.0,312
46,0.17766554320512823,0.17766554320512823,0.03091380451769231,0.0028750479530576926,0.028038756564634615,0.016182360975522607,0.0,0.9839743589743589,0.28735066159134615,0.04807692307692308,1.0,312
47,0.17355078753205128,0.17355078753205128,0.03019783703057692,0.0029072484365916668,0.027290588593985254,0.016751571559735834,0.0,0.9903846153846154,0.28945990345435896,0.04487179487179487,1.0,312
48,0.16670244102564102,0.16670244102564102,0.029006224738461536,0.002918950453233013,0.026087274285228522,0.017509944277204918,0.0,0.9903846153846154,0.29183341857554485,0.04487179487179487,1.0,312
49,0.17153548580128206,0.17153548580128206,0.029847174529423075,0.0028596694388173076,0.026987505090605768,0.016671007899380866,0.0,0.9775641025641025,0.2850050880974359,0.04487179487179487,1.0,312
50,0.17832629875,0.17832629875,0.0310287759825,0.0028984900752403843,0.028130285907259616,0.016253856529057715,0.0,0.9807692307692307,0.28960334297339746,0.04807692307692308,1.0,312
51,0.15642598144230768,0.15642598144230768,0.027218120770961536,0.0029402145864653845,0.024277906184496153,0.018796203542119257,0.0,0.9967948717948718,0.2939102262573718,0.041666666666666664,1.0,312
52,0.16538370378205128,0.16538370378205128,0.02877676445807692,0.0028749644983141025,0.025901799959762817,0.01738360208756019,0.0,0.9903846153846154,0.2876202975977564,0.04487179487179487,1.0,312
53,0.18166743846153846,0.18166743846153846,0.03161013429230769,0.00292748916124359,0.0286826451310641,0.01611455077495013,0.0,0.9967948717948718,0.2938098684239423,0.05128205128205128,1.0,312
54,0.1648398155128205,0.1648398155128205,0.028682127899230768,0.002910023583132051,0.025772104316098717,0.01765364498909987,0.0,0.9903846153846154,0.291255900871859,0.04487179487179487,1.0,312
55,0.18103506173076925,0.18103506173076925,0.03150010074115385,0.002832819694092308,0.02866728104706154,0.015647906361394265,0.0,0.9871794871794872,0.28249930999384615,0.04807692307692308,1.0,312
56,0.18336186128205129,0.18336186128205129,0.031904963863076924,0.002809941401578526,0.029095022461498397,0.015324568489497451,0.0,0.967948717948718,0.2816427136870192,0.05128205128205128,1.0,312
57,0.17061233525641026,0.17061233525641026,0.02968654633461538,0.002888933121352564,0.02679761321326282,0.016932733011425213,0.0,0.9903846153846154,0.2881213462798077,0.04487179487179487,1.0,312
58,0.16652320977564103,0.16652320977564103,0.028975038500961538,0.00290507229913141,0.02606996620183013,0.017445449814746265,0.0,0.9871794871794872,0.2904629102525641,0.04487179487179487,1.0,312
59,0.17868803759615387,0.17868803759615387,0.031091718541730772,0.0028746091040583333,0.028217109437672437,0.016087305802502175,0.0,0.9775641025641025,0.28712842352858975,0.04807692307692308,1.0,312
60,0.15609127217948718,0.15609127217948718,0.027159881359230767,0.0029096009246955125,0.024250280434535254,0.018640381900083453,0.0,0.9935897435897436,0.290876483686859,0.041666666666666664,1.0,312
61,0.1863711803525641,0.1863711803525641,0.03242858538134615,0.0028454062188910255,0.029583179162455127,0.015267415345593043,0.0,0.9775641025641025,0.2847010376740385,0.05128205128205128,1.0,312
