label,stage_source,horizon_label,total_timesteps,alpha,c_upd,expected_status,rationale,note,n_seeds,runtime_sec_mean,runtime_sec_sd,eval_done_count_mean,eval_done_count_sd,eval_return_end_mean_mean,eval_return_end_mean_sd,eval_len_end_mean_mean,eval_len_end_mean_sd,eval_CSR_post_mean,eval_CSR_post_sd,eval_CSR_pre_mean,eval_CSR_pre_sd,eval_dbar_post_mean_mean,eval_dbar_post_mean_sd,eval_dbar_pre_mean_mean,eval_dbar_pre_mean_sd,eval_occupied_post_mean_mean,eval_occupied_post_mean_sd,eval_occupied_pre_mean_mean,eval_occupied_pre_mean_sd,eval_max_tilde_post_mean_mean,eval_max_tilde_post_mean_sd,eval_max_tilde_pre_mean_mean,eval_max_tilde_pre_mean_sd,eval_episodes_per_env_mean,eval_episodes_per_env_sd,eval_t_eval_mean,eval_t_eval_sd,eval_done_per_env_min_mean,eval_done_per_env_min_sd,eval_done_per_env_max_mean,eval_done_per_env_max_sd,mean_update_fraction_mean,mean_update_fraction_sd,final_executed_updates_mean,final_executed_updates_sd,final_energy_mean,final_energy_sd,final_funding_z_mean,final_funding_z_sd,final_funding_g_mean,final_funding_g_sd,final_vartd_mean,final_vartd_sd,train_final_return_end_mean_mean,train_final_return_end_mean_sd,train_final_min_dists_end_mean_mean,train_final_min_dists_end_mean_sd,train_final_occupied_end_mean_mean,train_final_occupied_end_mean_sd,train_final_CSR_train_mean,train_final_CSR_train_sd,train_final_dbar_end_mean,train_final_dbar_end_sd
enabled_full,Stage C,full,1000000,1.0,0.9,learning-enabled full-horizon exemplar,Strongest learning-enabled full-horizon point in the completed Stage C by-point table.,,32,2.9978203401888095,2.2253823904936048,100.0,0.0,-23.272034168243408,0.7475696179418554,26.0,0.0,0.00468749989522621,0.008418249955654211,0.004062499909196049,0.00665237027530452,0.48362860176712275,0.019934646759662705,0.4849587930366397,0.019839214889044585,0.4109374890103936,0.07086376795183154,0.4153124885633588,0.06983779892936655,0.6976606342941523,0.03251928809243257,0.6999846268445253,0.03230310124903536,4.0,0.0,104.0,0.0,4.0,0.0,4.0,0.0,0.16235977597534657,0.005617276211200825,50.65625,1.7525902489301832,0.5555126816034317,0.2776442177126076,0.750352906063199,0.02878241294989956,0.1780582214705646,0.011640368442462861,4.992373898625374,0.19237652782164755,-23.140259206295013,0.5586453169563971,1.6508093439042568,0.06332257641620317,0.29450001334771514,0.05085844170538423,0.0010000000474974513,0.002688086147806223,0.550269803032279,0.0211075273774025
fragile_full,Stage C,full,1000000,0.0,0.58,boundary-near / fragile full-horizon exemplar,Largest sampled in-domain alpha=0.0 Stage C refine point; Stage C says the true full-horizon boundary lies above this sampled band.,,32,2.7700538713461356,1.7291880403436866,100.0,0.0,-26.83715158700943,3.7923832874967807,26.0,0.0,0.0009374999790452421,0.0029614457446095178,0.0009374999790452421,0.0029614457446095178,0.7380674947053194,0.22174310950561366,0.7318282285705209,0.21228642132761935,0.22562499484047294,0.10847736206988806,0.2274999951478094,0.11152896236865203,1.0500963926315308,0.26604068550172505,1.0424107629805803,0.25675246994214157,4.0,0.0,104.0,0.0,4.0,0.0,4.0,0.0,0.0032051282469183207,0.0,1.0,0.0,0.42000001668930054,0.0,1.0326485838741064,0.04047843033994495,0.09314880124293268,0.008675196311571447,0.15780567517504096,0.02361836009482845,-27.161234974861145,0.818084234715325,2.2718722447752953,0.08905431529972688,0.15500000934116542,0.03165948103730011,0.0005000000237487257,0.0019674776008020258,0.757290767505765,0.029684771332098785
disabled_short,Stage B,short,400000,0.0,0.6,disabled within accepted short horizon,First accepted in-domain short-horizon alpha=0.0 point beyond the full-horizon fragile band with P_learn < 0.5.,This is a short-horizon disabled exemplar only. It must not be described as a full-horizon in-domain crossing.,32,1.294404615970052,1.6905895515637437,100.0,0.0,-26.83715158700943,3.7923832874967807,26.0,0.0,0.0009374999790452421,0.0029614457446095178,0.0009374999790452421,0.0029614457446095178,0.7380674947053194,0.22174310950561366,0.7318282285705209,0.21228642132761935,0.22562499484047294,0.10847736206988806,0.2274999951478094,0.11152896236865203,1.0500963926315308,0.26604068550172505,1.0424107629805803,0.25675246994214157,4.0,0.0,104.0,0.0,4.0,0.0,4.0,0.0,0.00800000037997961,0.0,1.0,0.0,0.3999999761581421,0.0,1.0359464418143034,0.04036202321157859,0.09244866506196558,0.008815774467612357,0.1595182791352272,0.021990315584192434,-27.49296486377716,0.8037393254026002,2.2791276648640633,0.088798210715991,0.15625000861473382,0.03251104166201772,0.0,0.0,0.7597092427313328,0.0295994016272461
