alpha,seed,runtime_sec,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,final_energy_E_post,final_update_counter,final_funding_g,final_funding_g_raw,final_funding_alpha_eff,final_depr_F_post,final_episode_return_end_mean,final_vartd_VarTD
0.067,30,19.276983308023773,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-22.695341110229492,26.0,0.0,0.4835831820964813,0.41999998688697815,4.0,104.0,0.47466516494750977,9.0,0.12306797504425049,0.12306797504425049,0.057956498116254807,0.2949998676776886,-26.161117553710938,0.20225851237773895
0.067,31,9.47878942405805,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.43574333190918,26.0,0.0,0.5040225982666016,0.47999998927116394,4.0,104.0,0.4546939730644226,10.0,0.11968232691287994,0.11968232691287994,0.05868550017476082,0.2699998915195465,-26.419025421142578,0.13308678567409515
0.067,32,9.490530007053167,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.800277709960938,26.0,0.0,0.4744337201118469,0.4599999785423279,4.0,104.0,0.39238235354423523,14.0,0.1426076740026474,0.1426076740026474,0.06062411144375801,0.20499993860721588,-24.28559684753418,0.22620359063148499
0.067,33,9.491959586041048,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.568037033081055,26.0,0.0,0.533477783203125,0.3999999761581421,4.0,104.0,0.11433300375938416,14.0,0.16331952810287476,0.16331952810287476,0.06550933420658112,0.04999999329447746,-24.24166488647461,0.22911669313907623
0.067,34,9.472662216052413,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.61644172668457,26.0,0.0,0.5155737400054932,0.38999998569488525,4.0,104.0,0.10606752336025238,7.0,0.11975853890180588,0.11975853890180588,0.06518260389566422,0.059999991208314896,-25.147899627685547,0.1309187412261963
0.067,35,9.483462125062943,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.029544830322266,26.0,0.0,0.5086872577667236,0.3499999940395355,4.0,104.0,0.5032358169555664,11.0,0.13370230793952942,0.13370230793952942,0.05781178921461105,0.299999862909317,-25.655561447143555,0.16578085720539093
0.067,36,9.458552442025393,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.025663375854492,26.0,0.0,0.6083391904830933,0.28999999165534973,4.0,104.0,0.4052587151527405,2.0,0.0,0.07352808862924576,0.009579945355653763,3.8950417041778564,-29.057762145996094,0.17890124022960663
0.067,37,9.468513470957987,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.49821662902832,26.0,0.0,0.4978582561016083,0.4099999964237213,4.0,104.0,0.5035064220428467,8.0,0.11964387446641922,0.11964387446641922,0.057379819452762604,0.31499984860420227,-25.5922794342041,0.16402165591716766
0.067,38,9.457762138918042,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-25.888639450073242,26.0,0.0,0.7379242777824402,0.09999999403953552,4.0,104.0,0.33012625575065613,2.0,0.0,0.08707161247730255,0.011019594967365265,3.61503529548645,-28.14845085144043,0.214407816529274
0.067,39,9.473114085034467,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.43278694152832,26.0,0.009999999776482582,0.4947150945663452,0.3400000035762787,4.0,104.0,0.25586771965026855,8.0,0.10934802144765854,0.10934802144765854,0.061848800629377365,0.16499997675418854,-25.782081604003906,0.14593620598316193
0.067,40,9.470347816939466,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.373798370361328,26.0,0.0,0.5449227094650269,0.26999998092651367,4.0,104.0,0.5301043391227722,4.0,0.0,0.09981856495141983,0.04926396906375885,0.6199995875358582,-27.413360595703125,0.17000485956668854
0.067,41,9.466690623085015,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-22.50245475769043,26.0,0.0,0.5305312275886536,0.4099999964237213,4.0,104.0,0.27670618891716003,9.0,0.1130286157131195,0.1130286157131195,0.06123339384794235,0.1849999576807022,-26.66390609741211,0.16382037103176117
0.067,42,9.474804413039237,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.270442962646484,26.0,0.0,0.5144256353378296,0.4399999976158142,4.0,104.0,0.3510928750038147,10.0,0.1197461485862732,0.1197461485862732,0.060020893812179565,0.22499991953372955,-26.565261840820312,0.14589844644069672
0.067,43,9.47732523898594,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.188690185546875,26.0,0.0,0.5224502086639404,0.26999998092651367,4.0,104.0,0.10943245887756348,11.0,0.13765956461429596,0.13765956461429596,0.06534576416015625,0.05499999225139618,-24.820598602294922,0.17047308385372162
0.067,44,9.482744371984154,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.955368041992188,26.0,0.0,0.5312466621398926,0.3199999928474426,4.0,104.0,0.413828045129776,14.0,0.1494635045528412,0.1494635045528412,0.060171131044626236,0.21999992430210114,-24.3297119140625,0.23837141692638397
0.067,45,9.480256348964758,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.65929412841797,26.0,0.0,0.5089695453643799,0.38999998569488525,4.0,104.0,0.1417492926120758,13.0,0.15147513151168823,0.15147513151168823,0.06485750526189804,0.06999999284744263,-24.662364959716797,0.20263010263442993
0.067,46,9.46829389303457,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-23.979867935180664,26.0,0.009999999776482582,0.5463039875030518,0.28999999165534973,4.0,104.0,0.5353409051895142,6.0,0.0,0.09950929880142212,0.053233761340379715,0.4649997055530548,-26.916709899902344,0.15777820348739624
0.067,47,9.47954052593559,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-24.115009307861328,26.0,0.0,0.4746798276901245,0.3999999761581421,4.0,104.0,0.5597725510597229,12.0,0.13330574333667755,0.13330574333667755,0.05781178921461105,0.299999862909317,-26.22785186767578,0.188259556889534
0.067,48,9.47927079803776,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-25.659379959106445,26.0,0.0,0.5703722238540649,0.3199999928474426,4.0,104.0,0.3102751672267914,10.0,0.11828920245170593,0.11828920245170593,0.060927990823984146,0.19499994814395905,-25.797855377197266,0.17127849161624908
0.067,49,9.47989873192273,hardzero_plus_depr,hardzero_plus_depr__c0p58__z1p00__lam0p005__nu1p00__psi0p50,0.58,1.0,0.005,1.0,0.5,100.0,-22.383840560913086,26.0,0.0,0.4615102708339691,0.4099999964237213,4.0,104.0,0.31959304213523865,11.0,0.11387136578559875,0.11387136578559875,0.06108050048351288,0.18999995291233063,-25.741846084594727,0.1770922690629959
