seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha
30,313,0.006389776357827476,1,2.0,2,0,1,0.29150621133769966,0.3074148,0.0,0.0,0.1033507305399361,0.11332451,-26.40009701277955,-26.746828,5.872204472843451,7.0,0.041
31,313,0.003194888178913738,1,1.0,1,0,1,0.25877227617124604,0.46128726,0.0,0.0,0.03742393888178913,0.0,-27.030427757188498,-27.859188,2.9552715654952078,3.0,0.041
32,313,0.009584664536741214,1,3.0,3,1,0,0.303867885385623,0.15219061,0.0,0.0,0.12472362809584664,0.14089939,-25.749978412140575,-24.587961,6.335463258785943,8.0,0.041
33,313,0.009584664536741214,1,3.0,3,1,0,0.2881939770127796,0.31440902,0.0,0.0,0.12249879135463258,0.14283161,-25.858135878594247,-25.291622,6.667731629392971,8.0,0.041
34,313,0.009584664536741214,1,3.0,3,1,0,0.28447609881853037,0.2865828,0.0,0.0,0.11963517869009582,0.13117537,-26.01262746964856,-24.812246,6.65814696485623,8.0,0.041
35,313,0.006389776357827476,1,2.0,2,0,1,0.3583142012341853,0.0061711706,0.0,0.0,0.05709156908626198,0.10943422,-26.936105130990413,-27.006826,3.7507987220447285,5.0,0.041
36,313,0.0,0,0.0,0,0,0,0.38937394265175723,0.48857138,0.0,0.0,0.01455351717252396,0.0,-27.370785376996807,-29.18395,2.0,2.0,0.041
37,313,0.006389776357827476,1,2.0,2,0,1,0.31525087007124597,0.5530431,0.0,0.0,0.11823212425239615,0.114042476,-25.991215888178914,-26.043135,7.083067092651757,8.0,0.041
38,313,0.003194888178913738,1,1.0,1,0,1,0.4405911376900959,0.034941368,0.0,0.0,0.018569060779552716,0.0,-27.35490375399361,-27.965189,2.0670926517571884,3.0,0.041
39,313,0.006389776357827476,1,2.0,2,0,1,0.2703222936709265,0.4602928,0.0,0.0,0.0825588157284345,0.10657565,-26.58610064536741,-26.229298,4.345047923322683,5.0,0.041
40,313,0.006389776357827476,1,2.0,2,0,1,0.30775482136645366,0.5299319,0.0,0.0,0.09179361390734825,0.10901371,-26.61997047923322,-26.838062,4.303514376996805,5.0,0.041
41,313,0.006389776357827476,1,2.0,2,0,1,0.2673757324853035,0.28668097,0.0,0.0,0.0676705165399361,0.10197361,-26.846793341853036,-27.455658,4.220447284345048,5.0,0.041
42,313,0.003194888178913738,1,1.0,1,0,1,0.32649627901246003,0.2804272,0.0,0.0,0.045562961431309904,0.105376385,-27.03887449201278,-27.462658,3.351437699680511,4.0,0.041
43,313,0.009584664536741214,1,3.0,3,1,0,0.30140014752651756,0.07000974,0.0,0.0,0.10204134481789137,0.122640975,-26.40621392651757,-25.597124,4.424920127795527,6.0,0.041
44,313,0.009584664536741214,1,3.0,3,1,0,0.3148612069265176,0.077586986,0.0,0.0,0.11951121717891373,0.1383208,-25.96304326198083,-24.794384,7.246006389776358,9.0,0.041
45,313,0.006389776357827476,1,2.0,2,0,1,0.318813143600639,0.52868176,0.0,0.0,0.11182779139616614,0.13820863,-26.17420136102237,-25.18593,6.092651757188499,7.0,0.041
46,313,0.006389776357827476,1,2.0,2,0,1,0.30629456416070283,0.1770532,0.0,0.0,0.0906267818945687,0.10243388,-26.603392696485628,-26.889862,4.728434504792332,6.0,0.041
