condition,phase,family,metric_horizon,alpha,c_upd,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,total_timesteps,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_CSR_pre,eval_dbar_post_mean,eval_dbar_pre_mean,eval_occupied_post_mean,eval_occupied_pre_mean,eval_max_tilde_post_mean,eval_max_tilde_pre_mean,eval_episodes_per_env,eval_t_eval,eval_done_per_env_min,eval_done_per_env_max,mean_update_fraction,final_executed_updates,final_energy,total_support_injected,total_debt_charge,max_debt_level,final_vartd,train_final_return_end_mean,I_R_full,learned_R_full_0p5
anchor_edge_full__base__t1m__a0p10__c1p00,reproduce_baseline,base,full,0.1,1.0,52,2.9713559960000566,none,0.0,0.0,0.0,1000000,100.0,-23.41518783569336,26.0,0.0,0.0,0.4816933572292328,0.4856739044189453,0.41999998688697815,0.3799999952316284,0.7112756967544556,0.7183374762535095,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.17510762810707092,0.0,0.0,0.0,0.16501525044441223,-27.259090423583984,1.5508415844580936,1.0
anchor_edge_full__base__t1m__a0p10__c1p00,reproduce_baseline,base,full,0.1,1.0,53,2.9034412070013786,none,0.0,0.0,0.0,1000000,100.0,-23.287939071655273,26.0,0.0,0.0,0.5276854634284973,0.521977424621582,0.3100000023841858,0.28999999165534973,0.7563562393188477,0.7594113945960999,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.17610444128513336,0.0,0.0,0.0,0.13726212084293365,-26.62801742553711,1.6022147091848085,1.0
anchor_edge_full__base__t1m__a0p10__c1p00,reproduce_baseline,base,full,0.1,1.0,54,2.9770984429997043,none,0.0,0.0,0.0,1000000,100.0,-23.11740493774414,26.0,0.0,0.0,0.5291739702224731,0.5342987775802612,0.3400000035762787,0.3199999928474426,0.7768824696540833,0.7820098996162415,4.0,104.0,4.0,4.0,0.009615384973585606,3.0,0.9901733994483948,0.0,0.0,0.0,0.13188378512859344,-26.004304885864258,1.6710630897392693,1.0
anchor_edge_full__base__t1m__a0p10__c1p00,reproduce_baseline,base,full,0.1,1.0,55,2.7365798549999454,none,0.0,0.0,0.0,1000000,100.0,-24.542457580566406,26.0,0.0,0.009999999776482582,0.5389007329940796,0.5391141176223755,0.3400000035762787,0.3499999940395355,0.796011209487915,0.8025063276290894,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.11048004776239395,0.0,0.0,0.0,0.11468555778265,-25.822566986083984,1.0957379955015663,1.0
anchor_edge_full__base__t1m__a0p10__c1p00,reproduce_baseline,base,full,0.1,1.0,56,2.9342388690001826,none,0.0,0.0,0.0,1000000,100.0,-23.01292610168457,26.0,0.0,0.009999999776482582,0.46552813053131104,0.46650558710098267,0.6100000143051147,0.5799999833106995,0.7188597917556763,0.714616596698761,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.07395565509796143,0.0,0.0,0.0,0.14856277406215668,-27.229646682739258,1.7132434937436951,1.0
anchor_edge_full__base__t1m__a0p10__c1p00,reproduce_baseline,base,full,0.1,1.0,57,2.7484546850009792,none,0.0,0.0,0.0,1000000,100.0,-22.70552635192871,26.0,0.009999999776482582,0.0,0.47304317355155945,0.4855169653892517,0.4899999797344208,0.3799999952316284,0.6836376786231995,0.6908051371574402,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.08864301443099976,0.0,0.0,0.0,0.1698453724384308,-27.13115692138672,1.837347533610378,1.0
anchor_edge_full__base__t1m__a0p10__c1p00,reproduce_baseline,base,full,0.1,1.0,58,2.7061737490002997,none,0.0,0.0,0.0,1000000,100.0,-24.38541030883789,26.0,0.009999999776482582,0.0,0.5388481616973877,0.5307597517967224,0.3999999761581421,0.4699999988079071,0.7835931777954102,0.7821879982948303,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.08533209562301636,0.0,0.0,0.0,0.1371522843837738,-25.80554962158203,1.1591414331654837,1.0
anchor_edge_full__base__t1m__a0p10__c1p00,reproduce_baseline,base,full,0.1,1.0,59,2.9524601610009995,none,0.0,0.0,0.0,1000000,100.0,-24.040565490722656,26.0,0.0,0.0,0.5355147123336792,0.5331762433052063,0.28999999165534973,0.3199999928474426,0.7794243693351746,0.787557065486908,4.0,104.0,4.0,4.0,0.012820512987673283,4.0,0.010597203858196735,0.0,0.0,0.0,0.12458094209432602,-25.984683990478516,1.2983628706883887,1.0
anchor_edge_full__base__t1m__a0p10__c1p00,reproduce_baseline,base,full,0.1,1.0,60,2.9983967339994706,none,0.0,0.0,0.0,1000000,100.0,-36.038177490234375,26.0,0.0,0.0,1.2953476905822754,1.273897647857666,0.07999999821186066,0.09999999403953552,1.696998119354248,1.6755030155181885,4.0,104.0,4.0,4.0,0.009615384973585606,3.0,0.7706196904182434,0.0,0.0,0.0,0.16771066188812256,-26.984102249145508,-3.5453369666567567,0.0
anchor_edge_full__base__t1m__a0p10__c1p00,reproduce_baseline,base,full,0.1,1.0,61,2.775279828998464,none,0.0,0.0,0.0,1000000,100.0,-24.4779052734375,26.0,0.009999999776482582,0.0,0.6191819906234741,0.6140941977500916,0.3100000023841858,0.28999999165534973,0.9159569144248962,0.9112909436225891,4.0,104.0,4.0,4.0,0.009615384973585606,3.0,0.987055242061615,0.0,0.0,0.0,0.1592702716588974,-27.390403747558594,1.1217991816403798,1.0
