alpha,seed,runtime_sec,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,final_energy_E_post,final_update_counter,final_funding_g,final_funding_g_raw,final_funding_alpha_eff,final_depr_F_post,final_episode_return_end_mean,final_vartd_VarTD
0.1,30,24.03666537697427,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-24.13105010986328,26.0,0.0,0.5251383781433105,0.5,4.0,104.0,0.4433012902736664,6.0,0.11671964079141617,0.11671964079141617,0.00018194635049439967,8.422285079956055,-26.347158432006836,0.20000644028186798
0.1,31,10.69036701193545,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-23.60029411315918,26.0,0.0,0.5018031001091003,0.2800000011920929,4.0,104.0,0.17390920221805573,6.0,0.10891599953174591,0.10891599953174591,0.0004853221762459725,7.114150047302246,-26.92253875732422,0.11404508352279663
0.1,32,10.637839186005294,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-23.856958389282227,26.0,0.009999999776482582,0.5328725576400757,0.5299999713897705,4.0,104.0,0.4210296869277954,6.0,0.11092232912778854,0.11092232912778854,0.00018169065879192203,8.42416000366211,-25.74764060974121,0.13222700357437134
0.1,33,10.679510545101948,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-23.583271026611328,26.0,0.0,0.5195488929748535,0.2800000011920929,4.0,104.0,0.5402031540870667,6.0,0.14320018887519836,0.14320018887519836,0.00013631324691232294,8.807293891906738,-25.287755966186523,0.11820666491985321
0.1,34,10.682266830001026,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-23.992048263549805,26.0,0.0,0.5950015783309937,0.2199999988079071,4.0,104.0,0.4817490875720978,5.0,0.10051038861274719,0.10051038861274719,6.886896881042048e-05,9.717626571655273,-26.096939086914062,0.12471979111433029
0.1,35,10.66883450502064,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-23.672651290893555,26.0,0.0,0.4936518371105194,0.3499999940395355,4.0,104.0,0.5028632283210754,6.0,0.12482887506484985,0.12482887506484985,0.00014922075206413865,8.686665534973145,-26.21628761291504,0.13754887878894806
0.1,36,10.637629066943191,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-23.67275047302246,26.0,0.0,0.5251706838607788,0.429999977350235,4.0,104.0,0.5223159790039062,5.0,0.08670864999294281,0.08670864999294281,6.593114085262641e-05,9.775753021240234,-28.29991912841797,0.16462460160255432
0.1,37,10.635949817951769,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-23.884286880493164,26.0,0.0,0.506362795829773,0.32999998331069946,4.0,104.0,0.5573380589485168,6.0,0.11432649940252304,0.11432649940252304,0.00013753272651229054,8.795418739318848,-26.16646385192871,0.17214235663414001
0.1,38,10.650769807049073,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-22.910369873046875,26.0,0.0,0.5078016519546509,0.38999998569488525,4.0,104.0,0.510877251625061,5.0,0.10705447942018509,0.10705447942018509,7.288811320904642e-05,9.642000198364258,-27.209388732910156,0.20974889397621155
0.1,39,10.679717849008739,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-23.915897369384766,26.0,0.0,0.549842119216919,0.25,4.0,104.0,0.5361402034759521,5.0,0.10173669457435608,0.10173669457435608,6.238328205654398e-05,9.849504470825195,-26.39699363708496,0.14138387143611908
0.1,40,10.673786473926157,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-24.20111846923828,26.0,0.0,0.5999674201011658,0.23999999463558197,4.0,104.0,0.5041685700416565,5.0,0.1080426499247551,0.1080426499247551,6.870772631373256e-05,9.720751762390137,-26.673446655273438,0.14698809385299683
0.1,41,10.656700034975074,hardzero_plus_depr,hardzero_plus_depr__c0p56__z1p10__lam0p010__nu0p50__psi0p75,0.56,1.1,0.01,0.5,0.75,100.0,-23.271413803100586,26.0,0.0,0.4818708300590515,0.44999998807907104,4.0,104.0,0.2484206110239029,6.0,0.11166125535964966,0.11166125535964966,0.00033963119494728744,7.590087413787842,-27.05496597290039,0.15234073996543884
