seed,late_g_eff_mean,late_g_raw_mean,late_alpha_g_eff_mean,late_debt_charge_mean,late_margin_mean,late_break_even_alpha_est,late_debt_floor_frac,late_negative_energy_frac,late_debt_level_mean,late_update_u_mean,late_cut_active_frac,late_window_updates
30,0.17647477432692307,0.17647477432692307,0.03176545937884615,0.0,0.03176545937884615,0.0,0.0,0.46794871794871795,0.06437473382660255,0.057692307692307696,1.0,312
31,0.1754691558974359,0.1754691558974359,0.031584448061538456,0.0,0.031584448061538456,0.0,0.0,0.4551282051282051,0.06139536100076924,0.05448717948717949,1.0,312
32,0.1644503069871795,0.1644503069871795,0.02960105525769231,0.0,0.02960105525769231,0.0,0.0,0.46474358974358976,0.06389373284711539,0.05128205128205128,1.0,312
33,0.1716742173076923,0.1716742173076923,0.030901359115384615,0.0,0.030901359115384615,0.0,0.0,0.47115384615384615,0.06151274337211538,0.05448717948717949,1.0,312
34,0.16982384775641024,0.16982384775641024,0.030568292596153842,0.0,0.030568292596153842,0.0,0.0,0.44871794871794873,0.05991918968381411,0.05128205128205128,1.0,312
35,0.17934668756410255,0.17934668756410255,0.03228240376153846,0.0,0.03228240376153846,0.0,0.0,0.4551282051282051,0.06149954243397436,0.05448717948717949,1.0,312
36,0.17381891471153849,0.17381891471153849,0.03128740464807692,0.0,0.03128740464807692,0.0,0.0,0.46153846153846156,0.0626306655253205,0.05448717948717949,1.0,312
37,0.17580211637820511,0.17580211637820511,0.03164438094807692,0.0,0.03164438094807692,0.0,0.0,0.46474358974358976,0.06202195336461538,0.05448717948717949,1.0,312
38,0.17425282826923078,0.17425282826923078,0.031365509088461536,0.0,0.031365509088461536,0.0,0.0,0.46474358974358976,0.06273703173333334,0.05448717948717949,1.0,312
39,0.17915035993589745,0.17915035993589745,0.03224706478846154,0.0,0.03224706478846154,0.0,0.0,0.44871794871794873,0.05998757095942307,0.05448717948717949,1.0,312
40,0.17747488000000003,0.17747488000000003,0.031945478400000005,0.0,0.031945478400000005,0.0,0.0,0.4583333333333333,0.06163143950064102,0.05448717948717949,1.0,312
41,0.17179648852564103,0.17179648852564103,0.030923367934615385,0.0,0.030923367934615385,0.0,0.0,0.47115384615384615,0.06256138677929488,0.05128205128205128,1.0,312
