seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha
30,313,0.0,0,0.0,0,0,0,0.3793838856230032,0.40713832,3.170025110223642,3.950043,0.03062342136741214,0.0,-27.15189672523962,-27.424969,2.0,2.0,0.034
31,313,0.003194888178913738,1,1.0,1,0,1,0.16683639055453672,0.14717242,1.329929919399361,1.304999,0.02200436897763578,0.0,-27.227256891373806,-28.020977,1.8370607028753994,2.0,0.034
32,313,0.0,0,0.0,0,0,0,0.4932587887220447,0.5266015,3.5350334150159743,4.315051,0.04187569104153355,0.0,-27.026805277955273,-26.266556,2.0,2.0,0.034
33,313,0.003194888178913738,1,1.0,1,0,1,0.3407678802792332,0.5527798,0.9530054219552716,1.4099989,0.07788982512140576,0.118177325,-26.75499680191693,-26.346151,2.9041533546325877,3.0,0.034
34,313,0.0,0,0.0,0,0,0,0.270028361884984,0.29440677,2.985020876357827,3.7650387,0.023097184731629396,0.0,-27.26492114696486,-26.51085,2.0,2.0,0.034
35,313,0.003194888178913738,1,1.0,1,0,1,0.37804130747431314,0.555776,1.1393650535846647,1.1799991,0.08232711623003194,0.112814225,-26.6786625942492,-26.92208,2.757188498402556,3.0,0.034
36,313,0.0,0,0.0,0,0,0,0.5302115496485623,0.5333991,5.465077401277955,6.2450953,0.009875934121405751,0.0,-27.473348594249202,-29.332767,1.0,1.0,0.034
37,313,0.0,0,0.0,0,0,0,0.4855766825878594,0.52389747,3.530033301597444,4.310051,0.0458651764057508,0.0,-27.006485654952076,-26.935621,2.0,2.0,0.034
38,313,0.0,0,0.0,0,0,0,0.5294509374760382,0.5327637,5.465077401277955,6.2450953,0.00994320298083067,0.0,-27.50445204792332,-28.26887,1.0,1.0,0.034
39,313,0.0,0,0.0,0,0,0,0.24474951466453676,0.3120523,1.6800002630351436,2.4600089,0.031514207198083066,0.0,-27.052380322683707,-26.698576,2.0,2.0,0.034
40,313,0.0,0,0.0,0,0,0,0.20703068210862619,0.2336632,2.450009473162939,3.2300265,0.020364896747603833,0.0,-27.27514303833866,-28.139793,2.0,2.0,0.034
41,313,0.0,0,0.0,0,0,0,0.41307750319488823,0.4721201,2.5700117214057507,3.3500292,0.04483008975399361,0.0,-27.071982150159744,-27.892538,2.0,2.0,0.034
42,313,0.0,0,0.0,0,0,0,0.40308873047923316,0.4527718,2.66501365686901,3.4450314,0.038300798453674116,0.10201349,-27.11345705111821,-27.631544,2.0,2.0,0.034
